# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 10:46:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/cg9987f_.json
# init = 2 (Default)
# random
#   seed = 45806
# output
#   file = /home/lab5/output/code3-20230416104642_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,6.72185e-05,2.50139,2.50224,2.50065,2.49903,2.50086,2.50045,2.49945,2.50058,2.50011,2.50096,15.8165,16.3019,17.091,17.5921,18.0234,18.2832,18.0744,18.5206,20.0804,19.662,8,8,15,11,17,13,10,13,25,25
0,0,3.42811e-05,2.5012,2.4997,2.49947,2.49824,2.50118,2.50163,2.50075,2.5,2.49872,2.49806,13.9241,14.1131,14.466,14.6749,14.8871,15.006,14.9128,15.0794,15.698,15.5132,9,14,15,14,14,21,11,15,14,16
0,0,0.000107842,2.49995,2.50061,2.49847,2.49923,2.50224,2.50057,2.5004,2.49895,2.50049,2.50009,18.4773,19.3818,20.9177,21.9839,22.8564,23.3637,22.97,23.8088,27.169,26.2201,16,14,18,20,19,12,25,15,21,20
0,0,3.70806e-05,2.49821,2.49962,2.50182,2.49983,2.49923,2.50119,2.49939,2.50048,2.49964,2.4999,14.0336,14.2829,14.7055,14.9255,15.1018,15.2549,15.1396,15.3517,16.0427,15.8541,11,19,15,12,12,16,10,16,15,12
0,0,0.000149977,2.50192,2.49877,2.50184,2.49874,2.50055,2.49999,2.50048,2.50071,2.50279,2.50046,21.7864,23.189,25.9397,27.6815,29.1519,30.1085,29.4264,31.0009,37.2471,35.387,23,16,28,28,33,38,25,36,35,37
0,0,7.33877e-05,2.50058,2.50137,2.50088,2.49997,2.49969,2.50055,2.50005,2.49965,2.49844,2.49943,16.1848,16.7255,17.6334,18.2142,18.6596,18.9784,18.753,19.2275,20.9876,20.5117,14,20,19,13,21,20,18,17,23,27
0,0,0.000105243,2.49952,2.49937,2.50197,2.50041,2.50055,2.4997,2.49985,2.49798,2.50023,2.4985,18.2848,19.1426,20.7184,21.6986,22.4756,22.9803,22.6094,23.4041,26.6424,25.6993,23,18,17,22,18,18,18,16,27,19
0,0,0.000168987,2.49874,2.49949,2.49972,2.49937,2.49873,2.5006,2.5014,2.50025,2.49956,2.50146,23.372,25.1822,28.4804,30.7409,32.4993,33.7878,32.935,34.8781,42.7619,40.5466,26,28,30,27,48,34,30,33,31,44
0,0,0.000102618,2.49949,2.49969,2.50145,2.50256,2.50024,2.49837,2.50014,2.49973,2.49995,2.50125,18.0998,18.9337,20.4362,21.4347,22.1284,22.5891,22.2697,23.0651,26.1202,25.2937,23,29,16,18,28,22,29,23,19,31
0,0,0.000114193,2.49932,2.50051,2.49834,2.49947,2.49924,2.50033,2.50122,2.49989,2.49982,2.50107,18.9243,19.9163,21.5935,22.7682,23.6452,24.2703,23.8631,24.7919,28.4633,27.4576,14,21,26,24,25,29,26,29,33,31
0,0,8.43422e-05,2.50008,2.50056,2.49988,2.49831,2.50065,2.49942,2.49871,2.49801,2.49874,2.50008,16.876,17.5181,18.6131,19.3093,19.9058,20.2521,19.9732,20.5502,22.7748,22.1868,19,19,21,18,14,29,21,15,36,24
0,0,6.93522e-05,2.50046,2.49819,2.50066,2.50043,2.50141,2.5002,2.49993,2.49933,2.50213,2.49871,15.9326,16.3856,17.2756,17.8241,18.2583,18.5154,18.3112,18.7446,20.4426,19.9174,16,13,20,15,21,20,17,12,25,23
0,0,1.276e-05,2.49918,2.4993,2.5006,2.49884,2.49963,2.49889,2.49996,2.50027,2.50054,2.50084,12.7875,12.8607,12.9973,13.0499,13.1157,13.1427,13.1307,13.1929,13.4018,13.3501,18,12,8,19,15,9,11,11,15,10
0,0,5.04873e-05,2.50074,2.50128,2.50018,2.49934,2.49861,2.50005,2.49998,2.49982,2.50015,2.50041,14.8169,15.1557,15.705,16.0557,16.316,16.5212,16.3903,16.6765,17.733,17.4479,9,13,13,21,12,21,22,17,14,16
0,0,2.47828e-05,2.50112,2.50229,2.49825,2.49992,2.49962,2.50025,2.49903,2.49934,2.49947,2.50074,13.4215,13.5835,13.7748,13.9539,14.0652,14.1508,14.079,14.2045,14.6389,14.5396,4,12,16,18,9,18,15,8,12,20
0,0,9.38667e-05,2.49933,2.49833,2.49965,2.50158,2.49913,2.50049,2.49897,2.50076,2.50149,2.50086,17.4954,18.2097,19.5214,20.4107,21.0074,21.4729,21.1285,21.8652,24.513,23.7593,14,17,22,19,21,26,16,18,22,24
0,0,0.000141496,2.50095,2.49965,2.50086,2.50088,2.50059,2.50014,2.50065,2.49876,2.50023,2.49973,21.0637,22.3781,24.8327,26.4808,27.7505,28.611,28.0007,29.35,34.8821,33.293,19,22,17,30,30,29,39,30,48,28
0,0,9.74767e-05,2.49731,2.49884,2.49908,2.49917,2.50108,2.50092,2.49896,2.49874,2.49999,2.50119,17.7053,18.504,19.8678,20.7684,21.4948,21.9551,21.5815,22.3168,25.1418,24.3847,14,18,18,20,20,20,14,28,27,23
0,0,8.38699e-05,2.5004,2.49865,2.49917,2.49804,2.50039,2.50123,2.50131,2.49823,2.50116,2.50076,16.8507,17.4492,18.5558,19.2543,19.8462,20.231,19.9696,20.4943,22.75,22.1275,14,23,21,19,22,17,23,23,22,21
0,0,2.22181e-05,2.49934,2.5005,2.50109,2.49995,2.49868,2.5004,2.50029,2.50147,2.50079,2.50066,13.2655,13.4106,13.6369,13.7595,13.844,13.9355,13.8858,14.0095,14.3815,14.2758,14,15,15,14,15,13,12,14,12,12
0,0,0.000114805,2.50053,2.4986,2.50148,2.49961,2.49866,2.4977,2.50001,2.49879,2.50125,2.49993,18.992,19.9307,21.7281,22.8478,23.7157,24.2961,23.9201,24.8589,28.634,27.5458,17,15,14,24,30,23,19,30,28,27
0,0,0.000143812,2.49953,2.50212,2.49921,2.50007,2.49854,2.49911,2.50054,2.5008,2.50108,2.49932,21.2227,22.658,25.082,26.7975,28.0689,28.9836,28.3809,29.8369,35.5179,33.8314,15,21,31,29,29,27,30,26,40,32
0,0,2.60491e-05,2.49872,2.49996,2.49988,2.49982,2.49979,2.50019,2.49995,2.4987,2.49909,2.49878,13.455,13.6259,13.8853,14.0496,14.1716,14.2583,14.1972,14.3078,14.7716,14.6422,10,8,17,15,14,10,13,21,15,20
0,0,8.05789e-05,2.50116,2.50257,2.49902,2.49898,2.50014,2.49865,2.49963,2.5013,2.49952,2.49971,16.6504,17.2716,18.2486,18.9279,19.4651,19.7823,19.5542,20.1407,22.164,21.5932,12,22,14,24,15,19,17,15,17,18
0,0,0.000167798,2.50099,2.50055,2.50026,2.49871,2.50131,2.49976,2.50152,2.49931,2.50027,2.4999,23.3173,25.0801,28.3259,30.5207,32.3588,33.5181,32.7095,34.5884,42.4155,40.1426,14,21,30,34,46,32,34,28,36,42
0,0,0.000177184,2.49949,2.49938,2.50061,2.50031,2.49852,2.49975,2.50118,2.50001,2.50034,2.50168,24.142,26.0826,29.705,32.1835,34.0784,35.4703,34.5527,36.6942,45.4834,42.9881,28,28,34,36,30,24,46,31,41,39
0,0,0.000202187,2.49935,2.50011,2.50011,2.5007,2.50068,2.50042,2.49881,2.50055,2.5017,2.49893,26.5865,29.0645,33.6664,36.9251,39.4958,41.2731,39.9275,42.8951,54.8476,51.2069,28,34,32,39,44,44,44,46,44,47
0,0,6.74812e-05,2.498,2.50179,2.49956,2.50019,2.49917,2.50123,2.50009,2.50003,2.5005,2.50136,15.779,16.313,17.095,17.638,18.0204,18.3264,18.1139,18.5406,20.1276,19.7065,25,22,16,13,16,18,22,21,13,24
0,0,4.71441e-05,2.50086,2.49902,2.4995,2.49965,2.49896,2.50195,2.49961,2.50045,2.50097,2.49944,14.6285,14.9056,15.4327,15.769,16.0076,16.222,16.0656,16.3435,17.312,17.0217,17,21,19,15,12,19,14,10,18,22
0,0,0.00012,2.50038,2.50147,2.50231,2.49951,2.50212,2.50071,2.50025,2.49979,2.50068,2.50028,19.3741,20.4395,22.3215,23.5053,24.5276,25.1453,24.6677,25.7016,29.7445,28.5918,19,20,23,24,24,27,26,25,34,24
0,0,6.89817e-05,2.4991,2.50006,2.4993,2.49998,2.5007,2.49985,2.50061,2.5008,2.49973,2.49917,15.8881,16.3901,17.22,17.7798,18.2061,18.4677,18.2838,18.729,20.3375,19.8741,18,18,10,16,19,15,17,16,24,23
0,0,-1.22144e-06,2.49814,2.49913,2.5003,2.49955,2.50206,2.5007,2.49873,2.49955,2.50037,2.50142,12.1026,12.1081,12.1116,12.0957,12.1212,12.1015,12.0801,12.0848,12.0769,12.0944,17,15,11,15,10,12,13,12,12,14
0,0,0.000129039,2.50045,2.4993,2.50178,2.49893,2.50037,2.49852,2.50022,2.49955,2.50235,2.49944,20.0641,21.2036,23.3469,24.6851,25.8058,26.4965,26.0128,27.1821,31.8647,30.4632,14,19,25,24,28,20,19,27,30,17
0,0,8.0698e-05,2.50007,2.50183,2.50006,2.50061,2.50086,2.49983,2.49745,2.50071,2.50063,2.50112,16.64,17.2676,18.2786,18.9711,19.4927,19.8197,19.5254,20.1438,22.2082,21.6421,14,13,16,29,16,17,13,17,17,22
0,0,6.52347e-05,2.49918,2.49762,2.49886,2.49965,2.50031,2.49949,2.50002,2.50066,2.49934,2.50174,15.6612,16.0889,16.8912,17.4127,17.8068,18.0482,17.8751,18.2948,19.7713,19.4018,16,14,19,15,25,18,19,18,29,22
0,0,7.25488e-05,2.49937,2.50106,2.50121,2.49995,2.50086,2.49871,2.49899,2.50127,2.50014,2.50109,16.113,16.6601,17.565,18.1305,18.5906,18.8479,18.641,19.1584,20.8926,20.4237,9,21,15,18,19,21,12,10,19,20
0,0,0.00010137,2.50085,2.50039,2.50046,2.4976,2.50007,2.50036,2.50051,2.4986,2.5002,2.49839,18.0373,18.8457,20.2884,21.1832,21.9648,22.4642,22.1152,22.8609,25.8857,24.9987,16,20,18,22,26,20,18,18,28,22
0,0,8.71087e-05,2.49985,2.50016,2.5011,2.50166,2.50188,2.49847,2.49983,2.49852,2.50064,2.50028,17.0534,17.7206,18.8968,19.6701,20.2534,20.5733,20.3233,20.9177,23.2923,22.632,15,15,16,13,23,24,21,20,22,19
0,0,0.000178393,2.49995,2.49984,2.50072,2.50116,2.49986,2.50048,2.50048,2.50078,2.49997,2.49965,24.2661,26.2306,29.8893,32.4251,34.365,35.7562,34.775,37.0002,45.8768,43.2713,22,33,31,31,22,27,33,35,43,41
0,0,8.77996e-05,2.50115,2.50053,2.4987,2.49961,2.49874,2.50041,2.50005,2.49887,2.49976,2.50206,17.1212,17.7799,18.9172,19.7044,20.2712,20.6994,20.4104,21.0153,23.3916,22.7839,16,13,26,15,23,15,22,21,21,35
0,0,0.000112506,2.50007,2.49869,2.49939,2.49876,2.50125,2.49947,2.4986,2.50041,2.49843,2.50019,18.8154,19.7363,21.4335,22.5425,23.4614,24.004,23.5659,24.5457,28.0696,27.1063,20,23,26,23,21,33,31,19,17,26
0,0,0.000139869,2.49989,2.49984,2.50021,2.49994,2.49989,2.49905,2.49954,2.49978,2.50038,2.50027,20.9096,22.2263,24.6144,26.2211,27.4697,28.3004,27.7031,29.0839,34.4677,32.9279,24,25,30,28,21,24,26,30,40,43
0,0,1.98149e-05,2.49949,2.50147,2.49982,2.50054,2.50001,2.50085,2.49999,2.49961,2.49937,2.49825,13.1449,13.2855,13.4561,13.5874,13.6701,13.7412,13.6869,13.7759,14.1067,14.0002,11,10,12,18,17,13,17,18,13,17
0,0,0.00016434,2.50041,2.49963,2.50102,2.50095,2.50162,2.50221,2.50127,2.4996,2.5003,2.49977,22.9945,24.6873,27.859,30.0151,31.7244,32.9066,32.0435,33.8617,41.3403,39.1629,27,20,22,28,34,41,23,37,49,40
0,0,9.24897e-05,2.49948,2.50048,2.50192,2.49952,2.49892,2.50049,2.49913,2.49721,2.49955,2.50008,17.4052,18.1412,19.4309,20.2156,20.8355,21.2951,20.9616,21.6017,24.2163,23.5096,14,15,18,11,22,20,15,18,30,26
0,0,-1.3298e-05,2.49878,2.49977,2.49999,2.50135,2.50089,2.49974,2.50057,2.50008,2.499,2.50057,11.5584,11.5027,11.3946,11.3415,11.2861,11.2404,11.2731,11.2158,11.0249,11.0902,11,14,15,11,10,14,14,12,15,12
0,0,0.000100013,2.4993,2.49773,2.4987,2.50186,2.50007,2.49855,2.50077,2.50023,2.50028,2.49882,17.9152,18.6862,20.115,21.116,21.7921,22.2409,21.9452,22.7057,25.6279,24.7695,16,19,22,29,21,20,22,19,29,25
0,0,4.29033e-06,2.50055,2.50005,2.50015,2.49949,2.50056,2.49992,2.49877,2.49738,2.50271,2.50179,12.3929,12.4099,12.45,12.466,12.4971,12.501,12.4782,12.4794,12.6114,12.5822,13,16,13,14,14,11,14,17,13,14
0,0,8.86109e-05,2.50155,2.50037,2.49909,2.50061,2.5006,2.49877,2.50033,2.4988,2.50139,2.50081,17.1819,17.8392,19.0019,19.812,20.4051,20.7668,20.5137,21.1201,23.5713,22.887,18,16,12,28,17,27,22,18,29,29
0,0,0.000143579,2.50071,2.50222,2.49988,2.50042,2.50142,2.50064,2.50031,2.50031,2.49922,2.49886,21.2287,22.6376,25.0695,26.7726,28.1117,28.9871,28.3358,29.7791,35.3907,33.7601,11,18,28,29,37,27,33,31,34,38
0,0,0.000108005,2.50006,2.49898,2.50124,2.50178,2.50194,2.49938,2.50026,2.499,2.49993,2.49984,18.4909,19.3637,20.9928,22.0596,22.8712,23.3588,22.9887,23.8341,27.1867,26.2439,25,17,26,17,26,26,26,26,24,29
0,0,7.07456e-05,2.50051,2.49987,2.49952,2.49882,2.50155,2.49993,2.49991,2.50022,2.49997,2.50049,16.0194,16.5118,17.3772,17.9319,18.4094,18.6666,18.4614,18.9247,20.6109,20.1514,13,14,19,20,14,20,21,23,10,21
0,0,9.67643e-05,2.49961,2.50185,2.49934,2.50107,2.50067,2.50005,2.50079,2.50046,2.49983,2.49976,17.6972,18.503,19.8018,20.727,21.3971,21.8418,21.5307,22.2562,25.0052,24.2268,15,21,19,22,29,23,31,25,30,25
0,0,5.76212e-05,2.50062,2.50038,2.49956,2.5005,2.49743,2.4992,2.49941,2.49985,2.5002,2.5002,15.2292,15.6138,16.2684,16.7153,16.9868,17.233,17.0823,17.434,18.6995,18.3516,15,16,17,14,13,13,14,15,22,19
0,0,4.58466e-05,2.49945,2.50041,2.50012,2.50223,2.49933,2.50038,2.49811,2.50008,2.50078,2.50066,14.5349,14.8434,15.3419,15.6978,15.8931,16.0703,15.9196,16.206,17.1425,16.8861,13,11,20,17,11,14,20,17,19,11
0,0,0.000133769,2.49773,2.50159,2.50125,2.4991,2.50018,2.49978,2.49992,2.4987,2.50315,2.50141,20.3785,21.6888,23.8959,25.3376,26.5202,27.2979,26.7379,27.9704,33.0313,31.5667,21,27,25,19,36,24,28,22,36,37
0,0,0.000122049,2.49869,2.49954,2.50053,2.50135,2.50169,2.5004,2.49899,2.50021,2.50072,2.49853,19.4952,20.5806,22.5126,23.8146,24.8109,25.4503,24.9349,26.0423,30.2021,28.9606,23,20,22,20,26,26,20,24,31,24
0,0,9.27948e-05,2.49838,2.49938,2.49966,2.49891,2.50119,2.50116,2.49983,2.5019,2.50029,2.5005,17.4066,18.145,19.4169,20.2372,20.9199,21.3486,21.0139,21.7446,24.2893,23.5703,17,16,22,17,21,24,21,26,27,20
0,0,0.000126644,2.49832,2.50144,2.50004,2.50118,2.49969,2.50005,2.49965,2.5014,2.50013,2.49948,19.8369,21.0312,23.0272,24.4178,25.4317,26.1562,25.6345,26.8297,31.2328,29.9503,20,18,17,26,21,37,26,28,36,26
0,0,0.000124138,2.50032,2.49984,2.50038,2.49992,2.50138,2.49916,2.49722,2.49928,2.49838,2.49991,19.6853,20.7726,22.7468,24.0544,25.1064,25.7409,25.1985,26.3585,30.6029,29.4343,16,24,28,16,36,26,30,23,34,40
0,0,4.00388e-05,2.50007,2.49933,2.49805,2.50025,2.49875,2.50129,2.50097,2.49988,2.50094,2.50179,14.2213,14.4616,14.8697,15.1759,15.3565,15.5311,15.4294,15.6277,16.4208,16.2217,9,12,9,14,18,16,21,16,15,13
0,0,9.87385e-05,2.50068,2.499,2.49919,2.50097,2.50108,2.5002,2.50069,2.5,2.49993,2.50045,17.8519,18.6076,19.9963,20.9504,21.6531,22.1068,21.7796,22.5211,25.3773,24.5863,20,13,15,19,20,23,17,21,26,24
0,0,9.15633e-05,2.5019,2.50093,2.49866,2.50004,2.50101,2.49943,2.50014,2.4986,2.50183,2.49819,17.385,18.0771,19.2778,20.1236,20.767,21.154,20.8688,21.5075,24.105,23.3112,22,14,19,25,19,17,23,21,22,30
0,0,5.45909e-05,2.50041,2.49795,2.49982,2.50295,2.50101,2.49835,2.50008,2.50013,2.50144,2.50031,15.0487,15.3741,16.0266,16.4802,16.7501,16.9065,16.7921,17.1132,18.3057,17.9624,15,20,16,18,22,13,13,17,25,17
0,0,3.73831e-05,2.49912,2.50083,2.49989,2.50025,2.50076,2.49998,2.50076,2.50007,2.49998,2.49873,14.0628,14.3188,14.6995,14.9566,15.1516,15.2643,15.1873,15.3745,16.0844,15.8698,14,10,17,11,15,20,13,19,17,33
0,0,0.000198555,2.50017,2.50022,2.49957,2.50052,2.50188,2.50062,2.49957,2.49977,2.49927,2.5002,26.2375,28.6172,33.0396,36.1907,38.717,40.3868,39.114,41.9037,53.2569,49.9651,22,23,37,25,37,43,29,48,47,45
