# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 09:39:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmphq3csp0a/bgiv5703.json
# init = 2 (Default)
# random
#   seed = 72026
# output
#   file = /home/lab5/output/code1-20230416093926_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,1.99995,2.92719e-05,8.27328,8.37979,8.56003,8.67454,8.75951,8.81585,8.77568,8.86501,9.18463,9.0974,3,6,10,15,9,14,8,9,10,10
0,0,1.99998,0.000176171,14.5929,15.7607,17.9143,19.4059,20.5785,21.3879,20.8081,22.1159,27.3705,25.8428,18,11,19,15,26,22,21,10,26,32
0,0,1.99981,0.000201608,16.0969,17.5794,20.3545,22.3054,23.8543,24.9311,24.1592,25.9047,33.0615,30.9584,27,24,19,28,21,32,28,25,31,23
0,0,1.99989,0.000216461,17.0488,18.7402,21.934,24.199,26.0077,27.2703,26.3648,28.4153,36.9234,34.4076,15,15,23,33,27,32,26,26,35,30
0,0,2.00004,0.000166886,14.0796,15.1448,17.0984,18.4442,19.4982,20.224,19.7043,20.8756,25.5468,24.1941,14,16,12,18,21,24,14,18,29,31
0,0,1.99984,0.000266566,20.6886,23.2445,28.2153,31.8451,34.8011,36.8932,35.3905,38.8099,53.5824,49.1226,21,20,17,33,34,54,38,43,71,41
0,0,1.99975,0.000237858,18.5153,20.5435,24.4216,27.2064,29.449,31.0237,29.8936,32.4579,43.2827,40.0533,21,18,20,38,25,26,32,38,45,38
0,0,2.00002,0.000146723,13.0242,13.8866,15.4498,16.514,17.3408,17.9071,17.5019,18.4133,21.9905,20.9634,7,11,15,21,22,26,21,26,14,14
0,0,1.99994,0.000313531,24.8067,28.4494,35.7327,41.1988,45.7328,48.9833,46.6451,51.9899,75.9764,68.5944,27,25,37,41,44,49,42,46,77,80
0,0,2,0.000329544,26.3912,30.4791,38.7303,44.9807,50.1979,53.9546,51.2509,57.4409,85.5846,76.8668,16,36,46,46,64,53,48,70,87,70
0,0,1.99978,0.000285015,22.2155,25.1622,30.9554,35.2317,38.7394,41.2345,39.4412,43.529,61.4544,56.0016,23,28,28,28,41,47,49,47,52,71
0,0,2.00007,0.000272058,21.1371,23.8056,29.0119,32.826,35.9387,38.145,36.56,40.1686,55.8281,51.0899,22,33,40,33,34,43,32,48,54,47
0,0,2.00022,7.54522e-06,7.60928,7.63441,7.6764,7.70274,7.72212,7.73489,7.72579,7.74599,7.81703,7.79782,12,9,4,11,9,5,9,9,8,12
0,0,1.99976,0.000463769,44.314,54.2698,76.0301,93.8484,109.521,121.229,112.768,132.396,232.051,199.491,47,46,83,106,101,113,118,140,241,206
0,0,1.99984,0.000317553,25.1926,28.9428,36.4589,42.1129,46.8101,50.1813,47.756,53.3022,78.2741,70.5763,24,27,43,42,49,57,47,58,85,62
0,0,2.00013,0.000202643,16.1665,17.6634,20.467,22.4393,24.0058,25.0951,24.3142,26.0802,33.3272,31.1967,29,14,23,21,28,21,22,27,30,29
0,0,1.99979,0.000192707,15.5525,16.9189,19.4633,21.2428,22.6507,23.6271,22.9273,24.5082,30.9441,29.0599,12,20,22,27,19,30,22,22,29,30
0,0,2.00005,0.000153086,13.3487,14.2722,15.9524,17.1005,17.9949,18.6084,18.1692,19.1576,23.0561,21.9337,16,18,20,20,23,20,16,24,33,21
0,0,2.00008,0.000265212,20.5855,23.1151,28.0305,31.6172,34.5365,36.6018,35.1184,38.4934,53.0584,48.6637,15,20,31,23,36,37,30,32,50,47
0,0,1.99996,0.000388063,33.0838,39.198,51.9742,61.9872,70.5381,76.7949,72.2838,82.6711,132.215,116.503,25,29,49,66,69,77,77,87,135,119
0,0,2.00013,0.000310337,24.507,28.0665,35.1699,40.4912,44.8995,48.0571,45.786,50.9759,74.2072,67.067,21,25,32,49,51,47,41,57,61,67
0,0,1.99991,0.000273226,21.2293,23.9216,29.1781,33.0315,36.1778,38.4086,36.8059,40.4552,56.3058,51.5075,23,22,26,30,46,41,31,50,47,49
0,0,1.99984,0.000205749,16.3569,17.8957,20.7831,22.818,24.4362,25.5624,24.755,26.5815,34.0957,31.8838,17,16,29,19,21,26,32,29,36,36
0,0,1.99989,0.000262885,20.3975,22.8807,27.6994,31.2107,34.0661,36.0849,34.6349,37.933,52.1389,47.8567,23,25,30,26,35,41,34,51,41,41
0,0,1.99998,0.000177005,14.6399,15.8173,17.9895,19.4948,20.6784,21.4957,20.9103,22.2309,27.5406,25.9964,17,22,20,22,20,32,23,23,34,27
0,0,2,0.000228598,17.869,19.7463,23.3164,25.8663,27.9122,29.3451,28.3171,30.6478,40.4135,37.5113,18,18,23,27,28,27,33,35,49,41
0,0,2.00006,0.000157769,13.5925,14.5627,16.3326,17.5454,18.4918,19.1419,18.6765,19.7244,23.8732,22.6764,4,12,20,16,20,19,22,23,29,28
0,0,2.00019,0.000137238,12.5578,13.3339,14.7329,15.6801,16.4133,16.9141,16.5558,17.3609,20.497,19.6002,16,7,19,17,24,11,12,18,21,12
0,0,2.00001,9.93034e-05,10.8441,11.325,12.1729,12.7342,13.1624,13.4517,13.245,13.708,15.4581,14.9657,12,11,14,15,18,9,13,14,19,12
0,0,2.00018,0.000295058,23.1037,26.2832,32.5715,37.2404,41.0852,43.8277,41.8561,46.3549,66.2442,60.1691,20,30,41,34,44,39,48,38,56,59
0,0,2.00015,0.00021781,17.1423,18.8541,22.089,24.385,26.2193,27.5003,26.5816,28.6623,37.3052,34.7481,16,13,12,23,26,18,22,28,28,34
0,0,2.00016,0.000203905,16.246,17.7601,20.598,22.5959,24.1834,25.2878,24.4961,26.2867,33.6425,31.4789,19,16,17,18,29,25,33,18,46,29
0,0,2.00025,0.00019823,15.895,17.3333,20.0203,21.9056,23.4004,24.4386,23.6944,25.3766,32.2554,30.2369,14,20,20,19,24,16,16,29,28,29
0,0,1.99984,0.000301069,23.6384,26.9623,33.5594,38.4747,42.532,45.4308,43.3464,48.1054,69.2475,62.7739,23,33,35,55,39,38,48,42,72,59
0,0,1.99983,0.000236272,18.4038,20.4055,24.2296,26.9732,29.1811,30.7308,29.6187,32.1418,42.779,39.6077,20,15,19,33,27,24,25,22,48,42
0,0,2.00002,0.000311708,24.6346,28.2295,35.4095,40.7924,45.2541,48.4513,46.1516,51.4074,74.9596,67.7167,24,25,26,53,45,58,44,48,84,69
0,0,1.99999,0.000335342,26.9887,31.2482,39.8752,46.4325,51.9182,55.8746,53.0267,59.5505,89.3524,80.0993,27,32,29,36,46,61,66,62,101,83
0,0,2.00003,0.000204158,16.2597,17.777,20.6214,22.6241,24.2157,25.323,24.5292,26.3246,33.7012,31.5313,11,11,17,18,26,24,20,25,35,35
0,0,1.99996,0.000221039,17.3543,19.1142,22.4464,24.8158,26.7113,28.0362,27.0859,29.2387,38.2044,35.5483,20,21,20,22,25,17,23,28,41,31
0,0,1.99995,9.01588e-05,10.467,10.8876,11.6252,12.1109,12.48,12.7289,12.5511,12.9488,14.4413,14.0231,15,6,9,11,13,9,7,8,14,17
0,0,2.0002,0.000266563,20.6958,23.2527,28.2251,31.8562,34.8133,36.9061,35.4028,38.8234,53.6008,49.1396,19,23,31,29,28,39,34,55,43,63
0,0,1.99993,0.00013115,12.2627,12.9861,14.2852,15.1616,15.8384,16.2999,15.9698,16.7112,19.5851,18.7654,7,13,17,18,12,13,14,14,16,20
0,0,2.00001,8.92143e-05,10.4296,10.8442,11.5709,12.0492,12.4125,12.6574,12.4824,12.8738,14.3413,13.9302,12,9,20,11,13,12,14,10,11,10
0,0,2.00013,0.000277183,21.5611,24.3375,29.7708,33.7632,37.0279,39.3453,37.6802,41.4729,57.9993,52.9882,26,25,36,28,37,31,57,34,77,56
0,0,1.99992,0.000326554,26.0859,30.0872,38.1492,44.2458,49.3286,52.9855,50.3539,56.3772,83.6963,75.2442,24,37,53,49,41,41,55,65,77,70
0,0,1.99995,0.000213717,16.87,18.5215,21.6348,23.8392,25.5977,26.8242,25.9446,27.9359,36.1801,33.7452,17,14,20,20,20,31,28,24,38,36
0,0,1.99991,0.000243563,18.9309,21.057,25.1361,28.0751,30.447,32.1152,30.9178,33.6363,45.1647,41.7173,23,15,26,26,26,36,35,34,34,39
0,0,1.99991,0.000188402,15.2977,16.6105,19.0488,20.7498,22.0933,23.024,22.3571,23.8631,29.9731,28.1875,18,13,30,27,18,30,27,19,30,32
0,0,1.99994,0.000304629,23.968,27.3809,34.1687,39.2367,43.4258,46.4217,44.2672,49.1878,71.1114,64.3887,23,31,42,33,41,39,43,50,53,57
0,0,1.99994,0.000231041,18.0375,19.9537,23.6032,26.2135,28.3099,29.7792,28.725,31.1156,41.1519,38.1662,12,19,19,35,31,28,27,29,34,39
0,0,1.99998,-4.6954e-05,6.16317,6.038,5.83537,5.71229,5.62367,5.56614,5.60706,5.5167,5.21201,5.2924,5,5,7,4,7,6,7,4,6,2
0,0,2.00013,0.000219156,17.2314,18.9633,22.2387,24.5652,26.425,27.7242,26.7923,28.903,37.6798,35.0817,23,16,16,21,22,24,30,42,39,30
0,0,1.99998,0.000192328,15.5326,16.8945,19.4299,21.2027,22.6051,23.5775,22.8806,24.455,30.8628,28.9872,11,19,21,28,27,21,19,21,35,28
0,0,2.00003,0.000198414,15.9029,17.3433,20.0345,21.923,23.4204,24.4605,23.715,25.4002,32.2927,30.27,19,33,20,29,12,24,18,20,34,36
0,0,2.00002,0.000152797,13.3334,14.2542,15.9288,17.0731,17.9642,18.5755,18.138,19.1227,23.0061,21.8882,8,16,12,18,10,23,19,22,18,28
0,0,2.00001,0.000296037,23.1871,26.3895,32.7265,37.4342,41.3125,44.0796,42.0902,46.63,66.7162,60.5785,21,23,37,40,50,35,55,47,70,81
0,0,2.00004,0.000277813,21.6116,24.4013,29.8625,33.8769,37.1604,39.4915,37.8165,41.632,58.2663,53.2212,20,23,41,38,35,34,32,30,78,64
0,0,1.99981,0.00011676,11.5982,12.2053,13.2866,14.0099,14.5654,14.9426,14.6729,15.2778,17.5961,16.939,7,15,15,16,11,12,9,16,17,16
0,0,2.00008,0.000296436,23.2246,26.4368,32.7946,37.519,41.4116,44.1892,42.1922,46.7494,66.9195,60.7551,30,27,25,31,38,48,48,47,59,58
0,0,1.99999,0.000266379,20.6769,23.2295,28.1932,31.8175,34.7688,36.8574,35.3572,38.7709,53.5164,49.0651,23,25,22,27,34,43,39,36,51,49
0,0,1.99998,0.000182125,14.9324,16.1694,18.4585,20.0496,21.3032,22.1701,21.549,22.9507,28.6089,26.9598,15,12,18,22,20,16,23,23,18,29
0,0,2.00001,0.000139863,12.6835,13.4829,14.926,15.9045,16.6627,17.181,16.8102,17.6437,20.8971,19.9657,8,8,18,18,17,20,18,14,19,21
0,0,1.99987,0.000174422,14.493,15.6408,17.7554,19.2186,20.3679,21.161,20.593,21.874,27.0139,25.5207,18,15,10,25,18,26,21,18,21,23
0,0,1.99995,0.000162009,13.8154,14.829,16.6826,17.9559,18.9512,19.6356,19.1456,20.2494,24.6347,23.3674,17,14,9,24,28,28,22,21,39,31
0,0,1.99998,0.000228399,17.855,19.7291,23.2927,25.8376,27.8794,29.3094,28.2835,30.6093,40.3531,37.4576,18,23,22,25,24,34,23,35,36,51
0,0,1.99996,0.000364711,30.2302,35.4534,46.2178,54.5405,61.5834,66.7039,63.0147,71.4901,111.148,98.6879,27,44,42,42,60,70,70,63,93,71
0,0,2.00002,0.000266136,20.6581,23.2059,28.1596,31.7761,34.7207,36.8045,35.3078,38.7134,53.4214,48.9819,15,23,20,27,27,45,40,55,54,47
0,0,1.99994,0.000243838,18.9516,21.0825,25.1715,28.1182,30.4965,32.1693,30.9686,33.6948,45.2583,41.8,15,28,29,28,33,32,31,39,52,40
0,0,1.99996,0.000213286,16.8422,18.4875,21.5883,23.7833,25.5339,26.7549,25.8793,27.8614,36.0648,33.6424,21,9,22,29,28,25,14,26,34,32
0,0,2.00007,0.000278038,21.631,24.4256,29.8972,33.9197,37.2102,39.5463,37.8677,41.6916,58.3655,53.3079,27,21,31,27,35,42,38,41,48,60
0,0,2.00002,1.79973e-06,7.44074,7.44659,7.45634,7.46244,7.46691,7.46986,7.46776,7.47241,7.4887,7.48431,9,4,10,11,5,4,15,9,8,7
0,0,1.99998,0.000150125,13.196,14.0907,15.7157,16.8242,17.6866,18.2778,17.8547,18.8066,22.5528,21.4757,12,11,17,22,19,18,17,20,23,24
0,0,2.00005,0.000319274,25.366,29.1639,36.7833,42.5209,47.2907,50.7156,48.2515,53.8874,79.2984,71.4598,26,30,43,41,49,53,42,55,79,79
0,0,2.00014,0.000111166,11.354,11.9192,12.9225,13.5914,14.104,14.4516,14.2031,14.7601,16.8852,16.2842,11,12,17,5,14,23,17,12,14,16
0,0,1.99999,0.00024678,19.1691,21.3519,25.5478,28.5766,31.0242,32.747,31.5103,34.319,46.2612,42.6852,20,21,27,27,29,37,34,44,55,52
0,0,1.99999,0.000261544,20.2941,22.7514,27.5161,30.9852,33.8049,35.7977,34.3665,37.6216,51.627,47.4076,23,17,22,26,37,33,31,32,55,47
0,0,1.99983,0.000206309,16.3922,17.9387,20.8415,22.888,24.5157,25.6487,24.8364,26.6741,34.2377,32.0107,17,17,30,25,24,26,33,31,40,28
0,0,2.00006,0.000227626,17.8032,19.6651,23.2042,25.7304,27.7566,29.1753,28.1575,30.4648,40.125,37.2553,19,21,23,29,28,27,26,30,34,39
0,0,1.9999,0.000203491,16.2158,17.7238,20.5498,22.5387,24.1189,25.2181,24.4301,26.2122,33.5303,31.3781,12,19,17,21,24,18,23,18,29,34
0,0,2.00008,0.000317686,25.2114,28.9661,36.4917,42.1533,46.8571,50.2332,47.8044,53.3587,78.3696,70.6594,15,28,35,50,43,50,50,47,78,75
0,0,2.00011,0.000191732,15.499,16.8535,19.3744,21.1364,22.5299,23.4961,22.8037,24.3678,30.7305,28.8685,9,15,16,24,21,25,25,22,32,36
0,0,1.99999,0.000138867,12.6345,13.425,14.8511,15.8175,16.5661,17.0777,16.7117,17.5342,20.7425,19.8244,9,9,18,16,5,18,19,13,15,19
0,0,1.99984,0.000154022,13.3943,14.3269,16.0244,17.185,18.0894,18.71,18.2658,19.2656,23.2125,22.0757,11,16,12,24,17,15,27,14,28,20
0,0,2.00007,0.000231928,18.1017,20.0325,23.7117,26.3446,28.4599,29.9428,28.8788,31.2917,41.4292,38.4123,16,30,21,14,23,31,42,35,47,42
0,0,1.99996,0.000270459,21.0045,23.6397,28.7763,32.5357,35.602,37.7744,36.2138,39.7663,55.162,50.5067,28,31,32,37,42,40,40,45,58,58
0,0,2.00003,0.000116056,11.5694,12.1713,13.2428,13.9592,14.5093,14.8828,14.6157,15.2146,17.5084,16.8584,8,11,12,15,15,22,15,14,18,20
0,0,2.0001,0.000118584,11.6836,12.3051,13.413,14.1549,14.725,15.1124,14.8354,15.4568,17.8417,17.1651,11,7,7,16,10,17,18,7,13,19
0,0,1.99995,7.25385e-05,9.77826,10.0932,10.6397,10.996,11.2648,11.4452,11.3164,11.604,12.6686,12.3725,12,7,8,15,12,11,14,8,13,11
0,0,2.00012,0.000217739,17.1372,18.8479,22.0806,24.3749,26.2079,27.4879,26.5699,28.6489,37.2846,34.7298,18,27,18,23,26,27,27,32,35,40
0,0,2,0.000199262,15.9545,17.4061,20.1194,22.0243,23.5353,24.5851,23.8326,25.5337,32.4957,30.4519,12,10,13,19,17,18,17,28,30,33
0,0,2.00013,0.000272053,21.1379,23.8064,29.0128,32.827,35.9397,38.1461,36.561,40.1697,55.8292,51.091,23,21,27,35,31,49,37,40,58,60
0,0,2.00018,0.000230383,17.9959,19.9021,23.5308,26.1253,28.2085,29.6682,28.6209,30.9957,40.9607,37.997,31,13,23,24,25,38,30,25,38,40
0,0,2.00004,0.000159131,13.664,14.648,16.4445,17.6765,18.6384,19.2994,18.8262,19.8919,24.1156,22.8965,18,9,16,23,17,21,20,16,21,22
0,0,2.00014,0.000254549,19.7562,22.0808,26.5695,29.8245,32.4628,34.3239,32.9876,36.0247,49.0191,45.1155,15,24,26,29,30,39,26,34,54,44
0,0,2.0001,0.000270513,21.0119,23.6486,28.7882,32.5501,35.6183,37.7922,36.2305,39.7854,55.1921,50.5333,19,21,30,36,23,41,31,34,53,57
0,0,2.00011,0.000284499,22.1788,25.1149,30.8857,35.144,38.6363,41.1201,39.3351,43.4041,61.2398,55.8154,27,29,33,32,40,41,45,47,63,61
0,0,2.00014,0.000175751,14.5714,15.7346,17.8791,19.3642,20.5313,21.3369,20.7599,22.0615,27.2892,25.7696,18,15,32,29,25,19,15,27,22,22
0,0,2.00012,0.00023474,18.3003,20.2772,24.0505,26.7552,28.9305,30.4566,29.3615,31.8458,42.3064,39.1897,15,10,22,19,29,30,25,32,47,49
0,0,1.99998,0.00024086,18.7355,20.815,24.7984,27.664,29.9742,31.5977,30.4325,33.0774,44.2692,40.9262,14,18,24,23,31,35,30,33,36,62
0,0,1.99985,0.0001216,11.8177,12.4626,13.6145,14.3873,14.9818,15.3861,15.097,15.7458,18.2417,17.5327,15,11,15,13,28,12,17,14,25,23
0,0,1.99997,0.000228388,17.8542,19.7281,23.2913,25.836,27.8776,29.3074,28.2816,30.6072,40.3497,37.4546,21,17,23,26,27,22,32,27,38,38
0,0,1.99981,0.000141632,12.7679,13.5831,15.0562,16.0562,16.8316,17.3618,16.9824,17.8354,21.1694,20.2142,16,11,12,16,19,17,14,11,26,23
0,0,2.00008,0.000164118,13.9304,14.9661,16.8627,18.1671,19.1876,19.8898,19.387,20.5198,25.0274,23.7236,16,10,11,22,25,14,26,26,28,26
0,0,1.99983,9.64853e-05,10.7247,11.1866,11.9994,12.5367,12.9461,13.2226,13.025,13.4672,15.1349,14.6663,9,10,13,10,19,16,19,16,16,6
0,0,1.99983,0.000139757,12.676,13.4743,14.9153,15.8923,16.6494,17.1669,16.7966,17.6288,20.8768,19.947,4,17,7,13,9,20,18,20,22,28
0,0,2.0002,0.000287651,22.4522,25.4596,31.3814,35.7592,39.354,41.9128,40.0736,44.2673,62.6963,57.0843,18,22,22,35,35,50,46,38,63,45
0,0,1.99978,0.000110711,11.3301,11.8917,12.8884,13.5528,14.0618,14.4069,14.1602,14.7131,16.8222,16.2259,16,12,13,15,18,19,8,21,18,19
0,0,2.00009,0.000246956,19.184,21.3702,25.5729,28.607,31.059,32.785,31.546,34.36,46.3262,42.7428,21,22,28,28,26,38,36,38,31,42
0,0,2.00021,9.55187e-05,10.6888,11.1444,11.9458,12.4752,12.8784,13.1506,12.9561,13.3915,15.0322,14.5713,11,11,14,9,5,14,18,7,16,11
0,0,2.00007,7.65168e-05,9.93094,10.2686,10.856,11.2398,11.5299,11.7247,11.5856,11.8964,13.0504,12.7289,7,4,17,12,11,14,10,19,15,12
0,0,1.99981,0.000277431,21.5748,24.3557,29.7985,33.7983,37.0696,39.3917,37.7232,41.5238,58.0879,53.0649,23,17,31,35,31,49,36,39,62,61
0,0,1.99995,0.000228428,17.8564,19.7309,23.2953,25.8409,27.8832,29.3136,28.2874,30.6139,40.3605,37.4641,20,17,36,18,22,23,27,39,48,31
0,0,2.0001,0.000158544,13.6339,14.612,16.3971,17.6209,18.5762,19.2325,18.7627,19.8207,24.0122,22.8027,10,15,14,22,21,22,21,9,31,28
0,0,1.99988,0.000296255,23.2038,26.4109,32.7583,37.4743,41.3597,44.1321,42.1389,46.6875,66.8161,60.6649,21,25,40,40,45,45,41,44,50,69
0,0,2,0.000199206,15.9511,17.402,20.1138,22.0177,23.5278,24.5769,23.8249,25.525,32.4823,30.4399,18,18,14,21,24,22,23,28,22,31
0,0,1.9999,0.000259447,20.1287,22.5452,27.2252,30.6285,33.3923,35.3446,33.9426,37.1305,50.8241,46.7022,24,30,28,37,35,36,23,42,55,57
0,0,2.00007,0.000234734,18.299,20.2757,24.0485,26.7529,28.928,30.454,29.359,31.8429,42.3024,39.186,24,19,29,25,29,37,28,34,46,35
0,0,2.00006,0.00012232,11.853,12.5039,13.6667,14.4471,15.0478,15.4563,15.1642,15.8197,18.3433,17.6263,12,12,12,18,13,18,12,19,18,29
0,0,1.99999,0.000134901,12.4425,13.198,14.558,15.4775,16.1886,16.674,16.3268,17.1069,20.1401,19.2735,17,9,18,15,13,17,19,20,12,22
0,0,2.00015,0.000247213,19.2042,21.3951,25.6075,28.6491,31.1073,32.8379,31.5956,34.4171,46.4177,42.8236,21,28,28,22,32,27,37,30,42,52
0,0,2.00003,0.000196002,15.7554,17.1644,19.793,21.635,23.0942,24.1071,23.3812,25.0218,31.7188,29.7555,15,18,26,22,23,23,26,31,33,25
0,0,1.99993,0.000172255,14.3731,15.4968,17.5642,18.9929,20.1142,20.8875,20.3337,21.5824,26.5839,25.1323,11,23,25,13,14,22,26,26,26,21
0,0,2.00009,0.000326847,26.1201,30.1305,38.2122,44.3248,49.4214,53.0886,50.4496,56.49,83.8936,75.4143,25,30,41,52,57,45,55,48,79,67
0,0,1.99992,0.000211907,16.7521,18.3775,21.4383,23.6033,25.3291,26.5322,25.6695,27.6223,35.6957,33.313,18,11,20,17,24,21,27,26,34,32
0,0,1.99996,0.000193463,15.6006,16.9769,19.5407,21.3347,22.7544,23.7391,23.0334,24.628,31.1238,29.2215,20,10,19,30,32,25,22,22,32,28
0,0,1.99985,0.000251682,19.533,21.8039,26.1817,29.351,31.9169,33.7255,32.427,35.3774,47.9716,44.1928,26,20,25,25,26,45,26,30,47,49
