# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 11:05:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/8qagaqkr.json
# init = 2 (Default)
# random
#   seed = 66003
# output
#   file = /home/lab5/output/code3-20230416110526_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,0.000116422,2.49842,2.5003,2.50109,2.49978,2.50122,2.50031,2.50087,2.49929,2.5005,2.50104,19.0708,20.1039,21.8969,23.055,24.001,24.5985,24.1693,25.1229,28.9585,27.895,15,13,20,24,19,22,23,21,34,25
0,0,4.05432e-05,2.50068,2.49887,2.49952,2.50055,2.50069,2.49913,2.50004,2.50101,2.49974,2.49851,14.2577,14.4863,14.9293,15.2224,15.4315,15.5448,15.4609,15.6945,16.4626,16.2265,9,9,18,21,18,13,12,20,22,22
0,0,6.85231e-05,2.50125,2.49844,2.50052,2.50136,2.50018,2.49884,2.49937,2.50083,2.49995,2.50118,15.8943,16.3315,17.2012,17.7598,18.1483,18.3979,18.2119,18.6762,20.2728,19.8494,8,12,22,17,19,21,25,17,31,19
0,0,0.000138379,2.49993,2.50005,2.49975,2.49877,2.49871,2.49988,2.50006,2.49927,2.49939,2.50019,20.7903,22.089,24.4196,25.9773,27.2007,28.0706,27.476,28.8008,34.0546,32.5784,22,14,32,27,28,22,24,35,41,36
0,0,4.46217e-05,2.49765,2.49888,2.49923,2.4988,2.5002,2.49987,2.50198,2.50054,2.49927,2.49717,14.4402,14.7428,15.2341,15.5393,15.7939,15.9438,15.8667,16.0903,16.9614,16.6815,17,15,12,17,13,21,11,18,14,17
0,0,-2.70455e-06,2.50134,2.50057,2.50123,2.50041,2.50066,2.49955,2.50247,2.50006,2.49932,2.50179,12.072,12.0485,12.0327,12.0081,12.0004,11.98,12.02,11.9799,11.9319,11.972,6,14,18,12,9,11,8,12,15,18
0,0,8.44389e-05,2.49955,2.49892,2.4999,2.50128,2.49996,2.50138,2.4997,2.5016,2.4999,2.50022,16.8734,17.4966,18.6226,19.3771,19.9033,20.3036,20.0044,20.6366,22.8177,22.2053,18,16,16,23,9,17,18,17,26,18
0,0,0.000150007,2.49949,2.50055,2.50026,2.49976,2.50068,2.50099,2.50074,2.4989,2.49951,2.50014,21.7359,23.2331,25.9027,27.7143,29.1606,30.144,29.4393,30.9506,37.1332,35.3833,22,25,16,29,20,25,26,31,33,38
0,0,0.000146054,2.50076,2.50223,2.49966,2.50071,2.5016,2.49869,2.50046,2.50094,2.49915,2.50037,21.4339,22.8801,25.3778,27.1462,28.5245,29.3661,28.7553,30.2602,36.0451,34.4112,15,21,23,21,28,33,23,34,36,32
0,0,0.000111838,2.50016,2.50033,2.49969,2.50093,2.50011,2.49952,2.4998,2.50014,2.49928,2.50021,18.7687,19.7121,21.368,22.5091,23.3438,23.9086,23.5017,24.4373,27.9544,26.9785,19,13,18,34,19,29,24,14,24,24
0,0,8.27618e-05,2.5009,2.50021,2.49951,2.50086,2.49987,2.49896,2.49998,2.49793,2.50048,2.4993,16.7871,17.3932,18.4589,19.1918,19.7084,20.0507,19.8136,20.3474,22.5481,21.9219,22,20,14,18,16,17,14,19,31,22
0,0,0.000122335,2.49887,2.49881,2.49908,2.50043,2.50049,2.4998,2.49869,2.5006,2.5002,2.4991,19.5201,20.591,22.5121,23.8299,24.8222,25.4787,24.9694,26.0987,30.2506,29.0359,23,22,27,35,24,32,26,28,40,29
0,0,0.000154373,2.49865,2.49893,2.49794,2.49878,2.49985,2.49934,2.49976,2.50042,2.50184,2.50016,22.087,23.635,26.416,28.3576,29.8854,30.8975,30.1749,31.8515,38.4475,36.4993,24,23,34,27,27,24,22,29,34,33
0,0,7.70812e-05,2.5023,2.50009,2.49887,2.49801,2.49925,2.50021,2.49956,2.4976,2.49897,2.50011,16.4457,16.9716,17.9278,18.5504,19.0563,19.3994,19.155,19.6343,21.5832,21.0717,15,18,15,17,26,17,20,23,28,33
0,0,0.000160596,2.49975,2.50007,2.4986,2.49973,2.49978,2.49935,2.49936,2.49923,2.50059,2.49943,22.6493,24.3038,27.2735,29.3696,30.9845,32.0798,31.2862,33.0697,40.2172,38.1217,26,26,24,25,33,43,34,36,31,41
0,0,6.51493e-05,2.50065,2.4973,2.50111,2.49906,2.49911,2.49885,2.49992,2.49902,2.50137,2.4985,15.6789,16.0778,16.922,17.3944,17.7766,18.0275,17.8643,18.2552,19.7988,19.3272,19,19,16,20,13,18,8,28,25,20
0,0,7.1033e-05,2.49986,2.49905,2.49896,2.50125,2.50003,2.49868,2.50083,2.49956,2.50125,2.49991,16.0268,16.5187,17.3925,18.0038,18.4122,18.6757,18.5096,18.9461,20.6815,20.1811,19,17,14,12,17,20,17,23,29,22
0,0,6.48578e-05,2.5005,2.49874,2.49897,2.49937,2.4998,2.50181,2.49995,2.49965,2.50073,2.50144,15.6589,16.0809,16.8612,17.372,17.7589,18.049,17.8342,18.2335,19.7434,19.3441,16,16,19,21,27,23,17,14,25,25
0,0,8.67024e-05,2.49902,2.50058,2.49946,2.49988,2.50047,2.5002,2.50091,2.50114,2.4982,2.49932,17.0125,17.6972,18.8274,19.5915,20.1772,20.5584,20.2968,20.9197,23.1655,22.5449,18,13,21,23,31,20,21,26,22,19
0,0,6.94035e-05,2.50114,2.50083,2.50129,2.50139,2.50035,2.50124,2.49988,2.50144,2.50061,2.49967,15.9466,16.4325,17.2909,17.8462,18.2444,18.5403,18.3158,18.7902,20.4194,19.9439,19,13,19,15,19,22,24,17,22,21
0,0,0.000103274,2.50111,2.50197,2.50025,2.49937,2.49985,2.49984,2.49898,2.50185,2.50095,2.49994,18.1752,19.0307,20.4793,21.4433,22.2044,22.7121,22.3299,23.2087,26.2741,25.3788,20,12,28,9,24,11,20,27,22,26
0,0,0.0001143,2.4988,2.49817,2.50173,2.50014,2.49954,2.49987,2.49932,2.49954,2.49984,2.49811,18.9223,19.8791,21.6785,22.7967,23.667,24.275,23.8328,24.7997,28.4868,27.3973,18,27,22,20,23,23,23,27,42,27
0,0,9.03904e-05,2.50077,2.49863,2.50108,2.5003,2.50034,2.50028,2.50083,2.50052,2.50138,2.49936,17.2869,17.945,19.2109,20,20.612,21.0228,20.7399,21.392,23.8851,23.1446,17,17,18,21,22,25,16,17,19,22
0,0,8.95869e-05,2.50135,2.50125,2.50035,2.50106,2.49957,2.50037,2.50026,2.50069,2.4993,2.50016,17.2433,17.9299,19.1195,19.9273,20.5001,20.923,20.6304,21.289,23.6936,23.0313,14,21,20,19,21,20,25,20,17,19
0,0,4.14097e-05,2.50064,2.5017,2.49959,2.49962,2.49825,2.50151,2.50049,2.49846,2.50075,2.50108,14.305,14.5816,14.9956,15.2806,15.4716,15.6636,15.5468,15.7392,16.5858,16.3688,9,15,13,18,13,9,19,9,14,18
0,0,4.38271e-05,2.50112,2.50049,2.49941,2.50021,2.4979,2.49988,2.50232,2.4999,2.50036,2.50195,14.4461,14.7162,15.1763,15.4937,15.6851,15.8677,15.7981,16.0007,16.88,16.6669,17,17,23,22,15,15,8,18,22,15
0,0,7.295e-05,2.49963,2.5,2.50075,2.49892,2.49924,2.49961,2.49948,2.49977,2.50144,2.4997,16.1422,16.6713,17.5925,18.1517,18.6038,18.9105,18.694,19.1776,20.9823,20.4535,19,13,24,20,16,14,19,18,25,23
0,0,0.000138627,2.49919,2.50003,2.50025,2.49899,2.49931,2.49858,2.50011,2.50139,2.50091,2.49945,20.7949,22.1122,24.4621,26.0185,27.2565,28.0761,27.5176,28.9064,34.1691,32.6119,19,21,25,38,17,28,34,29,42,42
0,0,0.000126188,2.49811,2.50009,2.50023,2.49817,2.49932,2.50063,2.5003,2.50235,2.4995,2.50115,19.7979,20.9618,22.9788,24.2838,25.3551,26.0997,25.5825,26.7791,31.1078,29.9033,21,17,30,21,25,19,28,34,30,37
0,0,0.000120929,2.49994,2.50084,2.50026,2.50035,2.49999,2.50115,2.49942,2.49803,2.49963,2.49895,19.4353,20.5083,22.38,23.6453,24.608,25.2979,24.7821,25.8052,29.919,28.7429,19,23,21,23,21,20,23,24,27,31
0,0,0.000126752,2.49999,2.49925,2.50022,2.50167,2.50112,2.49806,2.50096,2.49924,2.49854,2.50083,19.8784,20.995,23.044,24.4444,25.4842,26.1214,25.6843,26.7898,31.2084,30.0139,16,10,23,38,18,21,19,32,36,35
0,0,0.000104248,2.50045,2.50164,2.49832,2.49988,2.50061,2.49796,2.50058,2.49908,2.50082,2.49886,18.2316,19.1043,20.54,21.5692,22.3475,22.8028,22.494,23.2853,26.4617,25.5273,24,16,19,21,23,19,19,17,22,23
0,0,1.90911e-05,2.49913,2.50005,2.50077,2.5004,2.50001,2.50192,2.49906,2.49969,2.50094,2.50046,13.1035,13.2254,13.42,13.5318,13.6128,13.6958,13.6162,13.715,14.0531,13.9592,6,12,17,16,15,16,13,16,11,12
0,0,8.76665e-05,2.49947,2.50012,2.50036,2.50088,2.49998,2.5002,2.50012,2.50018,2.50056,2.49888,17.0838,17.7624,18.9358,19.715,20.2808,20.6784,20.3959,21.0253,23.3871,22.6899,16,22,23,19,20,22,27,19,20,18
0,0,0.000123412,2.50104,2.49974,2.49772,2.50072,2.49973,2.50043,2.49915,2.4986,2.50226,2.50105,19.6441,20.7057,22.6037,23.9782,24.9593,25.661,25.1397,26.222,30.5566,29.3162,15,18,23,22,28,25,28,17,28,20
0,0,8.23227e-05,2.49952,2.49916,2.50197,2.50068,2.50134,2.49905,2.49968,2.50012,2.50031,2.49927,16.7355,17.3423,18.4637,19.142,19.6871,19.9994,19.7566,20.3365,22.4708,21.853,15,18,22,16,22,19,21,20,21,13
0,0,5.14816e-05,2.49972,2.50146,2.49986,2.50011,2.49918,2.49929,2.49904,2.50006,2.50014,2.50116,14.8589,15.2234,15.7787,16.1559,16.4199,16.6079,16.4709,16.784,17.8643,17.585,24,12,12,17,13,19,13,18,21,16
0,0,4.88738e-05,2.50099,2.49843,2.50078,2.50037,2.50095,2.50072,2.50095,2.50034,2.50019,2.50001,14.7285,15.0081,15.5875,15.9306,16.2015,16.3721,16.2514,16.5184,17.5222,17.2421,17,12,19,17,12,8,21,20,19,15
0,0,6.38477e-05,2.49955,2.50122,2.50199,2.50071,2.50132,2.49812,2.50113,2.49949,2.50049,2.50097,15.5833,16.0509,16.8265,17.2991,17.6818,17.8735,17.7495,18.1164,19.591,19.1966,14,9,18,21,23,12,17,16,26,17
0,0,9.2715e-05,2.50066,2.49863,2.49902,2.49973,2.49962,2.49851,2.49945,2.50047,2.49901,2.50001,17.4409,18.1253,19.3967,20.2449,20.8774,21.2819,20.9962,21.7027,24.2438,23.5455,8,19,23,16,25,18,16,24,26,27
0,0,-3.63668e-05,2.50046,2.49879,2.49919,2.50088,2.50264,2.5017,2.50014,2.49995,2.50018,2.50018,10.5907,10.4063,10.1389,9.98974,9.88682,9.79915,9.83959,9.71466,9.29857,9.40948,12,15,7,15,13,2,11,10,8,10
0,0,0.000245428,2.49972,2.50093,2.49918,2.50153,2.49923,2.49956,2.50092,2.50076,2.5017,2.50145,31.4313,35.0322,41.8021,46.8393,50.7113,53.5291,51.5884,56.152,75.6386,69.8047,33,40,54,46,46,54,43,48,74,60
0,0,4.51058e-05,2.50007,2.50111,2.50303,2.49926,2.5002,2.50047,2.5011,2.49789,2.49961,2.4996,14.5024,14.8065,15.3294,15.5877,15.8385,16,15.898,16.0961,17.0283,16.7796,23,11,21,18,17,20,21,17,16,10
0,0,9.89865e-05,2.49983,2.50051,2.49771,2.50174,2.50029,2.49827,2.50036,2.49756,2.49829,2.50029,17.8537,18.6557,19.9917,20.995,21.6671,22.0973,21.8042,22.5008,25.3824,24.6256,22,16,15,26,20,24,20,19,32,30
0,0,8.11708e-05,2.50005,2.50168,2.49878,2.49918,2.5001,2.49927,2.49942,2.50076,2.49918,2.49983,16.6701,17.3002,18.2986,18.9931,19.5315,19.8653,19.6183,20.2041,22.254,21.6869,14,20,25,22,15,22,19,27,17,20
0,0,0.000118509,2.49993,2.50019,2.50044,2.49989,2.49791,2.50122,2.49941,2.49964,2.49848,2.49776,19.2543,20.2828,22.1133,23.3228,24.2137,24.9327,24.4319,25.4604,29.3518,28.2191,17,20,23,23,21,31,17,29,37,24
0,0,4.88532e-05,2.50024,2.4976,2.4993,2.50148,2.50111,2.49892,2.49936,2.50033,2.50099,2.49825,14.7164,14.9943,15.5629,15.9466,16.2021,16.3406,16.2237,16.5162,17.5335,17.2092,13,14,16,20,12,11,21,17,17,15
0,0,0.000129327,2.50006,2.49938,2.50058,2.49935,2.49953,2.50197,2.50094,2.50127,2.50032,2.49901,20.0785,21.2316,23.3525,24.7344,25.8274,26.6343,26.0756,27.2779,31.8681,30.5126,16,21,13,16,29,29,17,27,24,28
0,0,8.85583e-05,2.50066,2.49949,2.49766,2.50168,2.49881,2.50093,2.50023,2.50068,2.50067,2.50076,17.1631,17.8195,18.9696,19.8275,20.3623,20.8051,20.5054,21.1529,23.5452,22.8773,20,13,26,26,26,29,23,22,23,17
0,0,8.13593e-05,2.5002,2.49945,2.49977,2.50017,2.49858,2.50047,2.50165,2.50084,2.50049,2.49836,16.6847,17.2757,18.3341,19.0316,19.5232,19.9117,19.6838,20.2294,22.3145,21.6841,12,12,15,14,17,8,23,22,16,23
0,0,0.000107835,2.50109,2.49903,2.49848,2.49944,2.50048,2.49901,2.49937,2.5018,2.49959,2.50063,18.498,19.3505,20.917,21.9877,22.8154,23.3264,22.9455,23.8756,27.1432,26.2329,21,23,20,20,28,23,25,23,32,24
0,0,6.89324e-05,2.50207,2.49967,2.49999,2.4984,2.49849,2.49903,2.50119,2.50093,2.49863,2.50039,15.9324,16.3804,17.2276,17.7471,18.1607,18.4469,18.2891,18.7257,20.3077,19.8915,15,18,10,19,27,22,21,17,13,28
0,0,7.09256e-05,2.49969,2.5007,2.50127,2.50027,2.49925,2.50004,2.50076,2.49968,2.49987,2.50097,16.0174,16.5383,17.4235,17.9756,18.3864,18.689,18.4966,18.9357,20.6365,20.1869,20,11,17,17,28,28,16,18,23,19
0,0,4.9622e-05,2.50017,2.49958,2.49886,2.50198,2.4999,2.50169,2.50038,2.49873,2.49864,2.49959,14.7591,15.0737,15.6162,16.0219,16.255,16.4621,16.3138,16.569,17.5926,17.3268,9,14,18,22,16,12,11,16,24,15
0,0,8.11763e-05,2.49859,2.50107,2.49927,2.49917,2.5008,2.50056,2.49945,2.50091,2.49974,2.50159,16.6461,17.2901,18.3081,18.9935,19.5457,19.8915,19.6194,20.2078,22.2674,21.7261,15,10,20,18,17,24,21,22,28,32
0,0,9.07171e-05,2.50018,2.50067,2.49914,2.49865,2.50272,2.50137,2.4984,2.50218,2.50129,2.50223,17.2986,18.0069,19.2052,20.0027,20.7004,21.0873,20.7292,21.4712,23.941,23.2652,15,14,17,24,17,26,22,22,23,11
0,0,0.000133514,2.50062,2.50138,2.50164,2.49885,2.50106,2.50128,2.49901,2.50024,2.49962,2.5009,20.4174,21.6605,23.8746,25.2959,26.5044,27.2968,26.6736,27.9691,32.8525,31.4937,13,21,19,30,25,31,25,32,35,37
0,0,3.99794e-05,2.49961,2.50066,2.50402,2.49878,2.50129,2.49958,2.50084,2.4989,2.49863,2.49927,14.2114,14.4771,14.9542,15.1486,15.3902,15.4991,15.422,15.6065,16.3757,16.174,15,13,25,17,5,15,11,10,12,20
0,0,0.000141951,2.50143,2.49763,2.49908,2.49981,2.49965,2.49976,2.50131,2.50135,2.50052,2.49973,21.1109,22.3767,24.8452,26.5186,27.7978,28.6785,28.0941,29.5093,35.0103,33.4008,24,20,26,22,23,20,32,26,48,40
0,0,0.000141442,2.4997,2.50114,2.49966,2.50175,2.49888,2.49826,2.50049,2.50294,2.50037,2.49892,21.033,22.4063,24.7962,26.4961,27.6942,28.5479,27.9872,29.4631,34.873,33.2531,18,30,22,27,20,34,40,24,33,24
0,0,6.68376e-05,2.50071,2.4992,2.49782,2.49878,2.49991,2.50047,2.49854,2.49899,2.49872,2.49891,15.7825,16.2258,17.0101,17.551,17.9664,18.2415,18.0175,18.4474,19.9959,19.5685,12,13,21,11,18,22,18,18,16,17
0,0,8.91531e-05,2.49988,2.50045,2.49972,2.49975,2.50029,2.50001,2.49999,2.49923,2.49971,2.49781,17.1891,17.8823,19.0656,19.8539,20.4631,20.8607,20.5723,21.2005,23.6268,22.9065,19,10,21,19,22,20,23,22,27,22
0,0,0.00010487,2.49984,2.49992,2.49977,2.49989,2.50111,2.5013,2.49824,2.50109,2.50143,2.50197,18.2645,19.1224,20.6342,21.6431,22.4395,22.9652,22.5236,23.4224,26.6005,25.7204,22,19,29,18,23,26,24,27,35,27
0,0,4.01343e-05,2.50036,2.49865,2.49793,2.50087,2.50057,2.50158,2.50068,2.4985,2.4984,2.49928,14.2307,14.4577,14.8751,15.1931,15.393,15.5445,15.4337,15.6154,16.3909,16.1919,13,8,13,14,16,18,14,13,19,17
0,0,0.000154488,2.49861,2.49949,2.49941,2.49961,2.50017,2.50053,2.50017,2.49931,2.49895,2.49996,22.0961,23.6601,26.4703,28.3991,29.9151,30.9557,30.2076,31.8389,38.3696,36.5218,25,19,28,28,31,20,33,30,44,29
0,0,9.14766e-05,2.50048,2.50004,2.502,2.50123,2.50004,2.50139,2.50029,2.50036,2.49931,2.50025,17.3546,18.0544,19.3338,20.1382,20.7362,21.1844,20.8613,21.5337,24.0288,23.3448,16,24,20,27,22,20,20,25,30,23
0,0,0.000111349,2.49842,2.49777,2.50001,2.50086,2.49752,2.50061,2.501,2.49841,2.50054,2.49969,18.7008,19.6203,21.3225,22.4472,23.2174,23.8643,23.4625,24.3208,27.8881,26.8709,15,14,24,21,25,22,23,20,26,19
0,0,0.000159293,2.49864,2.50073,2.49912,2.49896,2.49959,2.50091,2.49907,2.49973,2.49961,2.5001,22.5107,24.1839,27.1096,29.1379,30.7448,31.8783,31.0386,32.8191,39.7909,37.7957,20,22,29,37,22,24,32,30,40,38
0,0,5.76705e-05,2.49785,2.50102,2.50064,2.50014,2.50049,2.49857,2.49973,2.49926,2.50013,2.50093,15.1899,15.627,16.29,16.7137,17.0439,17.2273,17.0929,17.4292,18.7051,18.3714,12,10,10,14,22,16,18,24,11,18
0,0,6.93935e-05,2.50007,2.50084,2.50139,2.49966,2.49865,2.497,2.49901,2.50057,2.50182,2.49973,15.9289,16.4321,17.2917,17.8143,18.2124,18.4607,18.2988,18.7727,20.4426,19.9437,21,16,11,25,31,12,16,26,20,18
0,0,9.59458e-05,2.49963,2.49996,2.50019,2.50407,2.49986,2.49949,2.50039,2.50124,2.50054,2.49724,17.6417,18.4032,19.7372,20.6962,21.2784,21.7222,21.4186,22.1605,24.8711,24.0257,18,18,19,19,13,22,21,28,21,25
0,0,1.53469e-05,2.50013,2.49938,2.50134,2.49983,2.5002,2.49844,2.50027,2.4985,2.49807,2.50051,12.9283,13.0055,13.1772,13.2493,13.3221,13.3435,13.3359,13.3833,13.6283,13.5934,14,14,12,13,8,12,8,16,10,12
0,0,0.000115456,2.49975,2.50015,2.49891,2.5003,2.50037,2.50167,2.50308,2.4997,2.49981,2.50159,19.025,20.0176,21.7433,22.9453,23.8463,24.4887,24.0855,24.9827,28.7316,27.7195,19,25,14,18,24,23,22,21,33,30
0,0,7.49287e-05,2.49974,2.5011,2.49941,2.50044,2.50082,2.5006,2.499,2.50016,2.50128,2.50015,16.2678,16.8321,17.7445,18.3774,18.8489,19.1565,18.9036,19.4227,21.2898,20.7525,18,12,17,18,19,21,34,18,22,28
0,0,0.000169667,2.50053,2.4998,2.49941,2.50123,2.50012,2.50063,2.50041,2.4992,2.49869,2.49901,23.4754,25.2636,28.569,30.9128,32.6736,33.9278,33.0343,34.9892,42.9409,40.6433,22,30,17,22,29,38,41,33,39,26
0,0,0.000116268,2.50239,2.49893,2.49936,2.49918,2.49779,2.50199,2.49997,2.50114,2.49928,2.5013,19.1353,20.063,21.8419,23.0217,23.8973,24.6168,24.1255,25.1453,28.89,27.8718,26,21,25,21,28,25,28,13,32,31
0,0,0.000151612,2.49882,2.49962,2.4999,2.49747,2.49957,2.50013,2.49878,2.50066,2.50132,2.4998,21.8566,23.3722,26.1031,27.8951,29.4013,30.411,29.6601,31.3163,37.6468,35.777,22,18,33,26,28,23,34,26,38,32
0,0,0.000103887,2.50005,2.50205,2.50208,2.50002,2.50056,2.49946,2.4994,2.50211,2.5023,2.49866,18.1989,19.0823,20.5799,21.5295,22.2994,22.7874,22.4197,23.3034,26.4297,25.4567,12,24,32,22,20,25,13,29,34,27
0,0,4.73007e-05,2.50091,2.5014,2.50178,2.50011,2.50069,2.49867,2.50106,2.50129,2.49936,2.49896,14.6382,14.9512,15.4801,15.7898,16.0497,16.1842,16.1037,16.3731,17.3041,17.0325,17,11,17,21,18,21,10,22,16,14
0,0,0.000163361,2.50042,2.5,2.49928,2.50152,2.50054,2.501,2.49972,2.49747,2.49945,2.49922,22.908,24.5928,27.674,29.8713,31.5106,32.673,31.8104,33.5845,41.0055,38.8699,30,29,34,31,32,29,25,44,35,38
0,0,0.000181785,2.49934,2.49922,2.50048,2.49914,2.49911,2.49971,2.50068,2.50125,2.49958,2.4991,24.5712,26.5997,30.396,32.9669,35.0231,36.4674,35.4823,37.8073,47.0301,44.3027,19,25,30,43,37,42,34,37,44,32
0,0,0.000118105,2.49955,2.49976,2.50164,2.49881,2.5009,2.49909,2.49937,2.49956,2.49912,2.50119,19.2169,20.239,22.095,23.2462,24.2293,24.8193,24.3729,25.3944,29.2824,28.2348,15,22,23,25,20,24,26,26,37,19
