# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 11:09:38 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/o41z7_vj.json
# init = 2 (Default)
# random
#   seed = 91311
# output
#   file = /home/lab5/output/code1-20230416110938_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,1.99997,0.000207581,16.4751,18.0395,20.978,23.0512,24.701,25.8498,25.0261,26.8897,34.5676,32.3057,16,20,25,31,21,24,28,32,36,34
0,0,2.00006,0.000124096,11.9346,12.5997,13.7893,14.5885,15.2039,15.6228,15.3233,15.9955,18.5871,17.8501,15,15,10,20,19,16,15,12,23,21
0,0,1.99998,0.000152965,13.3416,14.2639,15.9417,17.0881,17.9811,18.5937,18.1552,19.142,23.034,21.9136,15,15,19,15,12,19,18,15,20,24
0,0,1.99993,0.000140874,12.7321,13.5405,15.0008,15.9915,16.7596,17.2847,16.909,17.7536,21.0531,20.1081,13,18,20,19,10,17,14,21,18,16
0,0,2.00001,0.000265345,20.5948,23.1268,28.0475,31.6382,34.561,36.6289,35.1436,38.5229,53.1076,48.7067,23,22,28,34,36,50,35,30,37,47
0,0,2.00001,0.000244287,18.9857,21.1246,25.2301,28.1893,30.5783,32.2588,31.0526,33.7913,45.4127,41.9364,15,22,48,25,33,25,31,34,45,38
0,0,1.99982,0.000181183,14.8758,16.1015,18.3684,19.9432,21.1835,22.0409,21.4267,22.8129,28.4047,26.7756,13,17,16,12,20,25,26,21,20,30
0,0,1.9999,0.000254717,19.7642,22.0913,26.5855,29.8447,32.4866,34.3503,33.0121,36.0536,49.0684,45.1584,18,25,25,26,22,36,43,33,54,46
0,0,2.00004,0.000338188,27.2883,31.6344,40.4517,47.1647,52.7869,56.8449,53.9236,60.6174,91.267,81.7397,28,27,59,48,49,48,43,65,96,83
0,0,1.99988,0.00032622,26.0512,30.0428,38.0837,44.1631,49.2309,52.8767,50.2531,56.2578,83.4854,75.0627,25,33,44,46,42,69,57,63,75,75
0,0,1.99997,0.000281159,21.8914,24.7533,30.3671,34.5017,37.888,40.2942,38.5651,42.5053,59.7297,54.4984,20,17,35,34,44,51,35,49,60,63
0,0,2.00008,0.00032135,25.5709,29.4262,37.1701,43.0085,47.8661,51.3561,48.8451,54.5894,80.5336,72.5237,26,29,29,50,52,53,34,58,78,73
0,0,1.99991,0.000223633,17.5281,19.3275,22.7397,25.1697,27.1156,28.4767,27.5003,29.7127,38.9458,36.2075,17,22,29,14,34,30,35,24,35,47
0,0,2.00005,0.00012457,11.9564,12.6253,13.8221,14.6263,15.2458,15.6674,15.3659,16.0427,18.6525,17.9102,11,11,12,23,19,17,16,14,17,29
0,0,1.99993,0.000188068,15.2784,16.5871,19.0173,20.7124,22.051,22.9782,22.3138,23.8141,29.8995,28.1214,25,19,20,15,22,25,20,30,23,30
0,0,2.00012,0.000210178,16.6438,18.2449,21.257,23.3853,25.0806,26.262,25.4149,27.332,35.2468,32.9126,12,13,13,23,31,23,24,28,32,44
0,0,2.00015,0.000189319,15.3556,16.6801,19.1413,20.8593,22.2167,23.1572,22.4833,24.0053,30.1852,28.3785,20,21,16,20,28,27,19,20,37,20
0,0,2.00013,0.00014825,13.1027,13.9796,15.5705,16.6545,17.4974,18.0748,17.6615,18.5911,22.2439,21.1944,8,11,10,15,16,16,16,17,31,16
0,0,1.9999,0.000170204,14.2591,15.3601,17.3834,18.7799,19.875,20.6298,20.0893,21.3079,26.1807,24.7676,9,15,18,21,20,17,21,28,29,29
0,0,2.00006,0.000136879,12.5388,13.3117,14.7045,15.6473,16.377,16.8754,16.5189,17.32,20.4399,19.5478,6,13,15,14,17,17,19,13,19,16
0,0,1.99992,0.000140155,12.6967,13.4986,14.9466,15.9285,16.6896,17.2098,16.8376,17.6742,20.9407,20.0054,16,14,17,13,30,18,19,10,12,19
0,0,1.99998,0.000296675,23.2436,26.4612,32.8306,37.5642,41.4647,44.2482,42.247,46.814,67.0313,60.852,29,16,34,29,47,44,39,53,73,70
0,0,2.00002,0.000159439,13.68,14.6671,16.4697,17.706,18.6715,19.335,18.86,19.9297,24.1704,22.9462,16,13,17,23,21,14,18,21,24,17
0,0,2.00004,0.000125876,12.0168,12.6963,13.913,14.7312,15.3618,15.7912,15.4841,16.1734,18.8343,18.0771,20,13,11,9,13,21,16,19,10,14
0,0,2.00001,0.00018001,14.8114,16.0235,18.2639,19.8192,21.0436,21.8897,21.2836,22.6513,28.1636,26.5584,16,15,9,18,16,21,17,24,26,38
0,0,1.99997,0.000175524,14.5562,15.7167,17.8558,19.3369,20.5008,21.3042,20.7288,22.0267,27.2387,25.7238,16,21,20,27,18,23,26,28,28,28
0,0,1.99991,0.000285964,22.3001,25.2684,31.1076,35.4201,38.9588,41.4767,39.667,43.7926,61.8975,56.388,22,28,39,39,39,42,49,40,58,54
0,0,1.99999,0.000289105,22.574,25.614,31.6051,36.0379,39.6798,42.2733,40.4091,44.6604,63.3644,57.6652,26,22,38,35,29,35,52,49,77,50
0,0,2.00009,0.000136915,12.5409,13.3141,14.7076,15.6508,16.3809,16.8795,16.5228,17.3243,20.4459,19.5533,13,17,17,16,17,16,12,25,16,21
0,0,1.99978,9.33681e-05,10.5958,11.0371,11.8123,12.3238,12.7129,12.9756,12.7879,13.2078,14.7875,14.3442,9,10,11,16,10,6,8,12,24,9
0,0,1.99995,0.000188096,15.2803,16.5894,19.0203,20.7159,22.055,22.9825,22.3179,23.8187,29.9062,28.1274,7,16,11,30,19,20,29,23,31,31
0,0,1.99997,0.000247477,19.2205,21.4157,25.6371,28.6856,31.1497,32.8846,31.6392,34.4677,46.5009,42.8966,23,29,31,24,28,26,33,33,45,45
0,0,1.99988,0.000233369,18.1994,20.1534,23.8798,26.5487,28.6942,30.1988,29.1191,31.5679,41.8679,38.8008,17,20,27,21,32,32,28,41,39,43
0,0,1.99983,0.000299448,23.4906,26.7747,33.2866,38.134,42.1326,44.9882,42.935,47.6221,68.4175,62.0542,13,22,35,25,38,43,43,51,81,67
0,0,1.99992,0.000177254,14.6531,15.8333,18.0109,19.5203,20.7071,21.5268,20.9397,22.2641,27.59,26.0409,12,11,17,10,22,27,28,19,21,20
0,0,2.00011,0.000194707,15.678,17.0704,19.6661,21.4837,22.9228,23.9214,23.2057,24.8229,31.4174,29.4851,9,23,28,21,26,13,22,13,29,29
0,0,2.00012,0.000155168,13.4574,14.4016,16.1214,17.298,18.2153,18.845,18.3943,19.4088,23.4174,22.2623,5,20,9,19,18,31,33,25,21,23
0,0,2,0.000249975,19.4074,21.6476,25.9618,29.0819,31.6063,33.3848,32.108,35.0087,47.3736,43.6662,14,24,23,39,37,36,34,25,39,50
0,0,2.0001,0.00030595,24.0946,27.5413,34.402,39.5282,43.7677,46.8008,44.6195,49.6019,71.8248,65.0067,24,18,33,39,45,51,38,49,71,69
0,0,1.99987,9.40328e-05,10.624,11.0697,11.8529,12.3698,12.7633,13.0289,12.8391,13.2637,14.8621,14.4134,15,9,9,9,14,6,11,11,15,15
0,0,2.00011,0.000112645,11.4187,11.9949,13.0185,13.7016,14.2253,14.5806,14.3266,14.8961,17.0713,16.4557,8,20,14,8,15,13,15,13,17,14
0,0,2.00003,0.00019227,15.53,16.8912,19.4253,21.1971,22.5987,23.5706,22.8741,24.4476,30.8513,28.9769,16,17,18,21,22,21,17,37,30,40
0,0,2,0.000173618,14.4499,15.5889,17.6861,19.1366,20.2756,21.0613,20.4986,21.7677,26.8564,25.3786,18,15,27,21,18,26,23,23,27,33
0,0,2.00006,0.00015624,13.5126,14.4674,16.2077,17.3991,18.3283,18.9663,18.5096,19.5377,23.6036,22.4314,7,15,16,15,15,15,20,16,24,25
0,0,2.00007,2.73307e-05,8.21246,8.31114,8.47793,8.58378,8.66226,8.71426,8.67718,8.75963,9.05415,8.97384,7,8,9,10,6,7,8,8,8,12
0,0,2.00003,0.000331451,26.587,30.7308,39.1042,45.4543,50.7586,54.5801,51.8297,58.1279,86.8081,77.9172,22,25,44,54,44,39,40,53,94,72
0,0,1.99988,0.00036532,30.299,35.5435,46.3558,54.7184,61.7969,66.9441,63.2356,71.7558,111.643,99.1081,24,35,55,51,67,67,68,98,118,102
0,0,2.00014,0.000144546,12.9167,13.7589,15.2835,16.3201,17.1248,17.6756,17.2815,18.1678,21.6401,20.6441,15,17,13,21,16,18,9,18,18,26
0,0,2.00001,0.000202278,16.1418,17.6336,20.4271,22.3919,23.9521,25.0371,24.2593,26.018,33.2331,31.1123,12,23,18,24,25,27,18,16,34,29
0,0,2.00008,7.55629e-05,9.89454,10.2267,10.8042,11.1813,11.4662,11.6576,11.5209,11.8261,12.9584,12.6431,7,8,10,7,16,15,8,11,11,17
0,0,1.99994,0.000237992,18.5284,20.5592,24.4427,27.2316,29.4776,31.0547,29.9229,32.4912,43.3341,40.0991,16,32,24,27,33,31,44,35,60,41
0,0,2.00001,0.000212343,16.7816,18.4134,21.4871,23.6617,25.3953,26.6042,25.7374,27.6995,35.8143,33.419,12,21,21,22,20,23,33,22,32,35
0,0,2.00004,0.000234853,18.3069,20.2856,24.0624,26.7697,28.9473,30.4751,29.3788,31.8658,42.3389,39.2183,19,23,22,23,28,25,35,30,44,41
0,0,2.00009,0.000237988,18.5309,20.5619,24.4458,27.235,29.4813,31.0585,29.9266,32.4952,43.3392,40.1039,26,19,27,40,25,27,29,31,42,44
0,0,2.00009,0.000259565,20.1416,22.5609,27.2464,30.6541,33.4215,35.3764,33.9725,37.1648,50.8783,46.7502,27,20,16,24,24,42,27,33,56,45
0,0,1.99984,0.000204083,16.2519,17.7679,20.6097,22.6105,24.2006,25.3067,24.5137,26.3073,33.676,31.5084,20,15,18,26,20,26,22,28,39,35
0,0,1.99992,0.00021207,16.7625,18.3903,21.4558,23.6243,25.3529,26.5582,25.6939,27.6501,35.7387,33.3514,21,20,25,21,19,21,21,31,30,33
0,0,1.99982,0.000255657,19.8345,22.179,26.7092,29.9964,32.6619,34.5428,33.1923,36.2621,49.4083,45.4574,15,21,25,22,34,38,32,20,51,49
0,0,1.99988,0.000145609,12.9665,13.8184,15.3614,16.4113,17.2266,17.7848,17.3854,18.2837,21.8062,20.7953,20,5,14,19,19,14,15,8,22,15
0,0,1.99995,0.000269706,20.9435,23.5633,28.6675,32.4017,35.4465,37.6032,36.0539,39.5804,54.8541,50.2371,22,21,35,35,35,41,36,32,70,54
0,0,2.00011,0.000126976,12.0687,12.7573,13.991,14.8213,15.4614,15.8974,15.5856,16.2856,18.9902,18.2201,4,12,9,8,15,15,23,17,16,20
0,0,1.99988,0.000201907,16.1165,17.6031,20.3862,22.3433,23.8972,24.9776,24.2031,25.9544,33.1369,31.026,12,19,11,20,19,13,23,26,30,25
0,0,1.99993,0.000199959,15.9966,17.4573,20.1888,22.1073,23.6295,24.6872,23.929,25.6432,32.6625,30.6013,11,12,16,28,25,35,17,26,31,44
0,0,1.99988,0.000139052,12.6422,13.4343,14.8634,15.8319,16.5823,17.095,16.7282,17.5527,20.769,19.8485,10,10,15,12,12,9,23,25,26,11
0,0,2.00005,0.000140738,12.727,13.5343,14.9924,15.9816,16.7484,17.2727,16.8976,17.7408,21.0344,20.0912,26,10,10,20,19,12,21,14,25,22
0,0,1.9999,0.000231555,18.0725,19.997,23.6632,26.2863,28.3934,29.8704,28.8106,31.2138,41.3075,38.3041,16,23,25,23,33,32,30,44,33,40
0,0,2.00003,0.000274457,21.3331,24.0515,29.3628,33.2592,36.4421,38.6997,37.0777,40.7713,56.8303,51.9664,26,17,20,20,32,34,34,39,52,47
0,0,1.99989,0.000198821,15.9257,17.3713,20.0728,21.9689,23.4727,24.5173,23.7685,25.4612,32.3861,30.3535,22,21,23,22,29,24,22,34,33,25
0,0,2.00005,0.000188245,15.2907,16.6017,19.0366,20.735,22.0764,23.0056,22.3398,23.8433,29.9425,28.1602,11,15,19,26,26,20,19,31,39,34
0,0,1.99983,0.000291597,22.7887,25.8857,31.9983,36.5276,40.2524,42.9067,40.9987,45.351,64.5387,58.6862,28,29,26,45,37,40,40,54,74,51
0,0,2.00028,0.000221651,17.4008,19.1706,22.5226,24.907,26.8149,28.1487,27.192,29.3595,38.3906,35.7144,25,33,18,20,21,30,23,26,33,29
0,0,1.99992,0.00024038,18.6998,20.7711,24.7374,27.5899,29.8892,31.5048,30.3453,32.9771,44.1094,40.7848,18,27,20,23,28,24,24,50,51,41
0,0,2.00001,0.000152075,13.2962,14.2098,15.871,17.0055,17.8888,18.4946,18.061,19.0368,22.8828,21.776,12,12,20,15,15,25,26,26,23,26
0,0,1.99991,0.000271651,21.1005,23.7601,28.9479,32.7475,35.8479,38.0453,36.4667,40.0605,55.6504,50.934,25,25,20,31,45,44,34,40,67,67
0,0,2.00004,0.000135575,12.4755,13.2369,14.6081,15.5354,16.2529,16.7427,16.3923,17.1796,20.2421,19.367,8,16,13,18,13,21,19,14,22,13
0,0,1.99981,6.48172e-05,9.4896,9.76224,10.2333,10.5389,10.7688,10.9228,10.8129,11.0581,11.9603,11.7102,8,16,10,9,11,10,11,13,12,9
0,0,2.0002,0.000264263,20.5128,23.0239,27.9007,31.4572,34.3508,36.3975,34.9275,38.2717,52.6922,48.3428,18,34,21,24,37,35,27,38,54,44
0,0,1.99997,0.0001197,11.7326,12.3626,13.4867,14.2399,14.8189,15.2125,14.9311,15.5625,17.9879,17.2995,6,19,10,9,19,17,14,12,20,18
0,0,1.99999,0.000220924,17.3471,19.1053,22.434,24.8009,26.6942,28.0175,27.0683,29.2186,38.1728,35.5202,14,15,24,27,21,24,32,28,35,30
0,0,1.99998,0.000204389,16.2734,17.7938,20.6443,22.6516,24.247,25.357,24.5612,26.3611,33.7574,31.5814,13,22,17,26,22,28,30,22,20,34
0,0,1.99997,0.000170458,14.2742,15.3781,17.4069,18.8075,19.9059,20.6631,20.1209,21.3432,26.2323,24.8143,15,10,11,24,24,22,19,18,32,31
0,0,2.00008,0.00015678,13.541,14.5012,16.2519,17.4509,18.3861,19.0284,18.5686,19.6037,23.6988,22.518,13,21,25,13,15,19,25,26,24,31
0,0,1.9999,0.000189803,15.3806,16.7107,19.1832,20.9095,22.2738,23.2191,22.5417,24.0718,30.2865,28.4693,11,19,17,25,18,18,17,25,37,32
0,0,1.99987,0.000161479,13.7862,14.7942,16.637,17.9025,18.8915,19.5715,19.0847,20.1813,24.5361,23.2779,22,12,14,13,25,27,14,22,22,23
0,0,2.00013,0.000198534,15.9119,17.3541,20.0487,21.9397,23.4392,24.4808,23.7342,25.4219,32.3248,30.299,14,14,16,34,26,33,29,24,26,27
0,0,2,0.000401702,34.8752,41.5675,55.6653,66.8017,76.3628,83.385,78.32,89.9984,146.328,128.367,40,39,62,67,74,95,77,95,140,132
0,0,2,0.00013414,12.406,13.155,14.5025,15.4131,16.1172,16.5977,16.254,17.0261,20.0266,19.1697,11,10,21,14,9,13,20,8,19,19
0,0,1.99992,0.000242899,18.8826,20.9972,25.0525,27.9733,30.33,31.987,30.7977,33.4979,44.9428,41.5212,20,21,29,32,24,34,35,27,39,37
0,0,2.00009,0.000342187,27.7145,32.1848,41.2752,48.2124,54.0313,58.236,55.2088,62.148,94.0255,84.1005,31,21,36,58,55,60,58,56,102,85
0,0,1.99993,0.000140081,12.6932,13.4945,14.9411,15.9222,16.6825,17.2022,16.8304,17.6662,20.9293,19.9951,13,5,15,20,8,21,14,9,19,23
0,0,1.99996,0.000365039,30.2685,35.5034,46.294,54.6385,61.7008,66.8359,63.1362,71.636,111.419,98.9181,23,40,42,51,58,61,61,58,96,102
0,0,2.00011,0.000139935,12.6882,13.4883,14.9328,15.9122,16.6713,17.1901,16.8189,17.6533,20.9103,19.9778,6,12,14,12,20,9,21,24,22,18
0,0,1.9999,0.000158704,13.6395,14.619,16.4069,17.6327,18.5896,19.2471,18.7764,19.8363,24.0358,22.8239,14,9,15,14,14,31,17,24,21,17
0,0,2.00004,0.000161606,13.7953,14.8048,16.6504,17.918,18.9087,19.5899,19.1022,20.2007,24.5635,23.3029,10,18,15,14,20,27,18,25,31,23
0,0,2.00002,0.00025234,19.5858,21.8692,26.2727,29.4617,32.0444,33.8651,32.5579,35.5283,48.2145,44.407,18,21,20,24,31,28,26,33,47,40
0,0,2.00003,0.000131591,12.2849,13.012,14.3183,15.1998,15.8807,16.345,16.0129,16.7588,19.6514,18.8262,11,15,13,10,14,13,7,18,19,17
0,0,2.00013,0.000217889,17.1471,18.8601,22.0972,24.3949,26.2307,27.5127,26.5932,28.6756,37.3261,34.7667,10,18,20,20,21,28,28,34,40,44
0,0,2.00007,0.000206089,16.3821,17.926,20.8235,22.8659,24.4902,25.6208,24.8102,26.644,34.1899,31.9683,15,18,10,25,24,27,22,33,33,38
0,0,2.00004,0.000114214,11.4873,12.0752,13.1207,13.819,14.3547,14.7183,14.4584,15.0412,17.2703,16.6391,14,12,15,16,16,17,19,18,14,17
0,0,1.99987,0.00013813,12.5971,13.3809,14.7944,15.7519,16.4933,16.9999,16.6375,17.452,20.6268,19.7185,13,12,19,11,13,13,18,18,22,14
0,0,2.00006,0.000215268,16.9733,18.6475,21.8066,24.0454,25.8324,27.0794,26.1851,28.2099,36.6036,34.1229,18,21,19,32,29,22,24,27,32,33
0,0,2,0.000191268,15.4695,16.8181,19.3271,21.0804,22.4667,23.4278,22.7391,24.2948,30.6214,28.7703,23,22,16,21,16,22,21,22,24,22
0,0,2.00011,0.000205969,16.3752,17.9175,20.8117,22.8517,24.474,25.6033,24.7937,26.6251,34.1607,31.9423,17,16,17,24,21,28,22,30,34,30
0,0,1.99991,0.000297713,23.3355,26.5778,33.0002,37.7761,41.713,44.5233,42.5028,47.1144,67.5461,61.2986,24,23,53,33,37,46,49,46,58,64
0,0,2.00003,0.000260811,20.2377,22.6808,27.4161,30.8624,33.6626,35.6413,34.2203,37.452,51.3488,47.1634,22,22,25,27,32,40,38,34,54,44
0,0,1.99998,0.000137585,12.572,13.351,14.7555,15.7066,16.443,16.946,16.5861,17.3948,20.5456,19.6445,8,14,11,12,15,19,21,14,22,19
0,0,1.99987,0.000214376,16.9117,18.5727,21.705,23.9237,25.694,26.929,26.0433,28.0485,36.355,33.901,11,19,17,25,33,15,26,25,30,32
0,0,1.99992,0.000171664,14.3401,15.4572,17.5118,18.9312,20.0449,20.8128,20.2628,21.5028,26.467,25.0265,12,14,18,22,18,24,16,17,23,26
0,0,1.99996,0.000264592,20.534,23.051,27.9402,31.5065,34.4084,36.4611,34.9868,38.341,52.8087,48.4445,17,23,28,25,25,35,36,35,56,50
0,0,2.00007,0.000351525,28.7319,33.5027,43.2581,50.7431,57.0446,61.6096,58.322,65.865,100.781,89.8692,25,27,46,59,63,68,55,66,78,95
0,0,2.00003,0.000206942,16.4356,17.9912,20.9122,22.9722,24.6111,25.7521,24.934,26.7848,34.4062,32.1616,18,13,20,22,22,25,30,36,30,27
0,0,2.00004,0.00019096,15.4517,16.7965,19.298,21.0457,22.4274,23.3852,22.6989,24.2493,30.5526,28.7086,25,17,16,14,21,20,21,20,31,34
0,0,1.99985,0.00037276,31.1814,36.6978,48.1208,56.9941,64.5265,70.0151,66.0598,75.1537,117.987,104.486,34,39,44,47,74,62,60,71,110,77
0,0,2.00004,0.000188684,15.3164,16.6329,19.0783,20.7847,22.1325,23.0662,22.3972,23.9081,30.0399,28.2478,24,15,23,21,21,23,23,23,45,22
0,0,2.00008,0.000129861,12.2036,12.9162,14.195,15.0571,15.7225,16.176,15.8516,16.5801,19.4012,18.597,18,15,12,12,14,9,17,22,16,21
0,0,2.0001,0.000248588,19.3056,21.521,25.784,28.8645,31.3556,33.1099,31.8505,34.7113,46.8925,43.2422,10,28,26,31,24,29,26,47,44,32
0,0,2.00006,0.000298797,23.437,26.7061,33.1856,38.007,41.9832,44.8223,42.781,47.4406,68.1031,61.7821,24,19,26,43,39,46,44,50,51,63
0,0,1.99992,0.000248843,19.3212,21.5407,25.8124,28.8996,31.3964,33.1549,31.8925,34.7601,46.9728,43.3127,17,29,33,35,37,35,36,36,49,36
0,0,1.99999,0.00014126,12.7519,13.5639,15.0309,16.0264,16.7983,17.3261,16.9485,17.7974,21.1149,20.1646,11,10,19,13,14,20,14,20,24,16
0,0,1.99996,0.000215541,16.9894,18.6675,21.8343,24.0789,25.8707,27.1212,26.2244,28.255,36.6742,34.1857,13,15,31,20,34,31,21,21,41,36
0,0,1.99992,0.000174621,14.5048,15.655,17.7741,19.2405,20.3925,21.1875,20.6181,21.9022,27.0552,25.558,9,18,20,18,19,22,23,22,29,22
0,0,1.99992,8.63841e-05,10.3152,10.7121,11.4064,11.8626,12.2088,12.442,12.2754,12.6479,14.0414,13.6515,15,10,11,8,11,9,15,10,15,17
0,0,2.00016,0.000305747,24.0771,27.5189,34.3689,39.4866,43.7187,46.7463,44.569,49.5423,71.7208,64.9168,28,17,32,37,43,46,24,53,69,46
0,0,1.99999,0.000333546,26.8021,31.0079,39.5169,45.9779,51.3791,55.2726,52.4701,58.8888,88.1679,79.0837,17,37,37,51,43,40,51,61,87,88
0,0,2.00002,0.000236119,18.3963,20.3959,24.2155,26.9556,29.1606,30.7081,29.5976,32.1172,42.7383,39.5719,8,27,23,23,23,30,24,26,32,32
0,0,2.00015,0.000304553,23.9661,27.3777,34.1628,39.2286,43.4157,46.4101,44.2567,49.1749,71.0861,64.3674,27,26,29,42,38,41,49,59,64,58
0,0,2.00021,1.63338e-05,7.87193,7.92832,8.02302,8.08274,8.12682,8.15595,8.13519,8.1813,8.3446,8.30028,14,10,8,7,6,11,8,5,6,10
0,0,2.00012,0.000194592,15.6712,17.0621,19.655,21.4704,22.9077,23.9051,23.1903,24.8054,31.3909,29.4614,13,21,16,25,19,31,27,24,24,30
