# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 11:05:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/8qagaqkr.json
# init = 2 (Default)
# random
#   seed = 66003
# output
#   file = /home/lab5/output/code3-20230416110526_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,0.000148662,2.50009,2.50046,2.49879,2.50101,2.50115,2.50085,2.49914,2.50048,2.49827,2.50005,21.6363,23.0972,25.6902,27.5451,28.9471,29.8959,29.1607,30.7411,36.7184,35.0433,22,20,20,23,37,17,26,36,30,30
0,0,0.000102199,2.49826,2.5003,2.49915,2.50132,2.49927,2.50186,2.50022,2.49841,2.50219,2.50226,18.0483,18.9112,20.3464,21.359,22.0531,22.6107,22.2167,22.9748,26.0974,25.244,17,17,12,15,14,22,22,27,29,19
0,0,8.17489e-05,2.50036,2.50042,2.50035,2.50018,2.50077,2.49828,2.5013,2.50163,2.4997,2.5013,16.7125,17.3213,18.3808,19.0724,19.6104,19.9149,19.7221,20.2946,22.3615,21.8082,20,15,18,16,23,14,25,19,20,26
0,0,6.90826e-05,2.49881,2.49867,2.50021,2.4974,2.5002,2.49809,2.49944,2.50031,2.49917,2.50133,15.8898,16.3744,17.2444,17.7438,18.2077,18.4463,18.2733,18.7316,20.3414,19.9316,21,10,19,23,26,17,25,14,22,21
0,0,-3.36554e-06,2.49963,2.5007,2.50091,2.49905,2.50006,2.49921,2.49954,2.50234,2.49947,2.5003,12.0206,12.0159,11.989,11.9484,11.9472,11.9282,11.9385,11.9579,11.8752,11.8981,11,9,8,18,11,14,5,19,15,13
0,0,0.000105056,2.49933,2.49999,2.49886,2.50082,2.49939,2.50083,2.50127,2.49919,2.49924,2.49901,18.2682,19.1391,20.6348,21.6854,22.4252,22.9803,22.6166,23.4052,26.579,25.6784,19,20,12,19,22,18,16,25,31,25
0,0,9.25345e-05,2.49929,2.5007,2.50069,2.50006,2.50266,2.50019,2.50033,2.50065,2.49995,2.50035,17.405,18.1487,19.4115,20.2316,20.919,21.2946,20.9922,21.6823,24.2342,23.5233,19,16,19,21,26,25,13,22,26,21
0,0,0.000100164,2.49891,2.49898,2.49944,2.50028,2.49942,2.49917,2.49979,2.49927,2.50013,2.50003,17.9186,18.7217,20.1452,21.1001,21.797,22.2749,21.9432,22.7051,25.6527,24.8262,18,15,28,19,21,22,23,30,24,30
0,0,7.12112e-05,2.49796,2.49768,2.49839,2.50054,2.49962,2.50057,2.50037,2.49945,2.50183,2.49936,16.0073,16.5088,17.3982,18.0086,18.4237,18.7312,18.5206,18.965,20.7209,20.1954,16,14,26,14,19,18,19,27,24,18
0,0,0.000124402,2.49934,2.49792,2.4994,2.49964,2.49911,2.49903,2.50174,2.50009,2.49868,2.49862,19.686,20.7563,22.7546,24.0826,25.0879,25.7788,25.3519,26.4233,30.6723,29.4515,19,22,32,25,28,18,20,35,31,33
0,0,0.000187083,2.50229,2.49889,2.50111,2.49898,2.49915,2.49973,2.50135,2.50114,2.50193,2.49837,25.1535,27.2035,31.2363,33.933,36.1203,37.6526,36.6288,39.0701,49.0342,45.9693,29,16,24,33,36,42,42,47,44,53
0,0,0.000104252,2.50073,2.4995,2.4997,2.5008,2.50021,2.49964,2.50066,2.50016,2.5003,2.49992,18.2371,19.0637,20.5688,21.5896,22.339,22.8419,22.4963,23.3109,26.4488,25.5552,31,20,21,17,17,20,18,30,20,25
0,0,3.18105e-05,2.50056,2.50073,2.50061,2.4976,2.49953,2.49959,2.4993,2.49992,2.50086,2.49749,13.7831,13.9785,14.3038,14.4683,14.6506,14.7539,14.6766,14.8482,15.4453,15.2345,10,19,13,19,9,11,8,21,8,11
0,0,0.000155527,2.5,2.50067,2.50046,2.50161,2.50031,2.49893,2.50046,2.50058,2.50124,2.50008,22.2157,23.794,26.6368,28.6185,30.1006,31.1004,30.4014,32.0861,38.7555,36.7969,19,33,26,28,28,28,22,32,46,45
0,0,0.0001703,2.50081,2.50233,2.49934,2.49881,2.49953,2.50001,2.50056,2.50007,2.50146,2.50094,23.5394,25.3968,28.6582,30.9455,32.7745,34.0364,33.1621,35.1577,43.2632,40.9053,28,28,31,28,30,24,40,37,46,48
0,0,0.000123358,2.49964,2.49901,2.49937,2.50026,2.50029,2.49909,2.50122,2.50006,2.49966,2.50053,19.6126,20.6857,22.6349,23.96,24.9655,25.6183,25.1837,26.2514,30.4649,29.2897,25,19,27,22,20,31,26,27,35,26
0,0,0.000140704,2.49972,2.49941,2.50058,2.5003,2.5003,2.49998,2.49851,2.50114,2.49853,2.49996,20.9735,22.2966,24.7269,26.3507,27.6146,28.4698,27.8109,29.2751,34.6181,33.1135,18,21,26,29,39,34,26,23,36,34
0,0,8.48492e-05,2.49986,2.49995,2.49968,2.49954,2.50029,2.49905,2.50171,2.50005,2.4988,2.49912,16.9054,17.5455,18.6569,19.387,19.9575,20.3066,20.0929,20.6572,22.8623,22.2456,15,14,20,22,22,23,12,16,16,21
0,0,-2.56836e-06,2.50159,2.49907,2.50063,2.49948,2.4987,2.49851,2.49993,2.49945,2.50133,2.50033,12.0815,12.0374,12.0337,12.0059,11.9863,11.9773,11.9991,11.9827,11.9681,11.9661,11,12,19,6,8,13,10,5,11,6
0,0,6.48369e-05,2.49899,2.49988,2.50026,2.50018,2.49878,2.49929,2.50113,2.50069,2.49932,2.49741,15.634,16.0977,16.8811,17.384,17.7387,18.0015,17.8531,18.25,19.7125,19.2633,21,20,16,16,22,26,12,18,17,24
0,0,7.92022e-05,2.49883,2.49875,2.50071,2.50043,2.50059,2.49788,2.50092,2.50006,2.49895,2.4992,16.5236,17.1042,18.1535,18.8128,19.3187,19.6035,19.4217,19.9442,21.9258,21.3722,11,17,14,17,23,17,23,17,19,18
0,0,0.000227123,2.49964,2.50173,2.49947,2.50039,2.49882,2.50014,2.50196,2.50125,2.50016,2.4992,29.2832,32.4066,38.1382,42.3194,45.5728,47.9602,46.3748,50.1306,65.9146,61.1517,24,34,33,36,52,45,63,46,62,68
0,0,6.95777e-05,2.501,2.49961,2.49895,2.5014,2.4982,2.50035,2.50063,2.50147,2.50037,2.49959,15.9551,16.4249,17.2656,17.8634,18.2237,18.5434,18.3483,18.8112,20.441,19.9669,9,17,11,17,15,22,26,14,12,20
0,0,0.000130669,2.49996,2.50006,2.49934,2.50001,2.50033,2.4993,2.49779,2.49989,2.5008,2.50005,20.1809,21.3689,23.4815,24.9333,26.0504,26.7793,26.1993,27.4685,32.2032,30.837,25,25,24,25,32,32,25,37,37,26
0,0,0.000181996,2.50199,2.49892,2.50133,2.50081,2.49986,2.49974,2.49949,2.50093,2.5,2.49884,24.6566,26.6157,30.4542,33.0602,35.0924,36.5149,35.4841,37.8447,47.1238,44.3578,23,20,33,40,49,36,49,44,59,42
0,0,3.72989e-05,2.50006,2.50069,2.499,2.49865,2.49975,2.50114,2.49985,2.50065,2.49943,2.50001,14.0715,14.3117,14.6803,14.9257,15.1289,15.2742,15.1661,15.3752,16.0655,15.8806,11,14,18,17,8,11,6,19,19,19
0,0,0.000229698,2.49865,2.5001,2.50084,2.49989,2.49968,2.50202,2.49969,2.49732,2.50039,2.50153,29.5468,32.7141,38.6883,42.8998,46.3002,48.8031,46.9755,50.7412,67.2043,62.4268,33,32,38,46,47,50,34,49,68,60
0,0,0.000122169,2.49988,2.50031,2.49985,2.50156,2.49816,2.49883,2.50017,2.49914,2.50084,2.49989,19.5275,20.6072,22.5109,23.8352,24.7407,25.4287,24.9821,26.034,30.2327,29.0246,20,22,25,33,20,30,18,28,34,27
0,0,0.000148792,2.50077,2.49896,2.49921,2.50156,2.50045,2.50071,2.50034,2.50053,2.50035,2.49859,21.6619,23.0753,25.7178,27.58,28.9487,29.9154,29.2182,30.7675,36.8301,35.0246,24,18,24,26,33,26,33,28,29,44
0,0,4.75449e-05,2.4987,2.49949,2.49862,2.50055,2.49845,2.50009,2.49928,2.49946,2.50099,2.50024,14.6196,14.9384,15.4503,15.818,16.0367,16.2311,16.0981,16.3681,17.3639,17.084,12,13,15,21,12,27,14,14,13,18
0,0,0.00012806,2.49996,2.50033,2.49772,2.50094,2.5001,2.50044,2.49914,2.49891,2.50153,2.50101,19.9785,21.1363,23.138,24.6022,25.6524,26.3911,25.8355,26.9998,31.6076,30.2995,26,25,16,24,25,37,20,32,31,19
0,0,4.07546e-05,2.50147,2.49983,2.5006,2.49983,2.50048,2.5006,2.49924,2.50029,2.50009,2.5007,14.2806,14.5135,14.9613,15.229,15.4472,15.5875,15.4676,15.7038,16.4944,16.2865,15,15,15,18,9,14,18,10,19,27
0,0,9.84331e-05,2.49992,2.50039,2.4993,2.50003,2.50001,2.50156,2.49767,2.49899,2.502,2.50029,17.8173,18.6092,19.9678,20.8956,21.5914,22.0963,21.675,22.4557,25.3723,24.5288,18,21,18,27,16,19,22,26,28,17
0,0,0.000145103,2.49994,2.49972,2.50136,2.5002,2.50097,2.49953,2.49839,2.49998,2.49972,2.50079,21.3377,22.7295,25.2998,26.9911,28.3493,29.2223,28.5359,30.0527,35.8115,34.1934,25,28,30,25,31,18,26,39,41,36
0,0,0.000122832,2.50198,2.49949,2.49938,2.49897,2.50011,2.49902,2.4992,2.50001,2.49907,2.50126,19.6186,20.649,22.5754,23.8601,24.8849,25.5355,25.0553,26.1644,30.3282,29.2018,14,27,25,18,25,34,35,29,40,28
0,0,0.00014679,2.50111,2.49975,2.49994,2.49953,2.49859,2.5,2.50049,2.50061,2.50049,2.49966,21.5022,22.8956,25.479,27.2235,28.5606,29.5353,28.8806,30.3891,36.2915,34.5669,23,18,18,29,21,25,26,26,34,30
0,0,8.33647e-05,2.50035,2.49996,2.49866,2.50109,2.50055,2.50135,2.4998,2.49951,2.50014,2.50046,16.8169,17.4342,18.4993,19.2596,19.7911,20.1719,19.8803,20.4563,22.6416,22.0415,14,15,17,14,19,18,21,22,26,22
0,0,6.39064e-05,2.50143,2.49908,2.50045,2.50066,2.50045,2.50076,2.49861,2.49864,2.49996,2.50094,15.616,16.0207,16.8056,17.3039,17.6723,17.9271,17.7111,18.1076,19.5892,19.2041,14,18,13,19,19,17,14,22,25,15
0,0,7.72674e-05,2.49915,2.50045,2.49854,2.49968,2.50012,2.49992,2.50083,2.50073,2.50055,2.49867,16.4057,16.9912,17.9387,18.6003,19.0936,19.4155,19.2004,19.7186,21.6471,21.0692,13,8,20,22,20,15,22,18,17,21
0,0,0.000104798,2.49911,2.50058,2.50018,2.49877,2.49914,2.4984,2.49943,2.49829,2.50107,2.50022,18.2459,19.1292,20.6351,21.6103,22.3859,22.8887,22.5407,23.3465,26.5766,25.6621,13,23,16,18,32,25,28,22,29,32
0,0,0.000139688,2.50164,2.49949,2.49899,2.49841,2.50011,2.49885,2.49893,2.49978,2.49983,2.50022,20.9316,22.2011,24.5621,26.1549,27.4469,28.264,27.6569,29.0511,34.4025,32.8838,15,20,19,28,29,38,34,34,29,29
0,0,2.65664e-05,2.49992,2.5,2.49873,2.50024,2.49948,2.50045,2.5012,2.49874,2.49817,2.50001,13.498,13.6567,13.9054,14.0955,14.2098,14.3066,14.2582,14.3545,14.815,14.7143,10,12,18,24,12,15,14,27,17,10
0,0,0.00014756,2.49927,2.4998,2.49886,2.5003,2.50048,2.49935,2.49969,2.49989,2.49996,2.49909,21.5267,22.9727,25.5501,27.3598,28.7429,29.6534,28.9885,30.513,36.4801,34.7365,29,24,24,25,25,29,26,29,39,31
0,0,0.000132679,2.49945,2.49906,2.49944,2.50165,2.49872,2.50039,2.50012,2.50065,2.50165,2.49903,20.3278,21.5329,23.7223,25.2509,26.3143,27.1355,26.5725,27.8356,32.7157,31.2488,21,25,27,24,27,24,33,34,34,32
0,0,9.26951e-05,2.50005,2.50099,2.49868,2.49977,2.49942,2.50089,2.49847,2.49977,2.50088,2.49811,17.429,18.1665,19.3881,20.2434,20.8708,21.3302,20.973,21.6848,24.2856,23.4975,21,23,22,24,28,22,14,22,27,24
0,0,6.2404e-05,2.49974,2.50031,2.50066,2.501,2.50054,2.50036,2.50096,2.49978,2.50033,2.50082,15.4995,15.9371,16.6825,17.1678,17.5202,17.7581,17.5967,17.9596,19.3788,18.9978,20,18,15,11,15,15,18,23,16,20
0,0,9.18072e-05,2.50019,2.50085,2.50209,2.50002,2.50023,2.50145,2.50091,2.50044,2.5,2.50052,17.3716,18.0947,19.3677,20.1503,20.7801,21.228,20.9149,21.5798,24.1045,23.406,24,19,15,27,25,21,24,19,27,20
0,0,5.10944e-05,2.4998,2.49864,2.49791,2.49926,2.50065,2.4997,2.49912,2.49909,2.50086,2.49935,14.8378,15.1552,15.7173,16.1079,16.4071,16.576,16.4348,16.7275,17.8257,17.5048,16,15,17,20,14,12,11,12,14,13
0,0,-9.03816e-06,2.50081,2.50039,2.49857,2.49893,2.50156,2.49979,2.50008,2.4991,2.50029,2.50003,11.774,11.7227,11.6248,11.5813,11.577,11.5336,11.5532,11.5059,11.3942,11.4249,19,7,13,19,16,11,8,13,10,16
0,0,3.38955e-05,2.49921,2.50024,2.49972,2.49781,2.49915,2.5002,2.49846,2.49979,2.49889,2.49966,13.8758,14.0974,14.4415,14.6375,14.8236,14.9498,14.845,15.0401,15.6557,15.4956,9,13,18,21,14,16,12,21,14,14
0,0,6.16576e-05,2.50225,2.49882,2.50082,2.49949,2.50053,2.49828,2.49927,2.50021,2.49928,2.4996,15.4937,15.8623,16.6227,17.0719,17.4442,17.6417,17.49,17.8839,19.2513,18.8742,18,16,13,19,17,16,18,15,16,23
0,0,0.000105684,2.49833,2.50172,2.49951,2.49945,2.49955,2.50007,2.50162,2.49879,2.50103,2.50065,18.2942,19.2241,20.7135,21.7302,22.511,23.05,22.7083,23.4874,26.7512,25.8353,10,20,21,19,25,28,22,30,22,17
0,0,0.000208841,2.49903,2.50026,2.49914,2.49903,2.5014,2.49888,2.50011,2.50056,2.49935,2.49789,27.2699,29.9126,34.7779,38.2324,41.0832,42.8975,41.5739,44.7092,57.4928,53.6309,26,30,29,49,53,53,36,39,51,61
0,0,0.000108216,2.50132,2.49951,2.49932,2.49921,2.50003,2.4983,2.49914,2.49966,2.50116,2.4995,18.5295,19.3916,20.9749,22.0286,22.8557,23.3633,22.9917,23.8812,27.2632,26.2744,22,15,16,23,30,26,21,26,25,23
0,0,-1.02043e-05,2.5005,2.49783,2.50073,2.49884,2.49829,2.49839,2.49846,2.49967,2.49854,2.50119,11.7174,11.6342,11.5818,11.5065,11.4611,11.4367,11.4557,11.4292,11.2761,11.3437,15,13,8,15,11,9,13,10,14,15
0,0,0.000103062,2.49732,2.49984,2.50149,2.49866,2.49994,2.50063,2.49973,2.49932,2.49905,2.49984,18.0915,18.9727,20.4827,21.4033,22.1788,22.7008,22.3187,23.1195,26.1829,25.338,18,19,20,22,26,15,22,17,34,25
0,0,-6.78624e-07,2.5029,2.50035,2.49941,2.49945,2.50075,2.49984,2.50146,2.5008,2.49965,2.49997,12.1859,12.1512,12.1339,12.1306,12.1437,12.1307,12.1518,12.1408,12.1169,12.1235,12,11,14,8,20,15,11,10,15,15
0,0,0.000109794,2.49997,2.49854,2.50059,2.49942,2.49962,2.49977,2.50057,2.4994,2.49945,2.4985,18.6175,19.5046,21.1686,22.2245,23.0569,23.6215,23.2388,24.1105,27.5375,26.5441,21,20,18,19,28,28,22,20,24,25
0,0,3.88235e-05,2.50032,2.50025,2.50036,2.49973,2.50135,2.49921,2.49918,2.4978,2.50029,2.5,14.1583,14.3995,14.8133,15.0672,15.288,15.3856,15.2922,15.4776,16.2625,16.0533,16,10,15,15,18,19,16,18,14,17
0,0,9.31375e-05,2.4994,2.50153,2.49924,2.49833,2.49832,2.49971,2.49903,2.50022,2.49964,2.50239,17.4474,18.211,19.4422,20.2634,20.9015,21.3618,21.0395,21.7544,24.3354,23.6727,24,15,19,17,23,23,29,29,18,21
0,0,0.000120687,2.50028,2.50066,2.49916,2.50103,2.49882,2.50022,2.49981,2.49948,2.50164,2.50076,19.4238,20.4833,22.3284,23.6301,24.5446,25.2375,24.7566,25.8037,29.9256,28.7457,16,21,18,23,29,29,27,24,30,35
0,0,0.000144684,2.49937,2.49991,2.49795,2.49988,2.50069,2.49912,2.49985,2.50037,2.49929,2.49971,21.2909,22.6928,25.1605,26.9206,28.2724,29.1366,28.5074,29.9864,35.6847,34.0552,15,30,31,26,31,41,25,28,32,38
0,0,3.67171e-05,2.5006,2.49996,2.49854,2.50029,2.50148,2.49903,2.49966,2.50149,2.49894,2.49802,14.0474,14.2655,14.6307,14.9026,15.1039,15.1886,15.1114,15.3326,15.9882,15.7836,22,22,13,21,21,13,23,15,22,22
0,0,0.000173444,2.49787,2.50103,2.49926,2.4995,2.50082,2.49927,2.49965,2.49884,2.49987,2.49939,23.7573,25.7089,29.1123,31.505,33.4224,34.6626,33.7501,35.8083,44.2156,41.7651,15,18,29,33,31,39,29,33,47,34
0,0,8.4768e-05,2.50112,2.49872,2.50122,2.49851,2.49914,2.49942,2.49773,2.49964,2.50207,2.49931,16.9213,17.5178,18.678,19.3583,19.9252,20.3042,20.0037,20.6383,22.9233,22.2371,12,20,17,17,21,21,30,25,22,17
0,0,8.00246e-05,2.49989,2.50075,2.49927,2.50043,2.50022,2.49692,2.50081,2.49962,2.4994,2.49824,16.5938,17.1991,18.2025,18.8978,19.4041,19.6821,19.5137,20.0377,22.0701,21.4768,18,20,17,23,19,15,18,24,20,29
0,0,0.000118581,2.49871,2.49968,2.50058,2.50175,2.50015,2.49997,2.50056,2.50045,2.50151,2.49746,19.2361,20.2789,22.1244,23.3756,24.2781,24.9124,24.4703,25.4922,29.4567,28.225,17,15,14,22,20,22,26,20,15,36
0,0,8.96338e-05,2.49924,2.4996,2.49968,2.49953,2.49803,2.49969,2.49937,2.50062,2.5005,2.4985,17.2101,17.904,19.111,19.9019,20.4741,20.9148,20.6176,21.2936,23.7301,23.0008,11,18,23,20,22,16,20,22,32,22
0,0,9.08558e-05,2.50133,2.50119,2.49843,2.50044,2.5,2.50031,2.50047,2.50052,2.49966,2.49907,17.3277,18.0269,19.2049,20.0538,20.6607,21.0826,20.7891,21.4542,23.9267,23.2146,21,16,21,20,32,19,16,17,22,23
0,0,0.000140064,2.5003,2.49928,2.50052,2.49881,2.50048,2.49989,2.50001,2.5008,2.50148,2.49862,20.9338,22.2325,24.6462,26.2194,27.5173,28.3576,27.7479,29.1489,34.5558,32.919,25,26,25,24,27,20,30,31,31,24
0,0,0.00010954,2.50046,2.49939,2.49973,2.49929,2.50095,2.49935,2.50138,2.49746,2.49924,2.49801,18.6084,19.5,21.1234,22.1907,23.0533,23.5754,23.223,24.0258,27.4797,26.483,19,18,20,22,31,21,20,14,29,25
0,0,0.000168026,2.50087,2.49964,2.50128,2.50071,2.50007,2.50151,2.50054,2.49986,2.50034,2.4994,23.335,25.082,28.3874,30.6203,32.3617,33.623,32.7215,34.6564,42.4904,40.1878,30,18,26,30,32,39,21,31,39,35
0,0,2.015e-05,2.49987,2.4989,2.50022,2.50042,2.49822,2.50171,2.49886,2.50022,2.49914,2.50122,13.167,13.2705,13.4841,13.6107,13.6723,13.7808,13.6984,13.813,14.1386,14.0754,13,17,10,13,18,13,23,11,17,12
0,0,3.80792e-06,2.50036,2.49988,2.50238,2.50137,2.5005,2.50032,2.49922,2.50084,2.49926,2.49985,12.3675,12.3822,12.4476,12.4565,12.4615,12.4696,12.4485,12.4851,12.523,12.5149,18,16,15,16,11,9,17,13,15,11
0,0,-3.26836e-05,2.50047,2.50055,2.49888,2.49844,2.502,2.5002,2.50058,2.50247,2.49892,2.50032,10.7425,10.591,10.3251,10.1686,10.0943,10.0044,10.0593,9.96502,9.54467,9.66039,14,10,12,13,10,9,10,7,15,6
0,0,0.000126828,2.49927,2.49992,2.49873,2.50025,2.49905,2.50149,2.49996,2.49861,2.49917,2.49977,19.87,21.016,23.0185,24.4198,25.4427,26.2231,25.6701,26.7855,31.2458,29.9982,13,14,19,24,24,21,28,24,32,43
0,0,0.000153116,2.49963,2.49946,2.50141,2.50028,2.4991,2.50056,2.49997,2.49866,2.50135,2.50037,22.0017,23.5202,26.3409,28.2051,29.6458,30.7013,29.959,31.5476,38.0714,36.1823,23,34,27,28,33,36,27,30,43,25
0,0,1.9932e-05,2.50064,2.49946,2.50113,2.50142,2.49967,2.49826,2.50086,2.49968,2.49932,2.50015,13.166,13.2656,13.4817,13.6082,13.6748,13.7153,13.7082,13.7869,14.1184,14.0385,14,12,9,10,18,16,18,15,10,15
0,0,7.93953e-05,2.50169,2.5,2.49884,2.49873,2.50011,2.50015,2.49941,2.50047,2.49879,2.50002,16.5833,17.1397,18.1371,18.8008,19.3311,19.671,19.4144,19.9762,21.9538,21.4192,12,28,13,18,17,9,21,17,24,27
0,0,0.000132148,2.49939,2.49981,2.50193,2.49969,2.50025,2.49904,2.49964,2.50051,2.50092,2.4995,20.2849,21.4998,23.718,25.1281,26.2733,27.0122,26.4767,27.7396,32.563,31.1455,24,23,28,32,21,27,27,25,33,34
0,0,-3.42314e-05,2.49938,2.50099,2.49936,2.50044,2.49866,2.50174,2.50064,2.49973,2.50091,2.5003,10.6669,10.5255,10.25,10.1029,9.97062,9.92667,9.96883,9.84245,9.45433,9.55458,4,9,12,13,9,10,8,10,16,13
