# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 11:11:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmphq3csp0a/eiq5ownd.json
# init = 2 (Default)
# random
#   seed = 71972
# output
#   file = /home/lab5/output/code1-20230416111117_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,1.99988,0.000168152,14.1463,15.225,17.2047,18.5696,19.6391,20.3758,19.8482,21.0373,25.7841,24.4088,11,13,10,21,19,23,15,22,25,27
0,0,2.00012,0.000182605,14.9622,16.2051,18.5057,20.1053,21.3658,22.2375,21.613,23.0226,28.7152,27.0557,22,13,20,19,12,17,23,22,36,28
0,0,1.99999,0.000116649,11.5954,12.2018,13.2817,14.0041,14.5587,14.9354,14.6661,15.2702,17.585,16.9288,11,5,12,13,13,13,12,12,12,16
0,0,1.99997,8.21926e-05,10.1501,10.5213,11.1691,11.5938,11.9155,12.1319,11.9773,12.3229,13.6114,13.2515,8,13,9,18,11,17,14,11,18,15
0,0,1.99999,9.06618e-05,10.4878,10.9117,11.6551,12.1449,12.5171,12.7681,12.5888,12.99,14.4961,14.0739,17,10,14,13,16,13,10,13,10,12
0,0,2.00009,0.000288116,22.4902,25.5078,31.4515,35.8466,39.4563,42.0261,40.179,44.3908,62.9067,57.2671,21,24,37,29,38,42,45,37,58,60
0,0,2.00005,0.000275153,21.3908,24.1239,29.4661,33.3868,36.5904,38.8631,37.2302,40.9488,57.1259,52.2248,20,33,34,32,36,39,28,42,51,50
0,0,1.99994,0.000178144,14.7039,15.8943,18.092,19.616,20.8149,21.643,21.0498,22.3881,27.7736,26.2065,12,15,16,20,18,18,21,22,29,29
0,0,1.99988,0.000250914,19.4755,21.7324,26.0813,29.2282,31.7753,33.5702,32.2816,35.2094,47.6994,43.953,20,18,24,30,45,35,35,40,49,37
0,0,1.99996,0.000325255,25.9565,29.921,37.9026,43.9339,48.9596,52.5743,49.9732,55.9258,82.8957,74.556,25,39,40,40,55,40,49,54,91,84
0,0,2.0001,0.000190255,15.4105,16.7465,19.2307,20.9656,22.3368,23.2872,22.6062,24.1444,30.3944,28.5665,21,14,16,19,23,23,23,22,30,28
0,0,2.00028,0.000248162,19.2773,21.4854,25.7334,28.8023,31.2835,33.0308,31.7765,34.6255,46.7524,43.1191,12,20,26,32,37,37,39,31,42,39
0,0,1.99994,0.000232515,18.1404,20.0806,23.7787,26.4261,28.5535,30.0451,28.9748,31.4022,41.605,38.5679,12,23,29,23,30,36,25,29,34,42
0,0,2.00002,0.000183909,15.0362,16.2945,18.6254,20.2473,21.5261,22.4107,21.7769,23.2077,28.9918,27.3047,14,16,18,20,14,25,27,25,33,26
0,0,2.00013,0.000195121,15.7035,17.1013,19.7076,21.5331,22.9786,23.9818,23.2629,24.8876,31.5151,29.5728,12,18,15,18,18,28,25,31,38,37
0,0,1.99994,0.000236017,18.3876,20.3854,24.2012,26.9384,29.141,30.6869,29.5776,32.0943,42.7026,39.5402,16,31,23,24,35,26,43,33,54,38
0,0,1.99995,0.000112298,11.4017,11.9751,12.9938,13.6735,14.1945,14.5479,14.2952,14.8616,17.0246,16.4126,12,18,9,12,15,12,11,16,18,15
0,0,2.00008,0.000125896,12.0182,12.6979,13.9149,14.7334,15.3642,15.7937,15.4866,16.1761,18.8379,18.0804,11,10,13,19,16,21,11,15,20,27
0,0,1.99994,7.08205e-05,9.71348,10.0188,10.5481,10.8928,11.1527,11.3271,11.2026,11.4805,12.5077,12.2222,9,12,7,11,8,9,12,9,14,13
0,0,2.00012,0.000236436,18.4207,20.4258,24.2566,27.0052,29.2174,30.7701,29.6558,32.1839,42.8435,39.6653,16,24,18,23,33,36,29,29,39,43
0,0,2.00011,0.000116795,11.6032,12.2108,13.2929,14.0168,14.5727,14.9503,14.6803,15.2857,17.606,16.9483,18,9,19,9,10,16,19,19,22,15
0,0,1.99994,0.00014953,13.1651,14.0541,15.6681,16.7686,17.6247,18.2115,17.7916,18.7363,22.4523,21.3841,7,4,22,20,13,19,16,15,22,24
0,0,2.00012,0.000409632,35.9643,43.0144,57.936,69.7774,79.9753,87.4815,82.0661,94.5622,155.231,135.826,40,54,59,74,81,82,72,93,154,142
0,0,1.99988,8.58123e-05,10.292,10.6853,11.3732,11.825,12.1678,12.3986,12.2337,12.6024,13.9813,13.5956,11,5,12,9,9,15,5,10,19,15
0,0,1.99994,0.000118225,11.6655,12.284,13.3866,14.1247,14.6919,15.0772,14.8017,15.4197,17.7911,17.1185,13,13,11,11,18,12,15,11,13,23
0,0,2.00001,5.95042e-05,9.29866,9.54362,9.96554,10.2384,10.4433,10.5803,10.4825,10.7006,11.4995,11.2785,7,8,15,8,12,10,12,11,11,12
0,0,2.0001,0.000198854,15.931,17.3773,20.0802,21.9774,23.4819,24.5271,23.778,25.4716,32.4005,30.3668,18,21,18,24,20,20,24,31,35,33
0,0,1.99994,0.00013039,12.2269,12.9439,14.2309,15.0988,15.7688,16.2256,15.8988,16.6326,19.475,18.6646,10,8,11,22,17,30,11,18,15,19
0,0,2.00002,0.00025373,19.6914,22.0004,26.4571,29.6872,32.3046,34.1504,32.8251,35.8371,48.7155,44.8481,26,30,26,28,31,35,29,40,44,50
0,0,1.99995,0.000186581,15.1911,16.4816,18.876,20.5446,21.8615,22.7733,22.12,23.5951,29.5713,27.8262,15,19,15,28,16,13,16,19,39,25
0,0,2.00003,0.000196918,15.8113,17.2322,19.8844,21.744,23.2176,24.2408,23.5074,25.1649,31.9356,29.9499,10,14,21,26,23,28,32,33,29,22
0,0,1.99997,0.000217183,17.0978,18.8,22.0156,24.297,26.1193,27.3916,26.4791,28.5456,37.1251,34.5875,13,11,26,21,28,28,13,36,27,33
0,0,1.99989,0.000182442,14.9493,16.19,18.4862,20.0826,21.3405,22.2104,21.5872,22.9938,28.6737,27.018,17,17,15,17,27,24,26,22,26,20
0,0,2.00001,0.000197891,15.8705,17.304,19.9814,21.8597,23.3488,24.3829,23.6417,25.3171,32.1666,30.157,18,15,23,18,21,16,29,35,37,39
0,0,2.00006,0.000307285,24.2183,27.6989,34.6323,39.817,44.1071,47.1775,44.9693,50.0139,72.5384,65.6239,21,29,26,51,43,39,43,46,59,75
0,0,1.99994,0.000129021,12.1624,12.8679,14.1333,14.9859,15.6438,16.0921,15.7714,16.4914,19.2779,18.4838,11,7,10,15,17,14,15,9,23,14
0,0,1.99994,8.27639e-05,10.1722,10.5468,11.2009,11.6298,11.9547,12.1734,12.0172,12.3663,13.6689,13.305,5,12,11,9,7,14,12,17,13,14
0,0,2.00008,0.00011322,11.4439,12.0243,13.0559,13.7446,14.2727,14.631,14.3748,14.9491,17.144,16.5228,14,15,14,10,15,13,16,18,24,13
0,0,2.00005,0.000207276,16.4572,18.0175,20.9478,23.0148,24.6594,25.8046,24.9835,26.8411,34.4924,32.2387,16,21,15,22,26,26,21,30,44,28
0,0,1.99996,0.000220779,17.3367,19.0927,22.4168,24.7802,26.6707,27.9919,27.0443,29.1911,38.1302,35.4823,13,11,16,32,27,20,28,32,34,42
0,0,2.00009,0.000260645,20.2257,22.6658,27.3946,30.8359,33.6318,35.6074,34.1886,37.4152,51.288,47.1101,24,19,25,26,43,35,30,31,50,37
0,0,2.00008,0.000110518,11.325,11.8853,12.8797,13.5424,14.0501,14.3943,14.1483,14.6998,16.803,16.2084,12,19,15,16,15,13,16,13,17,9
0,0,2.00007,0.000310246,24.497,28.0539,35.1519,40.4687,44.8732,48.0281,45.7589,50.9443,74.1529,67.0199,21,31,44,38,40,45,50,39,69,58
0,0,2.00012,0.000206827,16.4298,17.9839,20.9019,22.9597,24.5967,25.7365,24.9193,26.768,34.3797,32.1381,15,20,22,23,31,35,26,31,37,41
0,0,2.00007,1.51971e-05,7.83636,7.88857,7.97621,8.03143,8.07218,8.09909,8.07991,8.12251,8.27325,8.23236,7,7,4,6,7,11,11,7,9,9
0,0,1.99988,0.000142393,12.8064,13.6286,15.115,16.1244,16.9074,17.4429,17.0597,17.9213,21.291,20.3253,10,17,8,16,16,17,24,19,21,19
0,0,2.00004,0.000132268,12.3171,13.05,14.3672,15.2564,15.9434,16.4119,16.0768,16.8296,19.7506,18.9171,10,16,9,16,15,20,19,13,19,19
0,0,1.99984,0.00022804,17.8277,19.6959,23.2474,25.7832,27.8174,29.2419,28.2199,30.5367,40.2399,37.3569,20,14,30,29,29,40,31,33,40,38
0,0,2.00004,0.000139556,12.6689,13.4655,14.9034,15.8782,16.6335,17.1498,16.7804,17.6106,20.8502,19.9228,16,14,13,18,15,13,22,20,24,15
0,0,2.00007,0.000233814,18.2341,20.1957,23.9377,26.6185,28.7738,30.2856,29.2008,31.6613,42.0144,38.9309,21,24,21,26,30,23,25,41,49,37
0,0,2.00001,0.000139105,12.6463,13.4389,14.8691,15.8384,16.5894,17.1025,16.7354,17.5606,20.7796,19.8583,14,15,15,21,11,20,10,20,19,16
0,0,1.99998,0.000256354,19.8912,22.2491,26.8072,30.116,32.7998,34.6939,33.3338,36.4255,49.6728,45.6903,24,22,30,26,22,44,22,38,45,54
0,0,1.99996,0.000230243,17.9823,19.8858,23.5092,26.0997,28.1795,29.6368,28.5912,30.9621,40.9093,37.9511,23,22,16,23,35,25,23,26,43,32
0,0,1.99989,0.000188808,15.3214,16.6392,19.0873,20.7956,22.1451,23.08,22.4101,23.923,30.0631,28.2684,11,15,16,23,24,18,25,28,30,43
0,0,1.99987,0.00015443,13.4158,14.3525,16.0578,17.224,18.1329,18.7567,18.3102,19.3152,23.2837,22.1405,14,11,15,19,23,10,20,21,22,24
0,0,1.99983,0.000453491,42.592,51.9272,72.2065,88.7138,103.175,113.948,106.165,124.202,214.999,185.451,38,55,77,83,106,117,117,120,225,189
0,0,2.00004,0.000252687,19.6125,21.9023,26.3192,29.5185,32.1098,33.9368,32.6251,35.6059,48.3402,44.5177,16,20,27,22,28,31,31,40,47,41
0,0,1.99979,0.000224148,17.5609,19.3681,22.796,25.2379,27.1938,28.562,27.5805,29.8047,39.0907,36.3361,21,19,21,26,36,36,28,35,54,46
0,0,1.99983,0.000108424,11.2309,11.7759,12.7417,13.3845,13.8766,14.2101,13.9717,14.5058,16.5394,15.965,18,12,15,16,12,15,22,15,12,15
0,0,2.00008,0.000332509,26.6972,30.8725,39.3147,45.721,51.0744,54.9324,52.1556,58.5148,87.4981,78.5094,24,28,32,59,53,57,54,63,100,97
0,0,1.99992,0.000139019,12.641,13.4328,14.8614,15.8296,16.5796,17.0921,16.7254,17.5496,20.7645,19.8444,9,15,14,27,13,19,22,20,13,17
0,0,2,0.000161769,13.8033,14.8145,16.6633,17.9332,18.9257,19.6082,19.1196,20.2203,24.5921,23.3288,13,15,19,22,31,23,23,20,23,24
0,0,1.99999,0.000249923,19.4034,21.6426,25.9548,29.0733,31.5965,33.3741,32.0979,34.9971,47.355,43.6497,15,18,25,23,33,26,41,39,56,52
0,0,1.99983,0.00031225,24.6815,28.29,35.4993,40.9059,45.3883,48.6006,46.29,51.5712,75.2479,67.9651,19,33,37,28,31,53,51,54,70,86
0,0,2.00009,0.000167531,14.1153,15.1875,17.1546,18.5103,19.5723,20.3037,19.7799,20.9604,25.6706,24.3062,11,16,15,19,21,17,12,21,28,21
0,0,2.00002,0.000308521,24.3331,27.8452,34.8466,40.0859,44.4232,47.5285,45.2951,50.3978,73.2046,66.2,23,36,30,41,34,46,38,40,65,60
0,0,1.9999,0.000293273,22.9385,26.075,32.2715,36.8675,40.6497,43.3461,41.4077,45.83,65.3528,59.394,23,26,21,44,41,51,42,48,72,51
0,0,1.99998,0.00018734,15.2362,16.536,18.9487,20.6309,21.9589,22.8786,22.2196,23.7076,29.7395,27.9776,18,23,20,21,16,14,17,30,33,27
0,0,2.00012,0.000169478,14.2223,15.3157,17.3239,18.7094,19.7957,20.5442,20.0082,21.2165,26.0456,24.6456,10,9,15,28,24,25,17,17,25,20
0,0,1.99974,0.000218688,17.1936,18.9178,22.1777,24.4926,26.3428,27.6351,26.7083,28.8076,37.5342,34.9514,18,25,16,25,19,24,25,23,30,35
0,0,2.00007,-4.75316e-05,6.15003,6.0236,5.81901,5.69478,5.60535,5.54731,5.58859,5.49744,5.19018,5.27123,6,6,2,9,9,7,8,4,5,9
0,0,2.00008,0.00010351,11.0225,11.5326,12.4339,13.0322,13.4892,13.7985,13.5775,14.0726,15.9503,15.421,12,7,9,14,15,13,12,17,21,16
0,0,2.00006,0.000160303,13.7263,14.7223,16.542,17.7908,18.7663,19.4368,18.9568,20.0379,24.3271,23.0885,27,15,17,13,26,15,19,25,15,18
0,0,2.00005,0.000107846,11.2084,11.7492,12.7075,13.3452,13.8331,14.1637,13.9274,14.4569,16.4721,15.903,9,16,9,18,20,21,9,18,19,7
0,0,2.00016,0.000164899,13.9735,15.0176,16.9303,18.2464,19.2764,19.9852,19.4777,20.6213,25.175,23.8574,9,18,8,18,19,13,27,19,23,14
0,0,1.99987,8.14432e-05,10.1197,10.4864,11.126,11.5451,11.8625,12.076,11.9235,12.2643,13.5344,13.1798,15,10,3,6,15,10,17,15,17,18
0,0,1.99996,0.000207819,16.4902,18.0579,21.003,23.0812,24.735,25.8868,25.061,26.9294,34.6286,32.3603,15,22,22,26,28,23,36,26,22,27
0,0,2.00002,0.000216285,17.0395,18.7285,21.9176,24.1789,25.9846,27.245,26.3411,28.388,36.88,34.3692,12,16,26,29,29,24,23,24,36,36
0,0,2.00017,0.000277916,21.623,24.4152,29.8818,33.9003,37.1874,39.521,37.8442,41.664,58.3182,53.2668,25,24,28,38,29,48,40,46,59,55
0,0,1.99977,0.000176845,14.6277,15.803,17.9712,19.4735,20.6548,21.4704,20.8862,22.2041,27.502,25.9613,10,18,18,11,30,16,18,17,33,36
0,0,2.00004,0.000297631,23.3311,26.5719,32.9909,37.764,41.6986,44.5071,42.4878,47.0964,67.5137,61.2708,22,32,28,35,40,38,38,55,59,48
0,0,1.99996,0.000230017,17.9666,19.8665,23.4825,26.0674,28.1425,29.5964,28.5533,30.9186,40.8407,37.8902,18,27,26,25,24,16,33,33,40,42
0,0,1.99984,0.000204216,16.2603,17.7781,20.6235,22.627,24.2193,25.327,24.5329,26.3291,33.7093,31.5382,19,20,22,23,15,26,18,27,35,35
0,0,1.99995,0.000172596,14.3923,15.5198,17.5946,19.0288,20.1545,20.9309,20.3748,21.6287,26.6519,25.1937,11,20,18,23,16,21,18,19,31,22
0,0,1.99996,0.000101285,10.9269,11.4214,12.2941,12.8726,13.3142,13.6128,13.3994,13.8773,15.6867,15.1772,16,14,11,10,11,11,7,14,19,10
0,0,2.00002,7.74696e-05,9.96701,10.3102,10.9076,11.298,11.5933,11.7916,11.65,11.9665,13.1425,12.8147,9,10,8,13,7,18,14,18,16,15
0,0,2,0.000211408,16.7212,18.3396,21.3864,23.5408,25.2577,26.4546,25.5964,27.5389,35.5664,33.1978,22,20,15,20,33,26,27,26,36,33
0,0,2.00005,0.000263271,20.4311,22.9223,27.7575,31.2817,34.1479,36.1746,34.719,38.0301,52.2968,47.9956,21,28,23,24,40,34,28,45,60,59
0,0,2.00017,0.000194914,15.6916,17.0867,19.6879,21.5095,22.9519,23.9528,23.2355,24.8565,31.4679,29.5305,19,13,22,19,22,21,18,35,34,27
0,0,2.00004,0.000140512,12.7157,13.5209,14.9751,15.9616,16.7262,17.2489,16.8749,17.7156,20.9988,20.0586,13,16,20,17,17,14,21,27,21,17
0,0,1.99996,0.000279149,21.7217,24.5399,30.0614,34.1232,37.4472,39.808,38.1116,41.9763,58.8432,53.7247,21,22,26,44,32,42,37,48,58,46
0,0,1.99995,0.000231879,18.0962,20.0261,23.7032,26.3346,28.4486,29.9306,28.8673,31.2787,41.4096,38.3947,15,21,28,25,28,24,32,28,49,45
0,0,1.99993,0.000137334,12.5592,13.336,14.7362,15.6843,16.4182,16.9195,16.5609,17.3668,20.5063,19.6085,8,13,13,22,12,15,24,22,21,23
0,0,2.0001,5.88942e-05,9.27761,9.51948,9.93592,10.2052,10.4073,10.5424,10.446,10.661,11.4485,11.2308,11,7,19,17,10,10,7,14,12,9
0,0,2.00014,0.00023382,18.2358,20.1976,23.94,26.6212,28.7768,30.2887,29.2038,31.6646,42.019,38.9351,26,24,21,23,39,21,33,27,48,26
0,0,2.00008,0.000170218,14.2625,15.3639,17.3878,18.7848,19.8803,20.6354,20.0946,21.3137,26.1883,24.7747,16,13,23,13,18,16,15,25,26,26
0,0,1.99994,0.000223364,17.5103,19.3057,22.7096,25.1333,27.074,28.4313,27.4577,29.6639,38.8691,36.1394,19,23,21,28,31,31,23,29,39,41
0,0,1.99997,0.000236879,18.4495,20.4616,24.3069,27.0667,29.2882,30.8477,29.7286,32.2678,42.9782,39.7842,21,15,23,35,31,35,37,35,55,30
0,0,2.00022,0.000236407,18.4204,20.4252,24.2553,27.0035,29.2152,30.7676,29.6536,32.1811,42.8383,39.6608,22,18,31,34,41,26,37,30,37,48
0,0,2.00008,0.000277747,21.607,24.3953,29.8538,33.866,37.1477,39.4774,37.8034,41.6166,58.2401,53.1984,26,19,28,29,40,43,46,46,49,48
0,0,1.99998,0.000200555,16.0341,17.5028,20.2502,22.1806,23.7125,24.7772,24.014,25.7396,32.8089,30.7325,15,16,21,32,23,23,24,34,37,32
0,0,2.00009,0.000240941,18.7435,20.8247,24.8114,27.6794,29.9918,31.6168,30.4505,33.0978,44.3009,40.9544,8,21,16,30,29,34,28,34,48,38
0,0,1.99996,7.23188e-05,9.77009,10.0838,10.6281,10.9829,11.2506,11.4302,11.302,11.5883,12.6481,12.3534,6,9,8,10,7,9,9,14,16,10
0,0,1.99981,0.000154991,13.4441,14.3863,16.1022,17.276,18.1911,18.8191,18.3696,19.3816,23.3796,22.2276,5,10,10,18,10,24,21,24,21,30
0,0,1.99991,0.000218931,17.2126,18.9407,22.2086,24.5294,26.3845,27.6803,26.7509,28.856,37.6083,35.0177,22,17,19,28,29,30,20,35,36,37
0,0,2.00012,0.000458057,43.3625,52.9722,73.9046,90.9884,105.982,117.165,109.085,127.818,222.485,191.624,44,63,72,96,100,107,97,135,246,194
0,0,1.99998,0.000173859,14.463,15.6047,17.7071,19.1614,20.3035,21.0914,20.5271,21.7998,26.9038,25.4214,13,10,24,32,23,18,10,29,24,27
0,0,1.99991,0.000234703,18.2939,20.2698,24.041,26.7441,28.9182,30.4435,29.349,31.8318,42.2859,39.1712,23,17,21,26,22,39,29,25,41,30
0,0,1.99989,-1.02735e-06,7.35895,7.35564,7.35015,7.34673,7.34421,7.34256,7.34374,7.34113,7.33201,7.33446,9,7,7,5,4,6,14,5,11,3
0,0,1.99999,0.000197755,15.8618,17.2935,19.9674,21.843,23.3298,24.3624,23.6223,25.2952,32.1334,30.1272,16,9,23,22,30,16,18,26,27,32
0,0,2.00011,0.000246831,19.1751,21.3591,25.5573,28.5879,31.037,32.7609,31.5234,34.3339,46.2841,42.7057,22,23,25,30,38,29,24,37,40,50
0,0,2.00022,0.000237084,18.4687,20.4848,24.3381,27.1039,29.3305,30.8936,29.7719,32.3171,43.0546,39.8522,19,18,31,30,23,24,30,43,38,41
0,0,1.99992,9.04612e-05,10.479,10.9016,11.6426,12.1307,12.5017,12.7518,12.5731,12.9729,14.4735,14.0529,8,5,9,15,14,11,9,9,21,10
0,0,1.99991,0.000149935,13.1853,14.0782,15.6995,16.8054,17.6658,18.2555,17.8334,18.783,22.5193,21.4451,14,17,23,17,13,19,17,18,31,16
0,0,2.00007,0.000136725,12.5314,13.303,14.6932,15.6342,16.3624,16.8598,16.504,17.3035,20.4165,19.5265,20,11,12,14,11,13,16,6,16,17
0,0,2.00011,9.83427e-05,10.805,11.2794,12.1154,12.6686,13.0903,13.3753,13.1717,13.6276,15.3496,14.8653,14,18,10,9,15,11,13,16,10,8
0,0,1.99994,0.000283206,22.0643,24.9712,30.6801,34.8897,38.3402,40.7934,39.0304,43.0486,60.6433,55.2951,29,25,32,42,31,36,38,35,61,59
0,0,2,0.000250594,19.454,21.7054,26.0428,29.1808,31.7204,33.5099,32.2251,35.144,47.5923,43.8589,16,23,21,32,32,21,25,30,48,48
0,0,2.00023,0.000163162,13.881,14.9069,16.7842,18.0747,19.084,19.7782,19.2811,20.401,24.8537,23.5663,12,14,19,17,27,19,18,17,31,22
0,0,1.99998,-4.53346e-05,6.20191,6.08025,5.88312,5.76327,5.67692,5.62084,5.66073,5.57263,5.27518,5.35372,7,5,6,5,3,3,4,3,4,7
0,0,2.00006,0.000125497,11.9994,12.6758,13.8867,14.7009,15.3283,15.7554,15.45,16.1356,18.7816,18.0287,19,10,10,11,18,23,14,17,22,23
0,0,2.00012,0.000243956,18.9635,21.0969,25.1909,28.1413,30.5229,32.1979,30.9956,33.7255,45.306,41.8424,21,32,20,37,38,27,34,41,58,51
0,0,1.99996,0.000220334,17.3069,19.0562,22.3668,24.7199,26.6018,27.9169,26.9736,29.1104,38.0043,35.3702,13,20,29,24,32,30,25,32,36,34
0,0,1.99991,0.00011913,11.7061,12.3316,13.4473,14.1946,14.769,15.1594,14.8803,15.5064,17.9108,17.2285,8,17,23,20,14,11,15,19,13,13
0,0,1.99998,0.000265597,20.6143,23.1513,28.0824,31.6812,34.6108,36.6837,35.1948,38.5824,53.2059,48.7929,28,25,26,30,57,28,48,38,59,44
0,0,2.00019,0.000309163,24.3976,27.9269,34.9651,40.2339,44.5968,47.7209,45.4739,50.608,73.567,66.5138,25,34,37,52,39,53,46,41,92,86
0,0,1.99994,0.000259874,20.1627,22.5875,27.2847,30.7014,33.4766,35.4371,34.0292,37.2307,50.9876,46.8459,15,25,23,28,43,46,31,39,53,33
0,0,1.99994,0.000172478,14.3855,15.5117,17.5839,19.0162,20.1403,20.9156,20.3604,21.6124,26.6281,25.1722,23,19,21,29,21,20,16,19,16,32
0,0,2.00014,0.000205178,16.3257,17.8571,20.7297,22.7535,24.3625,25.4821,24.6794,26.4951,33.9615,31.7642,16,26,18,22,24,24,22,22,32,32
0,0,1.99999,0.000197803,15.8647,17.2971,19.9722,21.8487,23.3363,24.3694,23.6289,25.3027,32.1449,30.1375,11,10,30,26,20,26,26,34,35,34
0,0,2.00008,0.000197554,15.8509,17.2802,19.949,21.8209,23.3047,24.3351,23.5966,25.2659,32.0884,30.087,14,20,13,27,23,18,23,27,32,34
0,0,2.00003,0.000212564,16.7965,18.4315,21.5116,23.691,25.4288,26.6405,25.7716,27.7384,35.8743,33.4726,18,23,27,26,26,26,17,38,40,33
0,0,1.99984,9.46611e-05,10.6496,11.0994,11.8901,12.4122,12.8097,13.078,12.8863,13.3154,14.9313,14.4776,15,11,16,12,16,9,12,9,16,12
0,0,1.99995,0.000278205,21.6425,24.4403,29.9189,33.9468,37.242,39.5816,37.9005,41.7301,58.4313,53.3651,26,23,36,39,39,46,38,31,66,54
0,0,1.99997,0.000350598,28.6264,33.3661,43.0528,50.4811,56.7325,61.2601,57.9995,65.4798,100.08,89.2705,36,31,36,52,56,73,59,76,107,85
0,0,2.00011,0.000161247,13.777,14.7828,16.6214,17.8839,18.8704,19.5487,19.0631,20.1568,24.4995,23.2449,17,19,18,15,22,14,21,19,18,23
0,0,1.99987,0.000182621,14.9593,16.202,18.5024,20.1019,21.3622,22.2339,21.6094,23.0189,28.7112,27.0518,13,12,14,15,29,15,22,24,32,31
