# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 11:29:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmphq3csp0a/hiim9402.json
# init = 2 (Default)
# random
#   seed = 92123
# output
#   file = /home/lab5/output/code3-20230416112911_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,9.28541e-05,2.4991,2.49824,2.49879,2.50021,2.49966,2.50124,2.50067,2.50075,2.4999,2.503,17.4231,18.129,19.4057,20.2701,20.8951,21.3581,21.039,21.7276,24.2905,23.6394,13,21,19,30,24,19,12,26,37,29
0,0,3.2879e-05,2.49811,2.50101,2.50001,2.49992,2.50176,2.50083,2.50007,2.49993,2.50083,2.49993,13.8062,14.0468,14.3722,14.587,14.7747,14.8677,14.7804,14.9474,15.568,15.3881,21,17,13,11,20,14,10,16,24,10
0,0,6.60279e-05,2.50128,2.49866,2.50138,2.50121,2.50122,2.49917,2.49892,2.49995,2.50052,2.50081,15.7422,16.1607,17.0015,17.5159,17.9055,18.1291,17.9387,18.3722,19.9116,19.4932,20,16,18,17,17,19,13,13,25,22
0,0,3.25603e-05,2.5013,2.49922,2.49988,2.49967,2.50056,2.49908,2.49837,2.49962,2.50021,2.49926,13.8333,14.0024,14.3473,14.558,14.7297,14.8131,14.7277,14.9132,15.5216,15.3431,14,14,10,12,15,16,12,16,14,12
0,0,0.000130637,2.50016,2.49984,2.49996,2.49908,2.49949,2.49921,2.50029,2.49981,2.49965,2.49978,20.1825,21.3614,23.4922,24.9058,26.0238,26.7717,26.26,27.461,32.1583,30.8216,21,20,27,25,20,34,19,24,40,27
0,0,4.68103e-05,2.49896,2.50123,2.5002,2.50075,2.49945,2.49933,2.49952,2.50028,2.49765,2.49963,14.582,14.9172,15.4176,15.7575,15.9842,16.147,16.0327,16.3068,17.2117,16.9846,19,17,14,12,20,16,15,16,17,22
0,0,0.000167907,2.49911,2.5012,2.50186,2.5,2.50173,2.50107,2.50084,2.50016,2.49978,2.49899,23.2832,25.1085,28.3871,30.5787,32.3932,33.5841,32.7083,34.6415,42.429,40.1372,31,27,27,40,36,41,43,30,44,42
0,0,0.000146065,2.49924,2.49964,2.49961,2.49997,2.50041,2.49988,2.50122,2.50326,2.49971,2.49982,21.402,22.822,25.378,27.1277,28.4921,29.4028,28.779,30.3327,36.0682,34.3948,30,23,29,33,27,39,32,28,44,43
0,0,0.000128823,2.49932,2.49935,2.50116,2.49834,2.50086,2.5014,2.50033,2.49909,2.5001,2.50114,20.0246,21.1849,23.307,24.6411,25.7861,26.5384,25.9824,27.1331,31.7419,30.4684,12,20,26,23,20,26,22,34,43,32
0,0,0.000174808,2.49961,2.49939,2.5001,2.49996,2.50071,2.49972,2.49858,2.50246,2.50121,2.4978,23.9242,25.8178,29.3373,31.7561,33.6848,34.9646,33.9853,36.2447,44.7262,42.1047,13,33,20,38,32,28,37,32,59,36
0,0,0.00016427,2.50049,2.50052,2.4999,2.49979,2.49972,2.50044,2.50025,2.50025,2.50097,2.4997,22.9902,24.7019,27.818,29.9688,31.6516,32.8344,31.9978,33.8692,41.3464,39.1407,22,21,29,31,29,33,33,30,47,29
0,0,5.06411e-05,2.49981,2.50156,2.49867,2.49889,2.49997,2.5002,2.50004,2.49923,2.50073,2.50125,14.812,15.1699,15.6935,16.062,16.3528,16.539,16.4062,16.6827,17.7635,17.4817,15,13,12,19,20,25,11,16,15,18
0,0,8.29867e-05,2.50136,2.49933,2.4993,2.49804,2.50045,2.4992,2.50095,2.50123,2.5002,2.50175,16.8095,17.3948,18.476,19.1613,19.7456,20.0828,19.8592,20.4433,22.5795,22.0108,24,17,13,16,16,11,17,22,23,24
0,0,0.00013901,2.50137,2.50091,2.50051,2.50094,2.50035,2.49934,2.5004,2.49991,2.50033,2.50003,20.871,22.168,24.5157,26.1241,27.3455,28.1623,27.5875,28.9325,34.2465,32.7196,25,21,18,34,26,30,25,33,44,40
0,0,4.42749e-05,2.49921,2.49909,2.50009,2.50059,2.49797,2.4991,2.49835,2.50035,2.50159,2.49809,14.4435,14.7239,15.2208,15.5376,15.7271,15.8982,15.777,16.0526,16.9571,16.6557,16,9,10,13,22,15,14,13,20,16
0,0,0.000182889,2.50019,2.49954,2.4997,2.50063,2.49984,2.49847,2.50062,2.50125,2.50017,2.49969,24.6971,26.7349,30.5413,33.2166,35.2744,36.6656,35.711,38.0679,47.4458,44.6784,25,25,43,43,36,34,34,57,50,39
0,0,0.000101517,2.50066,2.50123,2.50098,2.50024,2.50055,2.49973,2.49862,2.49953,2.50043,2.49922,18.0441,18.8734,20.3139,21.2564,21.994,22.47,22.0926,22.9031,25.9199,25.0458,17,16,25,21,25,19,16,24,29,33
0,0,0.000115286,2.50142,2.50124,2.50016,2.49923,2.50057,2.49799,2.5005,2.50156,2.50097,2.49738,19.0443,20.0248,21.752,22.8994,23.8276,24.3738,23.9996,25.0027,28.7285,27.5698,19,23,27,19,24,31,25,23,43,33
0,0,0.000133158,2.49994,2.50174,2.50027,2.50097,2.49956,2.49957,2.50004,2.50024,2.49896,2.50046,20.3755,21.6352,23.7994,25.3002,26.4101,27.1919,26.6453,27.9072,32.7444,31.4002,19,17,17,25,24,39,23,20,38,32
0,0,0.000122237,2.49874,2.50002,2.50047,2.50147,2.49992,2.49872,2.49796,2.49977,2.49916,2.49794,19.5103,20.6073,22.5326,23.8422,24.7941,25.4364,24.9369,26.0612,30.1972,28.9822,22,21,21,21,31,23,30,26,35,29
0,0,0.000196993,2.49995,2.50106,2.50051,2.50012,2.49889,2.50141,2.49835,2.50061,2.5003,2.49994,26.0739,28.4493,32.8119,35.8676,38.2523,40.0395,38.709,41.5334,52.6964,49.4007,28,25,27,47,41,42,43,42,48,52
0,0,0.000168455,2.50024,2.49879,2.49807,2.49903,2.49916,2.50108,2.50141,2.50132,2.50157,2.50132,23.359,25.107,28.3575,30.6408,32.4131,33.6958,32.8324,34.8,42.6784,40.3878,24,23,25,27,32,29,40,30,34,41
0,0,0.000143214,2.49992,2.50027,2.4997,2.49963,2.50207,2.50067,2.49843,2.50047,2.49963,2.50166,21.1821,22.558,25.019,26.6979,28.0706,28.9244,28.2219,29.7163,35.3091,33.767,26,22,26,27,27,39,27,27,40,30
0,0,0.000107625,2.49945,2.50017,2.50005,2.50021,2.49808,2.50092,2.50088,2.49887,2.49893,2.50116,18.4527,19.3552,20.928,21.9794,22.7328,23.3414,22.9517,23.7747,27.0831,26.2077,19,20,19,21,23,26,29,24,23,23
0,0,0.000198894,2.49911,2.49913,2.4994,2.50058,2.50344,2.50091,2.49947,2.50194,2.5021,2.50016,26.2439,28.6277,33.0903,36.2602,38.854,40.4814,39.188,42.0836,53.5425,50.084,17,25,37,42,31,44,41,47,70,61
0,0,0.000198629,2.50003,2.49911,2.50153,2.49818,2.49991,2.49981,2.4994,2.50012,2.50041,2.5023,26.2413,28.5946,33.1169,36.1209,38.6576,40.372,39.1242,41.9379,53.3475,50.0971,14,23,35,33,49,45,43,45,58,46
0,0,0.000114486,2.50132,2.50304,2.49898,2.50019,2.49912,2.50037,2.50052,2.49901,2.50011,2.49787,18.9837,19.992,21.639,22.8212,23.6825,24.3144,23.8875,24.8152,28.5335,27.4269,14,15,22,28,31,28,22,27,42,27
0,0,6.04123e-05,2.50036,2.49927,2.49935,2.50073,2.49984,2.49972,2.50064,2.5004,2.5001,2.50052,15.3903,15.7847,16.4947,16.9769,17.3065,17.5348,17.3864,17.7494,19.0896,18.7252,18,16,15,17,24,22,11,13,22,19
0,0,0.000107764,2.49897,2.49986,2.50022,2.49894,2.50004,2.49887,2.49947,2.4994,2.50112,2.4999,18.4538,19.3607,20.9461,21.9682,22.796,23.313,22.9382,23.808,27.1706,26.2005,24,14,18,22,19,19,31,23,28,20
0,0,-1.02688e-05,2.49926,2.50057,2.50021,2.50148,2.50124,2.5007,2.50059,2.50182,2.49944,2.50196,11.7001,11.6629,11.572,11.5329,11.4907,11.4587,11.4758,11.4492,11.2809,11.3473,6,4,10,15,8,12,17,18,17,10
0,0,2.57436e-05,2.50124,2.49873,2.50041,2.49871,2.49865,2.49966,2.49897,2.49789,2.50141,2.49799,13.473,13.5913,13.8712,14.0106,14.1303,14.2246,14.1579,14.2691,14.7725,14.5989,18,17,19,15,12,14,15,20,15,13
0,0,6.04771e-05,2.50016,2.49995,2.50088,2.50087,2.50151,2.50037,2.49824,2.50043,2.49991,2.50075,15.391,15.7999,16.5255,16.9853,17.3419,17.5531,17.3512,17.7569,19.0953,18.7382,13,16,4,6,13,14,22,18,19,19
0,0,1.78948e-05,2.49987,2.50111,2.5012,2.49851,2.49984,2.50014,2.50104,2.4988,2.5017,2.50104,13.0528,13.1715,13.3452,13.418,13.516,13.5732,13.5476,13.6013,13.9392,13.8491,18,20,18,15,16,19,11,14,15,13
0,0,3.89749e-05,2.50061,2.49904,2.49961,2.50032,2.50176,2.49897,2.49951,2.4992,2.49848,2.49983,14.1707,14.3914,14.8135,15.0886,15.3077,15.396,15.3109,15.514,16.2514,16.0679,17,11,12,18,22,20,15,15,15,9
0,0,0.000124582,2.49881,2.50162,2.49917,2.49973,2.50014,2.49989,2.49992,2.49966,2.50028,2.50092,19.6892,20.8493,22.77,24.1086,25.1401,25.8289,25.3325,26.4415,30.7627,29.5572,16,24,29,22,35,26,15,26,29,33
0,0,1.61096e-05,2.50038,2.49878,2.50025,2.50005,2.49904,2.49979,2.50036,2.50272,2.50037,2.50047,12.9696,13.0404,13.2135,13.3078,13.3659,13.4232,13.397,13.5038,13.7373,13.6667,10,14,14,7,13,9,19,11,14,12
0,0,9.92036e-05,2.49974,2.49853,2.49865,2.50095,2.49733,2.49937,2.50066,2.49948,2.49963,2.50035,17.8672,18.6363,20.0324,21.0034,21.6305,22.1506,21.8387,22.5746,25.4575,24.6651,18,18,20,16,25,23,24,25,21,20
0,0,0.000127354,2.49835,2.49922,2.50034,2.49999,2.50047,2.50055,2.50027,2.50126,2.49845,2.50253,19.892,21.0489,23.1165,24.4839,25.5568,26.2818,25.7577,26.9448,31.3456,30.1939,25,23,20,11,35,30,21,27,31,30
0,0,0.000162203,2.49926,2.49958,2.49883,2.50169,2.4992,2.50152,2.50042,2.49998,2.50046,2.49978,22.7793,24.4603,27.5009,29.6875,31.2569,32.4626,31.6167,33.4269,40.6952,38.5729,27,21,30,36,23,18,26,31,44,37
0,0,0.000121284,2.49878,2.49938,2.49896,2.5001,2.49957,2.50034,2.4996,2.49825,2.49887,2.49907,19.4395,20.5098,22.391,23.6854,24.6486,25.3314,24.8383,25.868,29.9753,28.819,19,17,28,25,17,26,21,30,22,27
0,0,0.000223212,2.49909,2.49862,2.49975,2.50216,2.49941,2.49997,2.50027,2.50054,2.50049,2.49915,28.8285,31.7672,37.4062,41.4955,44.5749,46.8341,45.2448,48.8907,64.0474,59.4726,27,29,38,43,34,50,47,54,60,63
0,0,6.47362e-05,2.49994,2.50085,2.50099,2.50047,2.50053,2.50102,2.49875,2.4988,2.49906,2.50066,15.6428,16.1064,16.885,17.3795,17.7592,18.0216,17.8002,18.2042,19.6927,19.3122,17,20,25,19,23,24,18,16,18,23
0,0,-4.69318e-05,2.50041,2.50012,2.5,2.49872,2.49944,2.50022,2.50058,2.49956,2.49928,2.50069,10.1667,9.95734,9.62225,9.40736,9.26813,9.18046,9.25124,9.09298,8.58864,8.73328,7,10,7,8,10,12,12,9,9,9
0,0,0.000246299,2.49988,2.50046,2.4987,2.50156,2.49924,2.50108,2.49958,2.5011,2.4992,2.49903,31.5426,35.1473,41.9655,47.0646,50.9694,53.893,51.784,56.4764,75.9402,70.0689,32,48,41,52,53,53,53,54,68,63
0,0,7.41289e-05,2.49842,2.50081,2.50127,2.5001,2.50101,2.50033,2.49954,2.5,2.5001,2.5015,16.1963,16.7696,17.7061,18.2908,18.7651,19.0593,18.8253,19.3232,21.1387,20.6627,16,17,16,18,19,16,21,16,19,28
0,0,0.000218366,2.50078,2.50014,2.49953,2.50089,2.49975,2.49737,2.50004,2.49984,2.49891,2.49918,28.3415,31.1593,36.4978,40.3564,43.3511,45.3665,43.9643,47.4051,61.6837,57.4607,32,34,32,32,61,29,43,51,60,57
0,0,6.16276e-05,2.50129,2.50079,2.50036,2.50158,2.49922,2.50002,2.49913,2.49977,2.49887,2.50261,15.477,15.8915,16.6126,17.1048,17.4184,17.6692,17.4845,17.8727,19.2392,18.9271,9,17,13,25,18,16,16,12,24,20
0,0,7.30192e-05,2.49988,2.49964,2.49795,2.50129,2.501,2.501,2.49929,2.4992,2.50086,2.49994,16.1505,16.6701,17.5494,18.2015,18.6442,18.9448,18.6981,19.1748,20.981,20.4685,16,21,17,15,21,11,18,23,20,18
