# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 11:05:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/8qagaqkr.json
# init = 2 (Default)
# random
#   seed = 66003
# output
#   file = /home/lab5/output/code3-20230416110526_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,4.83423e-05,2.49899,2.49904,2.49925,2.50007,2.49899,2.50124,2.49934,2.49858,2.49897,2.49863,14.669,14.9829,15.5222,15.8795,16.1199,16.3282,16.1747,16.435,17.4319,17.1535,11,18,13,20,15,12,13,11,17,16
0,0,0.000116988,2.50039,2.50109,2.49987,2.50016,2.49962,2.50005,2.50109,2.50063,2.50074,2.50093,19.1503,20.1688,21.9325,23.1355,24.0415,24.6761,24.2551,25.2454,29.0877,28.0044,19,18,24,25,27,25,15,26,25,29
0,0,7.17086e-05,2.50004,2.50062,2.49878,2.50196,2.50077,2.49874,2.5006,2.49933,2.50164,2.50007,16.0715,16.5927,17.4485,18.0833,18.4983,18.7531,18.5789,19.0216,20.7937,20.2814,15,16,16,11,16,24,25,20,23,19
0,0,8.1927e-05,2.49844,2.50127,2.498,2.49902,2.50126,2.49995,2.50138,2.49941,2.49971,2.49931,16.6919,17.3493,18.3541,19.069,19.6404,19.9698,19.7444,20.272,22.3914,21.7925,14,13,15,19,26,18,15,16,18,26
0,0,0.000109752,2.50027,2.49995,2.49919,2.50058,2.49813,2.49973,2.49906,2.50012,2.4999,2.49967,18.6201,19.5286,21.1346,22.2454,23.0168,23.6145,23.1982,24.1214,27.5413,26.5672,19,24,21,25,26,28,18,24,28,23
0,0,7.69003e-05,2.49964,2.50142,2.50246,2.49994,2.50037,2.49881,2.49941,2.50135,2.49927,2.50079,16.3906,16.981,17.9759,18.5679,19.0576,19.351,19.1318,19.6859,21.5606,21.0589,14,17,18,19,21,19,21,27,21,30
0,0,0.000159039,2.50026,2.50039,2.50041,2.49697,2.50103,2.49914,2.50023,2.4996,2.50024,2.49964,22.525,24.1493,27.1099,29.0397,30.7437,31.7733,31.0283,32.763,39.7406,37.7103,23,31,29,22,27,28,29,31,43,40
0,0,0.000139543,2.50037,2.50038,2.50024,2.50053,2.49811,2.49856,2.50098,2.50014,2.50167,2.49994,20.8933,22.2072,24.5747,26.1897,27.3691,28.2309,27.6901,29.0352,34.4286,32.8407,20,24,30,23,24,35,31,33,29,30
0,0,5.45853e-05,2.49881,2.50128,2.49926,2.49845,2.50148,2.50098,2.50237,2.50058,2.4998,2.50171,15.0243,15.4252,16.0172,16.4058,16.7573,16.9504,16.8301,17.1203,18.275,17.987,22,10,15,9,12,11,22,17,14,15
0,0,3.15405e-05,2.50059,2.50107,2.50034,2.50042,2.50209,2.49989,2.50094,2.50068,2.50182,2.49944,13.7691,13.967,14.2806,14.4876,14.665,14.7342,14.6773,14.8345,15.4292,15.235,13,20,13,13,12,16,10,14,14,15
0,0,7.9194e-05,2.49994,2.50032,2.49772,2.49933,2.50071,2.50056,2.49877,2.49842,2.50338,2.49877,16.5413,17.1304,18.0985,18.7914,19.3201,19.6551,19.3791,19.9105,22.0218,21.3618,16,20,20,18,24,15,13,21,13,25
0,0,7.0365e-05,2.50094,2.49994,2.50093,2.50099,2.50111,2.50012,2.49999,2.4995,2.50167,2.49968,16.0028,16.486,17.3684,17.9334,18.3607,18.6273,18.4216,18.8663,20.5877,20.0808,22,20,21,21,13,20,6,27,25,19
0,0,8.81187e-05,2.49922,2.50098,2.49824,2.50087,2.49885,2.4973,2.49947,2.4994,2.49869,2.50064,17.1092,17.8123,18.9389,19.7637,20.3113,20.6749,20.4368,21.0681,23.422,22.8032,16,28,17,18,29,26,20,19,17,18
0,0,4.5055e-05,2.50065,2.50208,2.50113,2.50101,2.49979,2.50016,2.50001,2.49883,2.50198,2.49995,14.508,14.8177,15.2965,15.6107,15.8273,15.9901,15.8758,16.1063,17.0624,16.7795,19,21,18,15,17,15,18,17,11,14
0,0,0.000172961,2.50061,2.49899,2.50081,2.5003,2.50029,2.49981,2.50001,2.49943,2.50021,2.49976,23.7779,25.6032,29.0869,31.4469,33.3107,34.5801,33.6665,35.7221,44.0719,41.6371,21,22,33,29,39,38,33,28,44,38
0,0,4.50447e-05,2.49909,2.49929,2.50184,2.5013,2.49945,2.50036,2.5005,2.49913,2.49949,2.50101,14.4847,14.7757,15.3065,15.6143,15.8211,15.9924,15.8827,16.1101,17.0186,16.796,12,6,14,13,16,12,16,7,19,15
0,0,0.000102487,2.49894,2.50247,2.49901,2.49913,2.49879,2.49991,2.49783,2.50024,2.49773,2.50037,18.0807,18.9758,20.373,21.3459,22.0795,22.6059,22.2013,23.0582,26.037,25.2479,20,16,21,26,16,20,26,21,20,23
0,0,4.00551e-05,2.49934,2.49958,2.50146,2.49975,2.50095,2.50018,2.50111,2.49971,2.49965,2.49896,14.2118,14.4662,14.9217,15.1695,15.3918,15.5155,15.4331,15.6266,16.4016,16.1777,10,11,12,9,19,10,22,18,12,17
0,0,0.000152903,2.49903,2.50049,2.49961,2.50137,2.50023,2.50175,2.50264,2.49938,2.49961,2.49908,21.9705,23.5229,26.2655,28.203,29.6424,30.6985,30.0016,31.5286,37.9452,36.0809,25,33,25,31,31,21,36,40,43,31
0,0,0.000122681,2.50046,2.50084,2.50075,2.50095,2.50034,2.49826,2.49885,2.50072,2.50129,2.49951,19.5773,20.6634,22.5891,23.8877,24.8686,25.4926,25.0241,26.1581,30.3615,29.1191,28,24,30,13,27,24,21,31,27,38
0,0,0.000109291,2.50029,2.49926,2.50012,2.50064,2.50155,2.50014,2.50184,2.49927,2.5006,2.50072,18.5873,19.4766,21.1052,22.1904,23.0338,23.5586,23.1997,24.0321,27.4662,26.5082,22,15,24,23,19,15,13,32,36,33
0,0,0.000120252,2.50113,2.49967,2.5002,2.49913,2.49989,2.49977,2.49951,2.50005,2.50079,2.50038,19.4076,20.4249,22.3027,23.5291,24.509,25.16,24.6858,25.7487,29.8034,28.6461,23,12,19,20,16,21,31,24,24,27
0,0,0.000163573,2.49832,2.49991,2.50076,2.50022,2.50056,2.50123,2.50233,2.49885,2.5019,2.49847,22.8785,24.613,27.7446,29.8672,31.5501,32.7226,31.9333,33.6754,41.1712,38.8993,16,26,31,24,28,33,34,36,32,41
0,0,0.000113291,2.49909,2.50078,2.49909,2.50017,2.49973,2.49945,2.49852,2.50107,2.50143,2.50073,18.8541,19.8445,21.5118,22.6717,23.533,24.1174,23.673,24.6822,28.3187,27.2728,11,14,25,20,23,22,36,27,25,25
0,0,7.29394e-05,2.50053,2.4996,2.49896,2.50056,2.50069,2.49897,2.50023,2.49854,2.50197,2.5008,16.1561,16.6639,17.56,18.1804,18.6297,18.8971,18.707,19.1527,20.9918,20.4745,13,19,17,14,13,19,13,10,16,19
0,0,4.7328e-05,2.49997,2.49998,2.49908,2.50056,2.50253,2.4985,2.50022,2.49761,2.50111,2.5009,14.626,14.9317,15.4405,15.7992,16.0819,16.1841,16.0927,16.3158,17.338,17.069,17,13,9,20,11,20,9,12,25,16
0,0,6.56017e-05,2.49877,2.5004,2.50032,2.50037,2.4992,2.49962,2.50067,2.49937,2.50104,2.49882,15.6769,16.1592,16.9472,17.4604,17.8252,18.0906,17.9253,18.313,19.859,19.3958,19,14,22,20,19,15,19,11,21,21
0,0,9.39265e-05,2.50087,2.50038,2.50061,2.50074,2.50037,2.50134,2.50086,2.50107,2.5011,2.50163,17.5265,18.2519,19.5461,20.4002,21.0407,21.4989,21.1759,21.8801,24.5142,23.7877,19,20,18,17,16,15,21,28,19,14
0,0,5.37048e-05,2.49988,2.5015,2.49893,2.5014,2.50024,2.50006,2.5011,2.50076,2.49931,2.50212,14.9894,15.3703,15.9412,16.375,16.6512,16.8451,16.7219,17.0298,18.1468,17.8821,25,15,12,18,18,17,17,16,21,13
0,0,0.00012099,2.50109,2.49865,2.49813,2.49983,2.49897,2.50038,2.50142,2.49861,2.49912,2.49774,19.4623,20.4689,22.3393,23.6409,24.5917,25.2876,24.8405,25.83,29.9173,28.7208,16,24,22,22,27,30,19,29,38,22
0,0,0.000155898,2.5019,2.49934,2.49881,2.49986,2.49887,2.49864,2.50041,2.49853,2.5013,2.50055,22.2899,23.8003,26.6425,28.6264,30.1223,31.1613,30.4664,32.0943,38.8649,36.9112,30,31,34,35,29,37,29,29,41,39
0,0,9.18304e-05,2.50073,2.49908,2.50038,2.49987,2.50113,2.50054,2.49908,2.49978,2.49933,2.49913,17.3826,18.0646,19.3368,20.1497,20.8016,21.2118,20.8795,21.5687,24.0926,23.3773,16,16,21,26,15,22,28,19,24,30
0,0,6.66535e-05,2.50006,2.50025,2.49858,2.49996,2.50011,2.49916,2.50203,2.4994,2.49991,2.49941,15.761,16.23,17.0074,17.5541,17.9509,18.1975,18.061,18.4337,19.9922,19.5528,9,14,20,15,14,21,15,23,12,30
0,0,3.29284e-06,2.49939,2.50103,2.49925,2.49895,2.49972,2.49996,2.50072,2.50053,2.49994,2.50048,12.3309,12.3689,12.3765,12.3914,12.4145,12.4264,12.4295,12.4413,12.4836,12.477,16,8,8,14,14,16,9,12,12,12
0,0,5.15685e-05,2.50134,2.50138,2.50129,2.49838,2.5,2.49927,2.49878,2.49952,2.49887,2.50084,14.888,15.2278,15.8081,16.1356,16.4416,16.6162,16.475,16.784,17.8531,17.5901,14,9,12,18,13,15,20,16,18,22
0,0,0.000144106,2.4996,2.49917,2.49886,2.498,2.50002,2.50042,2.50035,2.4984,2.50136,2.49907,21.2483,22.6198,25.1104,26.7851,28.1585,29.0731,28.4248,29.8197,35.6053,33.8938,28,27,33,19,20,27,23,41,27,32
0,0,9.01853e-05,2.49996,2.50085,2.49992,2.50066,2.50087,2.50103,2.50055,2.50045,2.50003,2.49962,17.2592,17.969,19.1687,19.9847,20.5983,21.0125,20.7091,21.3633,23.8165,23.1169,22,19,20,17,23,17,17,22,38,20
0,0,5.04182e-05,2.50027,2.49971,2.50121,2.49958,2.50008,2.50012,2.50034,2.49967,2.5009,2.49943,14.806,15.1274,15.7157,16.0535,16.3334,16.5154,16.3896,16.6669,17.7371,17.4224,17,14,12,21,19,16,14,19,16,18
0,0,0.00013096,2.49877,2.50111,2.4982,2.49879,2.50062,2.50007,2.50199,2.49895,2.5008,2.49805,20.1795,21.4181,23.489,24.9426,26.1022,26.8469,26.3545,27.4925,32.2728,30.839,20,27,26,17,34,28,28,21,22,31
0,0,0.000146959,2.50097,2.49843,2.50037,2.50188,2.50111,2.50014,2.50117,2.50007,2.50044,2.49924,21.5134,22.882,25.5116,27.3131,28.6607,29.5696,28.929,30.4047,36.3351,34.5939,26,23,32,26,35,28,29,26,35,36
0,0,5.1391e-05,2.5016,2.49893,2.49984,2.49958,2.501,2.50082,2.49975,2.50001,2.49967,2.4993,14.8816,15.1789,15.7711,16.1393,16.4411,16.6242,16.4739,16.7737,17.8439,17.5409,22,20,18,12,14,16,12,24,17,20
0,0,0.00012016,2.49994,2.50059,2.5005,2.49799,2.50048,2.49999,2.50077,2.50073,2.4994,2.49871,19.3775,20.4356,22.2991,23.4903,24.5102,25.1514,24.7036,25.7514,29.7417,28.5794,20,20,21,21,16,19,29,23,24,30
0,0,0.000168735,2.49867,2.5018,2.50078,2.49862,2.50073,2.50055,2.5006,2.4988,2.49993,2.49974,23.3476,25.2129,28.4745,30.6753,32.5167,33.7347,32.8601,34.7728,42.6974,40.4044,19,21,27,30,23,36,26,33,43,40
0,0,0.000142145,2.49971,2.49875,2.49965,2.49943,2.50043,2.49755,2.49824,2.49931,2.50017,2.50035,21.0905,22.4206,24.8836,26.5368,27.8507,28.6487,28.04,29.4849,35.0485,33.4677,17,20,34,28,30,20,34,28,26,34
0,0,0.00013283,2.5005,2.49968,2.50001,2.4999,2.5005,2.49945,2.49977,2.50061,2.50047,2.50141,20.3611,21.5603,23.7539,25.2277,26.3844,27.1347,26.5868,27.8606,32.7137,31.3568,25,32,15,21,31,35,25,19,41,33
0,0,5.50084e-05,2.50056,2.49997,2.49827,2.49958,2.50039,2.5003,2.49946,2.49998,2.50119,2.49839,15.0753,15.433,16.0354,16.4624,16.7804,16.9822,16.823,17.1552,18.3581,17.9813,14,16,16,28,15,15,19,17,25,19
0,0,8.96281e-05,2.49898,2.50038,2.49938,2.49951,2.50044,2.5003,2.49945,2.49953,2.50018,2.49984,17.2052,17.9175,19.1048,19.9009,20.5228,20.9267,20.6187,21.2697,23.7217,23.0306,23,23,23,11,20,24,20,21,24,26
0,0,0.000158763,2.50068,2.50003,2.49953,2.50152,2.50021,2.50203,2.4985,2.49905,2.49964,2.49943,22.5106,24.1119,27.0485,29.128,30.6694,31.8121,30.9246,32.6889,39.6355,37.6285,20,17,32,27,30,32,29,40,47,39
0,0,0.000118134,2.50032,2.49923,2.50186,2.50018,2.50077,2.4999,2.4994,2.5006,2.49999,2.50112,19.2339,20.2308,22.1033,23.2819,24.2303,24.8437,24.3778,25.4254,29.3144,28.2389,19,24,24,34,22,23,23,36,24,18
0,0,-1.08763e-06,2.49936,2.49979,2.49757,2.50019,2.50061,2.50063,2.49961,2.49979,2.50147,2.50033,12.1237,12.1231,12.0867,12.1123,12.1131,12.1104,12.1001,12.0978,12.1022,12.0926,7,6,17,12,6,9,11,13,15,13
0,0,0.000146931,2.5011,2.4993,2.50018,2.50096,2.50051,2.49882,2.50007,2.50038,2.50098,2.50062,21.5137,22.8991,25.5031,27.2836,28.6387,29.5254,28.8925,30.4086,36.3472,34.6345,14,26,27,26,26,32,29,35,39,41
0,0,9.97082e-05,2.50147,2.49972,2.50129,2.50085,2.49872,2.50127,2.50032,2.49948,2.49892,2.50129,17.9329,18.699,20.1363,21.0594,21.7242,22.2605,21.8961,22.6455,25.5352,24.7769,16,19,14,20,10,18,21,16,18,33
0,0,0.000117807,2.50071,2.4996,2.50186,2.49851,2.49841,2.50242,2.49994,2.50028,2.50078,2.4994,19.2171,20.2099,22.0669,23.2013,24.1272,24.8572,24.3443,25.3656,29.2665,28.1251,18,28,23,21,28,22,17,17,26,29
0,0,0.000133807,2.49939,2.49966,2.49887,2.49857,2.49976,2.50085,2.49905,2.50012,2.50028,2.50115,20.4153,21.6505,23.8436,25.3295,26.5152,27.3334,26.7205,28.0168,32.946,31.5671,19,24,19,34,27,23,30,31,26,18
0,0,9.60755e-05,2.5004,2.49917,2.50022,2.49967,2.4992,2.49951,2.49829,2.50014,2.50091,2.50001,17.6642,18.399,19.7508,20.6199,21.2804,21.7396,21.3901,22.1539,24.9042,24.1147,19,17,15,20,23,21,20,17,20,26
0,0,-1.28538e-06,2.50055,2.49911,2.50131,2.50117,2.49843,2.49887,2.50008,2.50052,2.50053,2.49924,12.1288,12.1045,12.1199,12.1111,12.0728,12.0748,12.0918,12.0917,12.0731,12.0626,12,13,15,6,17,14,11,13,15,13
0,0,0.000154813,2.50064,2.50052,2.49934,2.50105,2.50025,2.50032,2.4988,2.49914,2.49959,2.50034,22.1688,23.7175,26.5116,28.4908,29.9739,31.0098,30.2239,31.8978,38.4868,36.6201,20,18,32,24,21,26,40,29,36,29
0,0,0.000108282,2.50054,2.50045,2.49852,2.50009,2.49879,2.49895,2.49951,2.50125,2.50045,2.50118,18.5197,19.4152,20.9651,22.056,22.8361,23.3879,23.0089,23.929,27.2571,26.3309,27,16,17,22,30,25,27,22,27,25
0,0,0.000255703,2.49779,2.49935,2.50049,2.49961,2.50208,2.50051,2.50015,2.50117,2.50004,2.49878,32.6411,36.5569,44.0756,49.4579,53.9865,57.0066,54.7575,59.8839,81.5062,74.8933,44,51,43,45,48,53,53,54,83,59
0,0,9.46222e-05,2.49897,2.49888,2.49967,2.49932,2.49887,2.50213,2.49899,2.4987,2.49911,2.49999,17.5401,18.2791,19.5963,20.4492,21.0944,21.6063,21.223,21.9229,24.5924,23.8662,14,19,26,17,16,27,20,26,27,22
0,0,7.54031e-05,2.5012,2.50014,2.50032,2.50056,2.50001,2.50002,2.49947,2.49901,2.49954,2.50031,16.3215,16.8503,17.8031,18.4276,18.8857,19.2003,18.9654,19.4577,21.3278,20.826,8,17,22,17,17,22,17,14,21,33
0,0,3.42965e-05,2.4986,2.50208,2.49991,2.50167,2.50066,2.49808,2.50061,2.49842,2.50111,2.49835,13.8889,14.1477,14.4735,14.7264,14.8806,14.9542,14.9121,15.057,15.7373,15.5195,14,18,10,16,17,15,15,11,15,14
0,0,2.85776e-05,2.49858,2.50048,2.50032,2.50043,2.49966,2.49936,2.5011,2.4998,2.49972,2.49953,13.5851,13.782,14.0691,14.2544,14.3796,14.4655,14.4263,14.5507,15.0615,14.919,11,7,17,15,15,20,14,20,25,16
0,0,6.95314e-05,2.50129,2.49819,2.49986,2.50056,2.50239,2.50062,2.5002,2.5013,2.50035,2.5004,15.9569,16.3983,17.2774,17.8438,18.2953,18.5432,18.3354,18.8026,20.4335,19.9766,17,17,15,18,16,23,9,27,12,18
0,0,0.000152838,2.4984,2.50035,2.50047,2.50105,2.49979,2.49954,2.50074,2.50052,2.5019,2.49962,21.951,23.5129,26.2793,28.1842,29.6183,30.6186,29.9331,31.5518,38.0138,36.0835,20,23,28,26,24,37,34,20,47,31
0,0,4.96345e-05,2.5008,2.5,2.49843,2.50111,2.50034,2.50135,2.50036,2.49999,2.50146,2.50107,14.7691,15.0809,15.6105,16.0091,16.2633,16.4578,16.3146,16.591,17.644,17.354,13,13,17,12,12,16,19,16,19,25
