# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 09:39:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/bgiv5703.json
# init = 2 (Default)
# random
#   seed = 72026
# output
#   file = /home/lab5/output/code1-20230416093926_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,2.00009,0.000260428,20.209,22.6449,27.3651,30.7996,33.5898,35.5613,34.1455,37.3652,51.206,47.0381,16,22,26,30,28,29,34,33,50,48
0,0,2.00005,0.000263563,20.4543,22.9512,27.7985,31.332,34.2061,36.2386,34.7789,38.0995,52.4109,48.0957,20,20,42,29,36,30,35,37,55,41
0,0,1.99991,0.0002436,18.9335,21.0602,25.1406,28.0806,30.4534,32.1221,30.9243,33.6438,45.1768,41.7279,14,15,31,28,35,32,29,30,43,40
0,0,2.00007,0.000209235,16.5825,18.1702,21.1554,23.2636,24.9423,26.1118,25.2732,27.1708,34.9989,32.6912,22,19,26,21,28,24,17,26,40,42
0,0,1.99978,9.20636e-05,10.5426,10.9754,11.7351,12.236,12.6169,12.8739,12.6903,13.1011,14.6449,14.2119,9,11,7,13,16,14,11,10,8,15
0,0,2.00005,0.000266981,20.7262,23.2911,28.2803,31.9246,34.8928,36.9938,35.4847,38.9188,53.7597,49.2785,9,22,20,33,38,44,44,31,46,36
0,0,2.00004,0.000284754,22.1989,25.1405,30.9229,35.1905,38.6907,41.1803,39.391,43.4696,61.3512,55.9123,12,28,27,35,30,46,43,55,64,59
0,0,2,0.00025542,19.82,22.1604,26.6822,29.9629,32.6229,34.4997,33.1521,36.2153,49.3303,45.3891,14,15,21,33,32,34,37,28,61,46
0,0,1.99997,0.000306052,24.1008,27.5496,34.4149,39.5449,43.7877,46.8231,44.6401,49.6266,71.8694,65.0449,18,17,27,54,49,53,44,48,70,72
0,0,2.0002,0.000310851,24.5574,28.1305,35.2633,40.6082,45.037,48.2097,45.9277,51.1428,74.4965,67.3171,23,35,37,46,39,53,50,50,77,56
0,0,2.00011,0.000123711,11.9175,12.5795,13.7633,14.5584,15.1707,15.5873,15.2894,15.9581,18.5349,17.8022,12,17,17,19,21,17,13,17,20,14
0,0,1.99999,0.000192377,15.5357,16.8982,19.4349,21.2086,22.6117,23.5847,22.8875,24.4627,30.8744,28.9976,15,24,19,28,27,23,27,19,38,38
0,0,1.99992,0.00017242,14.382,15.5075,17.5785,19.0098,20.1332,20.9079,20.3531,21.6042,26.6161,25.1613,14,18,11,28,19,30,23,27,24,22
0,0,2.00014,0.000114723,11.5112,12.103,13.1557,13.8591,14.3988,14.7652,14.5033,15.0905,17.3377,16.7012,13,9,20,11,24,20,17,16,20,19
0,0,2.00003,0.000163556,13.8994,14.9292,16.8142,18.1103,19.124,19.8214,19.322,20.447,24.9217,23.6277,18,12,20,16,22,20,14,21,23,18
0,0,2,0.000208582,16.5394,18.1178,21.0845,23.1787,24.8458,26.0071,25.1745,27.0585,34.8267,32.5373,13,20,13,19,25,22,30,21,27,25
0,0,1.99987,0.000254544,19.7505,22.0743,26.5616,29.8156,32.4531,34.3135,32.9777,36.0138,49.004,45.1017,16,19,28,25,33,26,43,48,38,49
0,0,1.99989,0.000329608,26.3949,30.4843,38.7386,44.9917,50.2112,53.9697,51.2647,57.4576,85.6161,76.8935,18,29,40,47,54,47,53,51,76,76
0,0,1.99998,0.000303547,23.869,27.2548,33.9846,39.0061,43.1551,46.1214,43.9883,48.8596,70.5444,63.8979,22,21,30,45,50,43,31,58,82,60
0,0,2,0.000179778,14.7979,16.0074,18.2424,19.7938,21.0149,21.8588,21.2543,22.6184,28.1148,26.5144,13,21,31,21,17,26,27,23,32,26
0,0,2.00013,0.000212833,16.8155,18.4546,21.5428,23.7283,25.471,26.6863,25.8148,27.7876,35.9496,33.5398,10,13,23,17,21,27,36,34,37,29
0,0,1.99995,0.000227582,17.7982,19.6593,23.1965,25.7215,27.7465,29.1645,28.1472,30.4532,40.1076,37.2397,20,17,25,22,20,26,30,30,49,37
0,0,2.00009,0.000188414,15.3012,16.6144,19.0534,20.7549,22.0989,23.0298,22.3627,23.8692,29.9811,28.195,14,19,20,26,21,23,23,27,20,30
0,0,1.99996,0.000299195,23.4705,26.7489,33.2485,38.0858,42.0759,44.9252,42.8765,47.553,68.2973,61.9504,19,30,27,40,34,46,36,45,86,68
0,0,2.00008,0.000315598,25.0089,28.7072,36.1106,41.6736,46.2917,49.6044,47.2213,52.6698,77.1626,69.6185,28,33,34,42,37,52,38,53,78,69
0,0,1.99989,0.00015524,13.4581,14.4028,16.1235,17.3009,18.2188,18.8488,18.3978,19.4131,23.4246,22.2686,11,14,4,15,10,19,14,17,22,28
0,0,2.00004,0.000233619,18.2198,20.1781,23.9135,26.5892,28.7403,30.249,29.1664,31.6219,41.9521,38.8757,22,19,27,31,37,26,28,32,41,30
0,0,2.00007,0.000337949,27.264,31.603,40.4045,47.1046,52.7154,56.7649,53.8497,60.5293,91.1081,81.6037,32,25,46,48,50,56,56,58,96,91
0,0,2.00003,7.83964e-05,10.0029,10.3515,10.9587,11.3557,11.6561,11.8579,11.7138,12.0359,13.2335,12.8996,8,8,6,11,10,14,11,20,12,12
0,0,2.0001,5.98988e-05,9.31374,9.56075,9.98628,10.2616,10.4683,10.6065,10.5079,10.7279,11.5343,11.3113,11,7,7,9,16,12,11,10,12,21
0,0,1.99987,0.000150687,13.2233,14.1233,15.7585,16.8743,17.7426,18.3379,17.9119,18.8705,22.6448,21.5593,10,20,18,14,20,17,21,23,20,25
0,0,2.00003,0.000119653,11.7312,12.3609,13.4843,14.2371,14.8158,15.2092,14.9279,15.5589,17.9827,17.2948,12,18,12,16,18,12,10,13,17,14
0,0,1.99999,1.20521e-05,7.74112,7.782,7.85048,7.89356,7.9253,7.94625,7.93132,7.96446,8.08146,8.04977,9,9,6,8,10,4,10,4,6,6
0,0,1.99999,0.000160005,13.7095,14.7024,16.5161,17.7605,18.7325,19.4005,18.9223,19.9994,24.2716,23.038,11,13,14,18,14,24,7,18,18,26
0,0,2.00002,0.000147551,13.0659,13.9362,15.5142,16.5891,17.4245,17.9968,17.5873,18.5084,22.1262,21.0871,14,10,22,24,12,22,16,26,23,26
0,0,1.99993,9.13727e-05,10.516,10.9444,11.6961,12.1915,12.5682,12.8222,12.6407,13.0468,14.572,14.1443,10,11,15,9,13,13,17,9,17,19
0,0,1.99991,0.000209115,16.5722,18.158,21.1394,23.2447,24.921,26.0888,25.2515,27.1463,34.9623,32.6583,17,13,27,24,29,34,27,27,37,30
0,0,2.00002,0.000225013,17.6238,19.4448,22.9006,25.3637,27.3372,28.7181,27.7275,29.9725,39.3519,36.5686,20,15,22,23,34,29,33,28,38,33
0,0,1.99999,0.000161533,13.7907,14.7994,16.6435,17.9099,18.8997,19.5803,19.093,20.1905,24.5489,23.2896,23,12,19,19,24,16,19,18,29,20
0,0,1.99997,0.000125222,11.9856,12.6598,13.8663,14.6775,15.3025,15.7279,15.4237,16.1066,18.7416,17.992,11,14,17,12,17,14,21,16,24,25
0,0,2.00002,0.000263202,20.4252,22.915,27.7473,31.2691,34.1335,36.1588,34.7042,38.013,52.2689,47.9711,11,27,24,28,24,27,36,35,69,39
0,0,2.00012,0.000243697,18.9446,21.0734,25.1581,28.1014,30.4769,32.1477,30.9485,33.6712,45.2189,41.7655,19,22,36,33,32,38,41,47,42,43
0,0,1.99987,0.000181067,14.8698,16.0941,18.3585,19.9314,21.1701,22.0264,21.413,22.7974,28.3815,26.7547,12,12,15,15,17,14,18,26,34,24
0,0,1.99979,0.000242888,18.8793,20.9934,25.0479,27.9679,30.324,31.9807,30.7916,33.4912,44.9332,41.5125,20,24,21,30,28,28,30,37,45,45
0,0,2.0001,0.000255242,19.8082,22.1456,26.6609,29.9365,32.5922,34.4659,33.1205,36.1786,49.2698,45.336,20,23,21,31,31,26,29,35,43,40
0,0,2,0.000207538,16.473,18.0368,20.9742,23.0466,24.6957,25.844,25.0207,26.8835,34.5578,32.297,17,21,26,18,26,26,28,31,20,26
0,0,1.99993,0.000199128,15.9453,17.395,20.1046,22.0068,23.5155,24.5637,23.8124,25.5109,32.4613,30.421,19,18,18,15,24,24,18,29,31,22
0,0,1.99993,0.000284865,22.206,25.1497,30.9367,35.208,38.7113,41.2033,39.4123,43.4948,61.395,55.9502,18,26,28,38,46,31,49,49,49,44
0,0,1.99997,0.000180769,14.8542,16.0752,18.3329,19.9009,21.1357,21.9892,21.3778,22.7576,28.3217,26.7009,18,13,21,28,22,23,18,12,39,22
0,0,1.99999,0.000180743,14.8529,16.0736,18.3307,19.8983,21.1327,21.986,21.3747,22.7541,28.3165,26.6963,17,21,14,18,20,17,17,11,36,27
0,0,1.99995,9.05883e-05,10.4844,10.9078,11.6503,12.1395,12.5112,12.7619,12.5829,12.9835,14.4876,14.066,7,15,8,10,13,12,18,10,22,16
0,0,2.00008,0.000294913,23.0883,26.2641,32.5444,37.207,41.0464,43.7849,41.8161,46.3083,66.166,60.1009,33,34,39,43,34,39,35,45,57,56
0,0,2.00004,0.00019919,15.9508,17.4015,20.113,22.0166,23.5265,24.5755,23.8236,25.5234,32.4797,30.4376,16,18,25,24,30,22,29,24,20,34
0,0,2.00002,0.000160385,13.7301,14.7269,16.5482,17.7981,18.7745,19.4457,18.9652,20.0474,24.3411,23.1011,12,15,10,20,17,17,23,18,25,27
0,0,2.00018,0.000168469,14.1678,15.2502,17.2372,18.6073,19.681,20.4207,19.891,21.0849,25.8524,24.4709,25,13,19,18,25,26,17,21,21,27
0,0,1.99985,0.000224669,17.5974,19.4128,22.8572,25.3116,27.278,28.6537,27.6668,29.9033,39.2448,36.4732,18,26,19,22,25,24,32,36,45,43
0,0,2.00001,0.000195812,15.7436,17.15,19.7738,21.6121,23.0683,24.0791,23.3547,24.9918,31.6735,29.7148,18,14,15,20,20,23,24,28,31,26
0,0,2.00014,0.000179473,14.7825,15.9885,18.2169,19.7633,20.9805,21.8215,21.219,22.5785,28.0548,26.4604,18,14,30,15,23,24,21,25,32,21
0,0,2.0001,0.00013954,12.6688,13.4653,14.903,15.8777,16.6329,17.149,16.7798,17.6098,20.8488,19.9216,15,13,13,15,21,20,12,17,18,20
0,0,1.99996,8.14529e-05,10.121,10.4877,11.1275,11.5467,11.8642,12.0777,11.9252,12.2661,13.5366,13.1819,11,8,13,10,13,10,13,16,13,17
0,0,2.00005,9.77033e-05,10.7777,11.2479,12.0759,12.6236,13.041,13.3231,13.1216,13.5727,15.276,14.7971,12,6,14,15,19,14,14,8,14,15
0,0,2.00021,4.5102e-05,8.79728,8.97239,9.27147,9.46327,9.60647,9.70183,9.63381,9.78532,10.3342,10.1833,12,12,7,17,9,7,6,5,11,12
0,0,1.99989,0.000104083,11.0449,11.5588,12.4674,13.0707,13.5317,13.8437,13.6207,14.1201,16.0153,15.481,10,8,4,15,11,8,21,9,14,20
0,0,2,0.000335871,27.0441,31.3196,39.9818,46.5678,52.0786,56.0537,53.1923,59.7473,89.7052,80.4016,26,30,31,43,46,45,66,73,91,99
0,0,2.00014,0.000239964,18.6737,20.7383,24.6909,27.5329,29.8232,31.4324,30.2775,32.8987,43.9824,40.6729,15,12,20,24,25,28,37,33,45,51
0,0,1.99983,0.000206707,16.4173,17.9693,20.8831,22.9378,24.5723,25.7102,24.8944,26.74,34.3388,32.1011,19,16,28,27,34,22,33,38,30,40
0,0,2.00016,0.000180617,14.8483,16.0678,18.3224,19.8882,21.1211,21.9733,21.3628,22.7404,28.2952,26.6772,17,19,15,18,17,29,16,18,30,33
0,0,2.00001,0.000136161,12.5034,13.27,14.6508,15.5851,16.308,16.8016,16.4485,17.2419,20.3301,19.4474,14,15,13,16,18,14,12,18,17,18
0,0,1.99999,0.000304723,23.9779,27.3932,34.1864,39.2587,43.4515,46.4502,44.2938,49.2189,71.1644,64.4348,24,27,33,34,40,49,54,62,74,57
0,0,2.00011,0.000188383,15.2997,16.6125,19.0508,20.7518,22.0953,23.026,22.3591,23.8651,29.9749,28.1894,14,22,17,14,17,19,21,23,45,27
0,0,2.00002,0.000190828,15.4435,16.7865,19.2846,21.0299,22.4096,23.366,22.6807,24.2287,30.5218,28.6809,14,20,23,27,24,30,20,34,22,26
0,0,2.00016,4.20689e-05,8.69433,8.85565,9.13068,9.30674,9.43804,9.52539,9.46308,9.60183,10.1033,9.96564,9,14,10,13,9,5,8,6,9,16
0,0,1.99997,4.45131e-05,8.77512,8.94749,9.24178,9.43044,9.57127,9.66503,9.59815,9.74712,10.2865,10.1383,9,5,13,8,10,10,9,12,6,11
0,0,1.9999,0.000220647,17.327,19.0809,22.4009,24.7611,26.6489,27.9683,27.022,29.1657,38.091,35.4473,16,21,24,21,19,24,28,38,39,43
0,0,1.99995,0.000102611,10.9828,11.4865,12.3761,12.9663,13.417,13.722,13.5041,13.9921,15.8418,15.3207,12,9,10,14,13,11,18,15,17,11
0,0,1.99992,0.000115826,11.5577,12.1578,13.2259,13.94,14.4881,14.8604,14.5943,15.191,17.4764,16.8288,11,11,15,17,16,21,19,22,17,12
0,0,2.00001,0.000112712,11.4206,11.9972,13.0217,13.7053,14.2295,14.5851,14.3309,14.9008,17.0781,16.462,7,13,14,13,17,10,12,11,14,21
0,0,1.99999,8.99199e-05,10.4579,10.877,11.6118,12.0956,12.4633,12.7112,12.5341,12.9302,14.4164,14,13,15,17,13,16,9,7,10,14,17
0,0,1.99991,0.000205418,16.3372,17.8716,20.7501,22.7784,24.391,25.5134,24.7087,26.5288,34.0146,31.8113,19,21,24,23,25,24,21,25,25,29
0,0,1.99978,0.000164524,13.948,14.9878,16.892,18.2021,19.2271,19.9325,19.4275,20.5655,25.0955,23.7849,12,18,16,16,29,18,17,19,33,18
0,0,2.00015,0.000215117,16.9649,18.6371,21.792,24.0277,25.812,27.0571,26.1642,28.1859,36.5658,34.0894,22,18,21,23,32,21,26,26,26,27
0,0,2.00014,0.000267849,20.7976,23.3802,28.4064,32.0795,35.0723,37.1911,35.6691,39.1328,54.1122,49.5876,17,22,17,28,34,31,29,55,46,49
0,0,1.99985,0.000127349,12.083,12.7745,14.0137,14.8478,15.491,15.9291,15.6158,16.3192,19.038,18.2638,12,16,13,16,14,18,13,20,20,19
0,0,1.99994,8.54868e-05,10.2798,10.6711,11.3553,11.8047,12.1456,12.3751,12.2112,12.5777,13.9484,13.5651,9,9,7,13,7,23,13,4,16,16
0,0,1.99993,0.000146971,13.0355,13.9002,15.4676,16.5349,17.3642,17.9322,17.5258,18.44,22.029,20.9984,18,10,18,28,26,21,13,23,25,18
0,0,2.00005,0.000156483,13.525,14.4823,16.2272,17.422,18.3539,18.9938,18.5357,19.567,23.6459,22.4699,20,12,21,19,15,16,20,18,29,24
0,0,2.00016,0.000215221,16.9719,18.6456,21.8037,24.0416,25.8279,27.0744,26.1805,28.2045,36.5945,34.115,19,23,22,24,26,24,25,22,38,27
0,0,1.99997,0.000306221,24.1166,27.5697,34.4442,39.5816,43.8308,46.871,44.6846,49.6789,71.9598,65.1231,22,26,23,35,52,45,56,53,58,72
0,0,1.99999,0.000264332,20.514,23.0259,27.9046,31.4625,34.3575,36.4051,34.9344,38.2801,52.7083,48.3565,24,25,30,21,28,33,33,33,51,51
0,0,1.99983,0.000198672,15.9157,17.3592,20.0566,21.9497,23.451,24.4939,23.7464,25.4361,32.3484,30.3197,15,19,15,26,31,34,25,26,32,41
0,0,1.99998,0.000170228,14.2616,15.363,17.3869,18.7839,19.8794,20.6345,20.0938,21.3128,26.1876,24.7739,12,8,18,20,16,30,20,24,20,22
0,0,2.00004,0.000181165,14.878,16.1037,18.3707,19.9456,21.1859,22.0433,21.429,22.8153,28.4071,26.778,14,17,12,24,18,20,21,19,30,23
0,0,2.00007,0.000227594,17.8012,19.6627,23.2007,25.7262,27.7518,29.1701,28.1526,30.4591,40.1159,37.2473,19,13,26,40,29,27,39,27,43,32
0,0,1.99992,6.87924e-05,9.63753,9.93166,10.441,10.7722,11.0218,11.1892,11.0697,11.3364,12.3204,12.0471,11,10,12,9,7,13,10,9,16,7
0,0,2.00012,0.000262714,20.3887,22.8691,27.6819,31.1885,34.0399,36.0558,34.608,37.9013,52.0845,47.8095,23,18,12,26,23,34,32,34,58,50
0,0,2.00008,0.000156277,13.5146,14.4698,16.2108,17.4028,18.3324,18.9707,18.5138,19.5424,23.6103,22.4376,9,15,14,20,21,21,13,17,20,19
0,0,1.99997,3.99509e-05,8.62185,8.7737,9.03226,9.19758,9.32076,9.40266,9.34425,9.47431,9.94355,9.81489,4,8,8,5,8,8,13,12,10,12
0,0,2.00004,7.78871e-05,9.98339,10.329,10.9308,11.3242,11.6218,11.8217,11.6789,11.998,13.1837,12.8531,18,13,8,9,16,11,12,14,12,14
0,0,2.00019,0.000239623,18.6501,20.709,24.6499,27.4829,29.7657,31.3695,30.2185,32.8307,43.8734,40.5765,15,24,21,24,23,35,38,30,44,44
0,0,1.99993,0.000270944,21.0435,23.6886,28.846,32.6217,35.7019,37.8844,36.3165,39.8858,55.3603,50.6801,16,18,28,34,31,44,33,43,53,46
0,0,1.99998,0.000243745,18.9455,21.075,25.1608,28.105,30.4814,32.1527,30.953,33.6767,45.229,41.7741,16,27,23,26,21,34,34,40,43,46
0,0,2.00013,0.000249727,19.3913,21.6272,25.9327,29.046,31.5647,33.3391,32.0652,34.9591,47.2923,43.5948,22,24,26,27,48,28,26,46,34,44
0,0,1.99991,0.000233311,18.1957,20.1488,23.8733,26.5408,28.685,30.1888,29.1098,31.5571,41.8506,38.7855,17,18,19,31,34,36,29,27,32,44
0,0,1.99991,0.000207638,16.4779,18.043,20.9829,23.0572,24.7079,25.8573,25.0332,26.8978,34.5804,32.3171,18,25,14,14,19,30,24,31,39,24
0,0,2.00001,0.000231413,18.0646,19.987,23.6489,26.2687,28.3731,29.8481,28.7897,31.1897,41.2684,38.2696,19,22,29,33,25,30,24,32,47,39
0,0,1.99996,0.000262323,20.3547,22.8271,27.6232,31.1169,33.9573,35.9652,34.5232,37.8032,51.9252,47.6693,26,26,22,31,32,29,37,26,50,55
0,0,1.99992,0.000294698,23.0654,26.2356,32.504,37.1571,40.9884,43.721,41.7565,46.2389,66.0496,59.9994,21,26,31,25,52,49,38,48,68,63
0,0,2.00006,0.000301901,23.7197,27.0648,33.7074,38.659,42.7476,45.6694,43.5684,48.3657,69.6923,63.16,11,20,33,48,56,46,44,51,73,68
0,0,1.99995,0.000290657,22.709,25.7846,31.8515,36.3445,40.0381,42.6695,40.778,45.0922,64.0975,58.3028,24,23,38,43,30,52,47,37,69,51
0,0,2.00004,0.000183101,14.9895,16.2382,18.5502,20.1582,21.4255,22.3021,21.6741,23.0916,28.8186,27.1488,17,16,16,22,16,22,16,24,32,32
0,0,2.00025,0.000147832,13.0831,13.9563,15.5398,16.6185,17.4571,18.0315,17.6204,18.5451,22.1776,21.1342,13,11,15,14,20,16,15,20,20,20
0,0,2.00007,0.000126699,12.0554,12.7417,13.9711,14.7983,15.436,15.8703,15.5597,16.257,18.9505,18.1837,15,12,14,4,20,19,17,22,16,19
0,0,1.99993,0.000113748,11.4655,12.0498,13.0887,13.7823,14.3144,14.6755,14.4173,14.9961,17.2089,16.5824,15,14,6,13,16,16,19,12,12,14
0,0,2.00012,0.000101102,10.9208,11.4142,12.2847,12.8617,13.3021,13.5999,13.3871,13.8637,15.6678,15.1598,14,9,12,10,21,17,12,21,17,28
0,0,2.00003,0.000248954,19.3315,21.5533,25.8295,28.9203,31.42,33.1806,31.9167,34.7878,47.0166,43.3516,20,19,23,29,17,31,43,34,47,47
0,0,1.99987,0.00013006,12.2104,12.9245,14.2062,15.0703,15.7374,16.1921,15.8669,16.5972,19.4259,18.6195,13,11,16,23,18,24,13,27,20,10
0,0,2.00021,0.000181312,14.889,16.1167,18.3875,19.9651,21.2077,22.0667,21.4513,22.8401,28.4431,26.8107,11,16,16,22,17,18,28,27,32,22
0,0,1.99994,0.000241161,18.7566,20.8412,24.8351,27.7087,30.0256,31.654,30.4853,33.1382,44.3668,41.0123,26,20,26,34,30,28,24,29,57,39
0,0,2.00028,0.000195938,15.7554,17.1639,19.7916,21.6329,23.0914,24.1038,23.3782,25.0181,31.7117,29.7494,11,21,13,31,28,24,25,23,33,32
0,0,2.00003,0.000219394,17.2455,18.9808,22.263,24.5947,26.4588,27.7611,26.827,28.9427,37.7425,35.1373,15,22,24,16,35,30,30,26,38,30
0,0,1.99989,0.00029939,23.4867,26.7696,33.2789,38.1241,42.1209,44.9752,42.9229,47.6077,68.3921,62.0323,26,28,31,31,38,45,44,41,80,56
0,0,2.00004,0.000204932,16.3086,17.8365,20.702,22.7206,24.3252,25.4418,24.6413,26.452,33.8961,31.7055,17,34,12,22,24,43,30,32,29,32
0,0,2.00011,0.000326995,26.1354,30.1501,38.2412,44.3613,49.4646,53.1368,50.4942,56.5428,83.987,75.4947,30,23,34,36,58,50,63,47,86,80
0,0,2.00015,0.000222653,17.4661,19.251,22.6335,25.0411,26.9682,28.3158,27.3492,29.5394,38.6728,35.9652,15,22,25,18,29,20,23,43,27,40
0,0,1.99985,0.000291017,22.7383,25.8219,31.906,36.4126,40.118,42.758,40.8603,45.1889,64.2628,58.4464,14,18,26,37,41,38,34,47,62,60
0,0,2.00001,0.000300232,23.566,26.8698,33.424,38.3049,42.3325,45.2095,43.1409,47.8634,68.8295,62.4119,22,24,43,34,44,41,53,41,91,69
0,0,2.00008,-8.04507e-06,7.16352,7.13838,7.09675,7.07087,7.05196,7.03954,7.04838,7.02879,6.9607,6.97898,10,10,7,4,8,6,6,7,6,5
0,0,1.99989,0.000163241,13.8806,14.907,16.7853,18.0766,19.0864,19.7811,19.2837,20.4042,24.8601,23.5717,12,13,22,16,14,16,16,23,12,29
0,0,2.00005,0.000237773,18.5148,20.5421,24.4184,27.2018,29.4432,31.017,29.8875,32.4503,43.2681,40.0409,23,23,19,33,31,38,23,35,35,39
0,0,1.99995,0.000142023,12.789,13.6079,15.088,16.0929,16.8722,17.4053,17.0239,17.8813,21.234,20.2733,13,15,14,17,16,18,12,18,29,19
0,0,2.00013,3.0248e-05,8.30596,8.41648,8.60361,8.72257,8.81088,8.86944,8.82768,8.92056,9.2531,9.1623,13,11,13,5,13,8,10,18,5,7
0,0,1.99984,0.000102126,10.9611,11.4614,12.3447,12.9306,13.3779,13.6805,13.4643,13.9485,15.7832,15.2664,14,9,18,14,16,15,11,9,12,13
0,0,1.99986,0.000237688,18.5052,20.5307,24.4033,27.184,29.4231,30.9952,29.867,32.4271,43.2327,40.0093,17,32,18,33,21,33,28,29,46,43
0,0,1.99986,0.000280392,21.8242,24.669,30.2469,34.3531,37.7152,40.1037,38.3873,42.2981,59.3835,54.1961,33,28,23,24,41,37,37,47,54,48
0,0,2.00017,0.000105499,11.1085,11.6326,12.5599,13.1761,13.6473,13.9662,13.7383,14.249,16.1892,15.6418,8,13,10,10,22,13,22,11,10,12
0,0,2.00011,0.000298031,23.3689,26.6196,33.0597,37.8496,41.7987,44.6179,42.591,47.2173,67.7198,61.4498,20,29,30,43,34,49,45,42,67,53
0,0,1.99995,0.000178028,14.6975,15.8865,18.0817,19.6038,20.8011,21.6281,21.0357,22.3722,27.7499,26.1853,14,17,19,27,14,23,31,18,22,26
