# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 11:12:36 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmphq3csp0a/qcz3xphu.json
# init = 2 (Default)
# random
#   seed = 39725
# output
#   file = /home/lab5/output/code1-20230416111236_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,1.99997,0.000109403,11.2751,11.8272,12.8063,13.4585,13.9578,14.2963,14.0543,14.5966,16.6625,16.0787,14,10,13,15,7,15,16,20,20,11
0,0,1.99985,0.000181637,14.9022,16.1333,18.4108,19.9933,21.2399,22.1019,21.4844,22.8779,28.5014,26.8627,8,14,15,22,25,15,23,28,29,27
0,0,2.00002,0.000300308,23.5732,26.879,33.4372,38.3215,42.3519,45.2309,43.1608,47.8867,68.8694,62.4466,18,28,23,44,41,56,35,54,60,56
0,0,1.99994,0.000314689,24.9178,28.5913,35.9411,41.4609,46.0414,49.3263,46.9633,52.3656,76.6327,69.1608,24,23,36,44,39,41,41,48,80,52
0,0,2.00002,0.000191839,15.504,16.8598,19.383,21.1469,22.5419,23.5091,22.816,24.3818,30.7522,28.8879,14,14,19,20,18,32,28,29,34,38
0,0,1.99992,0.000260832,20.2371,22.6804,27.4159,30.8625,33.663,35.6419,34.2207,37.4527,51.3511,47.1651,24,13,28,29,30,37,49,43,43,39
0,0,1.9998,6.61571e-05,9.53879,9.81859,10.3024,10.6165,10.853,11.0114,10.8983,11.1506,12.08,11.8222,11,7,12,8,9,16,4,12,13,15
0,0,2,0.000214762,16.9392,18.6059,21.75,23.9775,25.7551,26.9953,26.1059,28.1197,36.4642,33.9986,17,17,16,30,31,30,30,24,31,41
0,0,2.0002,0.000347057,28.2439,32.8694,42.3028,49.5221,55.5892,59.979,56.818,64.0673,97.5021,87.0718,32,45,39,49,59,60,68,69,85,80
0,0,2.00002,0.000143433,12.8597,13.6916,15.1964,16.2188,17.0123,17.5552,17.1667,18.0402,21.4592,20.4789,13,17,13,17,16,24,12,15,21,25
0,0,2.00014,0.000132922,12.3496,13.0882,14.4161,15.3128,16.0058,16.4786,16.1404,16.9001,19.849,19.0073,12,18,10,13,12,17,16,13,18,21
0,0,2.00006,0.000252744,19.6172,21.9081,26.3272,29.5282,32.121,33.9491,32.6366,35.6191,48.3615,44.5365,20,24,32,33,38,36,31,28,61,48
0,0,1.99994,6.07383e-05,9.34249,9.59378,10.0269,10.3072,10.5178,10.6587,10.5582,10.7824,11.6047,11.3772,10,6,13,18,13,12,7,13,11,13
0,0,2.00025,0.000179242,14.771,15.9745,18.1978,19.7406,20.9547,21.7937,21.1927,22.5486,28.0099,26.4201,15,16,17,14,9,38,15,26,23,28
0,0,2.00008,0.000229835,17.9562,19.8533,23.4638,26.0445,28.116,29.5675,28.5261,30.8872,40.7902,37.8457,29,19,22,27,27,26,23,27,43,34
0,0,1.99999,0.000261418,20.2843,22.7392,27.4987,30.9639,33.7802,35.7706,34.3411,37.5921,51.5787,47.3652,17,23,36,29,31,27,28,45,49,55
0,0,1.99998,0.00016026,13.7229,14.7184,16.5371,17.7851,18.76,19.4302,18.9504,20.0309,24.3173,23.0795,17,10,14,15,17,17,20,23,20,21
0,0,1.99995,8.20239e-05,10.1433,10.5135,11.1595,11.5829,11.9036,12.1194,11.9653,12.3097,13.5941,13.2354,17,10,18,11,14,7,20,11,13,9
0,0,2.00007,7.96482e-05,10.0518,10.4078,11.0282,11.4343,11.7417,11.9483,11.8007,12.1304,13.3577,13.0153,4,13,18,14,16,5,9,9,15,20
0,0,2.00021,0.000179373,14.7779,15.9829,18.2091,19.754,20.9699,21.81,21.2082,22.5662,28.0361,26.4437,17,11,20,29,17,16,29,20,31,30
0,0,2.0002,0.000125691,12.01,12.6881,13.9022,14.7185,15.3476,15.776,15.4697,16.1573,18.8113,18.056,5,13,11,19,14,18,13,16,16,23
0,0,1.99987,0.00018553,15.1283,16.406,18.775,20.425,21.7266,22.6276,21.9821,23.4395,29.3389,27.617,18,20,16,21,27,21,14,24,28,25
0,0,1.9999,9.31054e-05,10.5864,11.026,11.7981,12.3075,12.6951,12.9566,12.7698,13.1878,14.7605,14.3192,7,16,12,16,18,8,17,15,11,12
0,0,1.99999,0.000362649,29.9911,35.1413,45.7423,53.9289,60.851,65.8809,62.2573,70.5803,109.46,97.2546,25,39,36,44,42,81,70,65,103,98
0,0,2.00025,0.000223047,17.4944,19.2855,22.6806,25.0976,27.0327,28.386,27.4152,29.6148,38.7899,36.0695,12,19,21,20,21,20,24,22,36,24
0,0,2.00007,0.000274042,21.2996,24.0094,29.3025,33.1847,36.3554,38.6041,36.9886,40.6674,56.6571,51.815,21,23,35,32,36,31,33,53,47,63
0,0,2,0.000242795,18.8764,20.9893,25.0413,27.9594,30.3139,31.9694,30.7811,33.4787,44.9113,41.4936,23,23,20,31,28,35,34,37,38,36
0,0,1.99997,0.000221001,17.3519,19.1113,22.4423,24.8108,26.7056,28.0299,27.08,29.232,38.1938,35.5389,16,34,21,28,31,30,26,35,40,35
0,0,2.00007,0.000115354,11.5384,12.1349,13.1965,13.906,14.4506,14.8203,14.556,15.1487,17.4178,16.7749,6,3,11,14,14,14,9,11,20,10
0,0,1.99992,0.000177027,14.6403,15.8178,17.9903,19.4959,20.6797,21.4972,20.9117,22.2326,27.5433,25.9988,12,15,21,14,22,25,23,31,27,37
0,0,2.00018,0.000199342,15.9625,17.4154,20.1313,22.0382,23.5508,24.6017,23.8484,25.5513,32.5212,30.475,25,19,19,22,26,19,23,21,40,33
0,0,2.00007,0.000238739,18.5843,20.628,24.5377,27.3467,29.6096,31.1989,30.0583,32.6466,43.5807,40.3175,12,23,24,29,35,40,37,31,45,40
0,0,1.99983,0.00025029,19.4277,21.6732,25.9985,29.1271,31.6588,33.4426,32.162,35.0714,47.4766,43.7566,10,23,24,38,23,30,27,30,48,36
0,0,2.00015,0.000230944,18.0344,19.9495,23.5966,26.205,28.2998,29.768,28.7146,31.1032,41.1307,38.1478,22,21,16,32,20,26,30,32,42,36
0,0,2.00009,0.000147456,13.0621,13.9315,15.5079,16.5817,17.4162,17.9878,17.5787,18.4989,22.1123,21.0745,11,20,13,17,11,19,23,23,21,25
0,0,2.00011,0.000236774,18.4445,20.4552,24.2974,27.0548,29.2743,30.8323,29.7143,32.2511,42.9505,39.7599,21,20,20,27,23,32,27,37,40,39
0,0,1.99994,0.000268741,20.8653,23.4654,28.5284,32.2304,35.2477,37.3844,35.8495,39.3429,54.4613,49.893,10,26,23,30,34,45,20,41,63,50
0,0,1.99989,0.000172274,14.3735,15.4974,17.5651,18.9941,20.1156,20.889,20.3351,21.584,26.5866,25.1346,15,15,15,17,19,17,18,33,23,26
0,0,2.00006,0.000182699,14.9666,16.2105,18.5132,20.1142,21.3759,22.2485,21.6234,23.0344,28.7332,27.0719,13,15,19,19,23,20,21,19,31,29
0,0,2.0001,6.75433e-06,7.58511,7.60753,7.64498,7.66846,7.68573,7.6971,7.689,7.70699,7.77023,7.75314,9,9,9,10,13,6,4,7,6,6
0,0,1.9999,0.000218641,17.1931,18.9169,22.1759,24.4901,26.3397,27.6316,26.705,28.8037,37.5269,34.9452,14,20,17,17,29,23,22,27,36,42
0,0,1.99993,0.000127914,12.1103,12.8065,14.0546,14.895,15.5431,15.9847,15.6689,16.3779,19.1195,18.3386,14,9,18,12,18,16,19,15,15,10
0,0,1.99999,7.3066e-05,9.79865,10.1166,10.6685,11.0283,11.2999,11.4822,11.3521,11.6427,12.7189,12.4195,10,19,13,9,7,11,24,17,10,16
0,0,2.00009,0.000199232,15.9543,17.4056,20.1184,22.023,23.5336,24.5832,23.8309,25.5316,32.4918,30.4485,21,20,26,23,31,29,26,25,23,49
0,0,2.00009,0.000178765,14.7414,15.9392,18.1513,19.6859,20.8934,21.7276,21.13,22.4782,27.9063,26.3265,12,12,19,14,14,23,20,25,32,32
0,0,1.99993,0.000166153,14.0381,15.0953,17.0335,18.3681,19.413,20.1324,19.6173,20.7781,25.405,24.0655,7,11,14,20,19,21,21,14,25,29
0,0,2.00018,0.000237416,18.4916,20.5132,24.3778,27.1522,29.386,30.9543,29.8288,32.3826,43.1592,39.9447,7,21,27,31,25,20,30,28,46,51
0,0,1.99999,0.000269827,20.954,23.5763,28.6859,32.4243,35.4726,37.6319,36.0808,39.6115,54.9053,50.282,28,24,36,27,33,36,33,35,65,45
0,0,2,0.000200043,16.0028,17.4648,20.1987,22.119,23.6426,24.7014,23.9424,25.6583,32.6851,30.6216,20,19,14,29,20,30,28,28,31,25
0,0,2.00002,0.000219402,17.2459,18.9812,22.2637,24.5955,26.4598,27.7622,26.828,28.9439,37.7444,35.139,19,16,19,15,27,26,20,22,31,38
0,0,2.00014,0.000247766,19.2452,21.446,25.6787,28.7359,31.2074,32.9475,31.6983,34.5356,46.6088,42.9921,22,27,20,37,27,30,26,38,44,46
0,0,1.99993,0.000218693,17.1971,18.9217,22.1824,24.4979,26.3485,27.6412,26.7141,28.8139,37.5426,34.9592,19,22,28,22,20,31,27,33,41,28
0,0,1.99982,0.000227844,17.814,19.679,23.2242,25.7552,27.7854,29.207,28.1871,30.4991,40.1808,37.3044,23,21,24,17,35,27,21,26,46,40
0,0,1.99989,8.88931e-05,10.4154,10.828,11.5508,12.0265,12.3879,12.6314,12.4574,12.8465,14.3054,13.8967,18,14,12,12,12,19,26,16,10,10
0,0,2.00001,0.000101359,10.9305,11.4256,12.2993,12.8785,13.3206,13.6196,13.4059,13.8844,15.6961,15.1859,11,13,16,6,24,17,11,9,13,17
0,0,1.99993,0.000183863,15.0322,16.2898,18.6195,20.2405,21.5184,22.4026,21.7691,23.199,28.9794,27.2934,18,13,17,19,21,21,21,15,24,31
0,0,2.0002,0.000190086,15.4021,16.7362,19.2165,20.9485,22.3174,23.266,22.5862,24.1217,30.3596,28.5354,18,19,21,21,19,22,20,30,40,28
0,0,1.99992,-3.62151e-05,6.42386,6.32299,6.15869,6.05826,5.98564,5.93835,5.972,5.89763,5.64478,5.71181,2,7,3,6,7,7,7,4,6,7
0,0,2.00005,0.000361664,29.879,34.9949,45.5191,53.6417,60.5071,65.4944,61.9016,70.1532,108.668,96.5819,38,36,38,61,75,65,70,77,106,81
0,0,2.00002,0.000161573,13.7932,14.8024,16.6473,17.9144,18.9047,19.5856,19.0981,20.1962,24.557,23.297,10,14,18,12,16,20,19,18,17,24
0,0,2.00004,8.04908e-05,10.0843,10.4453,11.0747,11.4869,11.799,12.0088,11.859,12.1939,13.4412,13.0931,7,10,9,14,13,11,12,14,11,12
0,0,1.99984,0.000283169,22.059,24.9648,30.6714,34.8791,38.3281,40.7802,39.018,43.0344,60.6205,55.275,23,32,30,38,31,40,40,50,71,58
0,0,2.00002,0.000184541,15.073,16.3389,18.6848,20.3176,21.6054,22.4964,21.858,23.2992,29.1284,27.4277,13,13,19,15,27,16,17,27,25,30
0,0,2.0002,9.09252e-05,10.5007,10.9263,11.673,12.1649,12.5389,12.7911,12.6109,13.014,14.5275,14.1032,10,11,10,15,13,14,13,16,18,11
0,0,1.99995,0.000282481,22.003,24.894,30.5691,34.7519,38.1796,40.6161,38.8652,42.8556,60.3185,55.012,23,30,28,29,32,39,43,30,44,53
0,0,1.99982,0.000362708,29.9928,35.1443,45.7481,53.9372,60.8616,65.8932,62.2683,70.5943,109.489,97.279,25,29,46,43,54,61,71,66,101,86
0,0,1.99985,0.000145871,12.9792,13.8335,15.3812,16.4343,17.2523,17.8123,17.4116,18.3129,21.848,20.8334,9,19,24,22,18,17,16,22,25,22
0,0,2.00009,0.000189775,15.3819,16.7119,19.1842,20.9104,22.2745,23.2197,22.5424,24.0723,30.2861,28.4692,10,12,22,21,18,16,21,20,30,23
0,0,2.00004,0.000311916,24.6548,28.2552,35.447,40.8395,45.3095,48.5128,46.2087,51.4747,75.0766,67.8178,24,25,33,37,57,40,54,59,71,51
0,0,2.00005,0.000227395,17.7872,19.6455,23.1771,25.6977,27.7192,29.1346,28.1192,30.4209,40.056,37.194,13,27,17,28,33,24,26,31,40,36
0,0,1.99981,0.000195285,15.7084,17.1078,19.7175,21.5454,22.9931,23.9978,23.2777,24.9049,31.5433,29.5977,14,13,18,29,21,11,25,18,32,24
0,0,2.00011,0.000190628,15.433,16.7737,19.2671,21.0088,22.3857,23.34,22.6562,24.2009,30.4793,28.6429,13,14,19,28,12,25,20,25,32,25
0,0,2.00019,0.000107752,11.2059,11.7462,12.7033,13.3402,13.8276,14.1577,13.9217,14.4506,16.463,15.8947,7,16,10,14,14,15,16,13,13,15
0,0,1.99979,0.000151969,13.2878,14.2002,15.859,16.9919,17.8739,18.4787,18.0458,19.0201,22.8598,21.7548,17,14,18,18,19,23,18,11,27,17
0,0,1.99998,0.000320019,25.4371,29.2552,36.9185,42.6916,47.4923,50.9402,48.4595,54.1336,79.7326,71.8336,22,31,34,41,42,58,49,48,87,74
0,0,2,7.84467e-05,10.0046,10.3535,10.9611,11.3585,11.6591,11.8612,11.7169,12.0393,13.2381,12.9038,8,10,11,12,13,16,14,10,14,17
0,0,2.00007,0.000187385,15.2402,16.5407,18.9547,20.6378,21.9666,22.8868,22.2275,23.7164,29.7521,27.9891,15,14,18,28,28,25,20,26,34,32
0,0,1.99994,0.000205283,16.3292,17.8617,20.7366,22.7622,24.3726,25.4933,24.6899,26.5073,33.9814,31.7817,20,19,20,21,29,22,22,21,36,28
0,0,1.99994,0.000310823,24.5485,28.12,35.2494,40.5916,45.0181,48.1892,45.9084,51.1208,74.462,67.2865,26,28,28,30,35,43,47,60,76,71
0,0,2.00009,0.000133953,12.3982,13.1456,14.4902,15.3988,16.1012,16.5805,16.2377,17.008,20.0007,19.146,14,20,17,10,20,22,14,11,20,21
0,0,2.00022,0.000160345,13.7307,14.7273,16.5481,17.7977,18.7739,19.4448,18.9645,20.0463,24.3386,23.0991,10,10,12,23,19,15,15,13,19,18
0,0,2.00007,0.000111482,11.3672,11.9347,12.9422,13.6141,14.129,14.4782,14.2286,14.7882,16.9238,16.3198,13,12,14,16,15,11,14,9,16,16
0,0,1.99989,0.000315316,24.9771,28.6671,36.0528,41.6016,46.2074,49.5109,47.1345,52.5678,76.9869,69.4664,22,27,29,41,43,53,50,50,69,70
0,0,2.00002,0.00034699,28.2316,32.854,42.2809,49.4949,55.5574,59.9438,56.7853,64.029,97.4358,87.0145,39,40,38,69,57,41,59,72,94,88
0,0,2.00015,5.78531e-05,9.24085,9.47746,9.88457,10.1476,10.345,10.4769,10.3828,10.5927,11.3608,11.1485,8,11,9,8,10,10,15,12,21,14
0,0,1.99993,0.000206426,16.4012,17.9495,20.8558,22.9049,24.5347,25.6693,24.8559,26.6961,34.2707,32.0404,20,22,30,25,35,25,27,24,35,36
0,0,2.00016,0.000102159,10.966,11.4666,12.3506,12.937,13.3846,13.6875,13.471,13.9557,15.792,15.2747,8,13,13,11,17,9,22,17,23,23
0,0,2,0.000250597,19.4541,21.7056,26.0431,29.1812,31.7208,33.5103,32.2255,35.1444,47.5931,43.8596,15,23,20,26,38,30,26,26,42,51
0,0,2.00002,0.000166025,14.0325,15.0885,17.0241,18.3569,19.4004,20.1188,19.6044,20.7636,25.3833,24.0459,21,19,22,21,28,23,28,24,30,27
0,0,1.99997,7.45614e-05,9.85524,10.1816,10.7488,11.1189,11.3984,11.586,11.4521,11.7513,12.8608,12.552,12,10,6,8,12,14,9,12,7,10
0,0,1.99996,0.000158573,13.6334,14.6117,16.3971,17.6211,18.5765,19.233,18.7631,19.8213,24.0138,22.804,13,19,9,13,17,25,16,23,33,31
0,0,1.99992,0.000156766,13.5381,14.4981,16.2483,17.4468,18.3818,19.0239,18.5643,19.599,23.6927,22.5123,11,15,12,21,19,20,15,14,18,15
0,0,2.00016,0.000313387,24.7982,28.4378,35.7143,41.1749,45.704,48.9509,46.6154,51.9542,75.9109,68.5385,29,25,37,30,51,47,39,69,74,79
0,0,1.9999,0.000138332,12.6074,13.393,14.81,15.7699,16.5133,17.0212,16.6579,17.4745,20.6585,19.7476,6,14,12,12,17,12,11,16,16,19
0,0,1.99989,9.09598e-05,10.4989,10.9246,11.6714,12.1635,12.5376,12.7898,12.6096,13.0128,14.5268,14.1023,11,14,14,15,4,10,12,16,22,10
0,0,2.00009,0.000152786,13.3339,14.2545,15.9291,17.0733,17.9644,18.5757,18.1382,19.1228,23.006,21.8882,11,29,14,18,22,17,11,12,28,21
0,0,2.00002,0.000197315,15.8354,17.2614,19.924,21.7911,23.271,24.2987,23.5621,25.2269,32.0296,30.0342,13,19,19,30,22,26,23,23,31,33
0,0,2,5.6788e-05,9.20157,9.43277,9.83035,10.0871,10.2797,10.4083,10.3165,10.5212,11.2696,11.0629,7,10,17,8,13,9,5,11,12,12
0,0,2.00013,0.000245699,19.0919,21.2559,25.413,28.4119,30.8342,32.5388,31.3152,34.0938,45.8976,42.3646,20,23,19,21,34,28,29,35,47,51
0,0,2.00008,0.000291928,22.8236,25.9292,32.0597,36.6032,40.3402,43.0034,41.0889,45.4561,64.7141,58.8393,16,30,33,39,39,36,45,45,56,59
0,0,1.99995,-3.30017e-05,6.50432,6.41119,6.2592,6.16612,6.09873,6.05481,6.08606,6.01696,5.78143,5.84396,12,9,4,3,4,9,7,7,7,3
0,0,2.00001,0.000207007,16.4393,17.9957,20.9184,22.9797,24.6196,25.7614,24.9428,26.7948,34.4217,32.1754,12,13,17,16,17,16,21,29,38,28
0,0,2.00002,0.000164223,13.9351,14.9719,16.8705,18.1764,19.1981,19.9011,19.3977,20.5318,25.0453,23.7397,11,15,20,18,20,24,17,26,30,23
0,0,1.99987,0.000200105,16.0046,17.4671,20.2023,22.1236,23.6481,24.7074,23.9481,25.6649,32.696,30.6311,17,23,22,17,26,31,27,24,33,28
0,0,1.99994,0.000167708,14.1228,15.1968,17.1673,18.5255,19.5895,20.3223,19.7976,20.9803,25.7006,24.3332,16,18,20,23,19,20,25,21,25,25
0,0,2.00008,0.000100727,10.9047,11.3954,12.2612,12.8349,13.2727,13.5687,13.3572,13.8309,15.6237,15.119,7,12,8,11,16,11,13,10,12,16
0,0,2.00006,0.000271653,21.1039,23.764,28.9527,32.753,35.854,38.0517,36.4729,40.0673,55.66,50.9428,17,33,42,30,31,33,38,38,68,48
0,0,1.99993,0.000145276,12.9504,13.7992,15.3364,16.382,17.194,17.7498,17.3521,18.2466,21.7532,20.747,10,19,12,12,18,18,13,11,21,31
0,0,2.00015,0.000155417,13.4708,14.4175,16.1421,17.3222,18.2423,18.8739,18.4218,19.4396,23.4616,22.3025,16,11,17,21,28,20,26,22,19,22
0,0,1.99999,0.000226587,17.7307,19.5762,23.0818,25.5827,27.5877,28.9912,27.9843,30.2665,39.8138,36.9788,15,17,27,28,23,28,23,21,42,23
0,0,2.00001,2.12633e-05,8.02172,8.09661,8.22274,8.3025,8.3615,8.40052,8.37271,8.43453,8.65436,8.59457,9,4,4,8,10,12,12,12,10,3
0,0,1.99996,0.000165404,13.998,15.0472,16.9699,18.2933,19.3291,20.0421,19.5316,20.682,25.2645,23.9383,15,16,17,29,20,22,29,28,19,27
0,0,1.99978,0.000209329,16.5837,18.1723,21.1593,23.2688,24.9487,26.119,25.2799,27.1788,35.0131,32.7035,12,21,17,14,32,23,29,20,34,27
0,0,1.99993,0.000184972,15.0967,16.3677,18.7236,20.3639,21.6576,22.553,21.9115,23.3597,29.2193,27.5094,18,20,16,22,26,18,28,29,30,19
0,0,2.00002,0.000130149,12.2165,12.9314,14.2147,15.08,15.7479,16.2032,15.8776,16.6089,19.4417,18.634,16,9,11,14,19,14,17,11,20,27
0,0,2.0001,0.000269599,20.9378,23.5558,28.6562,32.3873,35.4294,37.5843,36.0363,39.5596,54.8183,50.206,20,23,24,30,39,34,33,39,45,47
0,0,1.99994,0.000288961,22.5605,25.597,31.5809,36.0079,39.645,42.2349,40.3733,44.6185,63.2941,57.6039,16,23,34,40,44,36,49,34,69,51
0,0,2.00017,0.000181862,14.92,16.1541,18.4375,20.0245,21.2746,22.139,21.5198,22.9174,28.5584,26.9144,22,14,16,17,19,11,15,27,22,29
0,0,2,0.000136134,12.502,13.2683,14.6486,15.5825,16.3052,16.7986,16.4456,17.2388,20.3257,19.4433,8,10,15,18,14,22,11,18,20,17
0,0,2.00012,0.000367475,30.5594,35.8828,46.8717,55.3816,62.5907,67.836,64.0566,72.7416,113.472,100.661,33,52,46,56,58,78,64,80,131,91
0,0,2,0.000355519,29.1769,34.0809,44.1327,51.863,58.3812,63.1084,59.7036,67.5185,103.812,92.4512,26,32,41,48,47,57,53,74,103,96
0,0,1.99991,0.000124303,11.9423,12.609,13.8015,14.6028,15.2199,15.6399,15.3396,16.0137,18.6128,17.8737,10,12,15,12,19,18,14,23,34,17
0,0,2.00004,0.000187302,15.2348,16.5343,18.9462,20.6278,21.9554,22.8747,22.216,23.7034,29.7329,27.9717,9,17,22,16,26,22,23,25,35,21
0,0,1.99995,0.000234996,18.3154,20.2962,24.0775,26.7883,28.9688,30.4987,29.4008,31.8913,42.38,39.2546,16,23,25,21,26,39,23,35,42,50
0,0,1.99992,0.000221579,17.3898,19.1579,22.5065,24.8883,26.7942,28.1265,27.1708,29.3359,38.3564,35.6834,9,21,22,30,28,27,30,28,42,39
0,0,1.99991,0.000136494,12.5182,13.2876,14.6738,15.6118,16.3378,16.8335,16.4789,17.2758,20.3782,19.4913,6,12,16,19,14,16,10,18,16,22
0,0,2.00005,0.000190424,15.4198,16.7579,19.2461,20.984,22.3577,23.3098,22.6276,24.1686,30.4312,28.5995,15,13,17,26,19,22,21,23,35,25
0,0,2.00009,0.000384275,32.6075,38.5698,51.0007,60.7216,69.0108,75.0698,70.7019,80.7559,128.561,113.424,35,30,53,66,64,87,62,85,123,124
