# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 11:05:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /tmp/tmphq3csp0a/8qagaqkr.json
# init = 2 (Default)
# random
#   seed = 66003
# output
#   file = /home/lab5/output/code3-20230416110526_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,0.000221446,2.4982,2.50168,2.50129,2.50058,2.49961,2.50151,2.50196,2.50235,2.49864,2.49987,28.6067,31.6235,37.1327,41.0308,44.1283,46.4092,44.8533,48.4439,63.0954,58.7736,29,32,36,35,51,50,49,50,42,65
0,0,8.02318e-05,2.49882,2.50096,2.49976,2.50218,2.49886,2.50214,2.4991,2.49988,2.4999,2.50097,16.5893,17.218,18.2304,18.9524,19.4011,19.8098,19.504,20.0688,22.1151,21.5672,20,13,14,21,17,24,14,16,29,19
0,0,0.000186678,2.50061,2.5001,2.49951,2.50088,2.50128,2.49847,2.49958,2.50117,2.50061,2.5007,25.072,27.1891,31.1227,33.922,36.1122,37.5136,36.4774,38.9732,48.8224,45.9439,22,21,30,43,29,42,41,38,49,55
0,0,6.50392e-05,2.4989,2.50066,2.49996,2.49963,2.50054,2.49951,2.50016,2.50283,2.49922,2.49918,15.6449,16.1243,16.8932,17.3937,17.7908,18.0275,17.8569,18.3123,19.7401,19.3252,11,19,17,17,16,14,21,23,14,24
0,0,0.000127721,2.49984,2.50078,2.50014,2.49983,2.49898,2.49885,2.49936,2.49955,2.4998,2.50053,19.95,21.1149,23.1546,24.5292,25.5732,26.2953,25.7896,26.9601,31.4736,30.2121,33,36,22,30,31,25,25,23,38,32
0,0,0.000111058,2.50119,2.50044,2.49989,2.4998,2.5003,2.49809,2.49864,2.49876,2.50084,2.49963,18.7316,19.6483,21.2888,22.3876,23.2428,23.7625,23.3671,24.2854,27.8362,26.814,24,31,16,23,19,26,28,30,31,35
0,0,2.64793e-05,2.49968,2.49807,2.50022,2.49922,2.49984,2.50049,2.50119,2.49902,2.50141,2.49963,13.4903,13.6253,13.9201,14.0743,14.2078,14.2997,14.2508,14.3508,14.8534,14.6996,12,18,15,7,16,16,14,12,16,23
0,0,9.08662e-05,2.5009,2.5001,2.50191,2.5007,2.5004,2.49981,2.50101,2.50012,2.49923,2.49987,17.3209,18.0081,19.2728,20.0603,20.6702,21.0734,20.8015,21.4469,23.9181,23.2348,11,18,14,30,21,22,20,16,20,31
0,0,7.82836e-05,2.50176,2.4979,2.50095,2.50132,2.50044,2.49856,2.50208,2.50012,2.50045,2.50011,16.5134,17.0222,18.0741,18.7349,19.2128,19.5085,19.3396,19.8316,21.8091,21.2525,25,15,21,14,16,17,26,18,22,9
0,0,0.000161881,2.49885,2.49864,2.49872,2.49967,2.49985,2.50025,2.49982,2.50172,2.49956,2.50035,22.7417,24.4036,27.4535,29.5753,31.2189,32.3585,31.5381,33.4185,40.5619,38.507,22,26,23,23,30,36,36,40,41,39
0,0,0.00026863,2.50099,2.50008,2.50043,2.49841,2.4995,2.50099,2.49919,2.50325,2.49858,2.50045,34.4225,38.6748,47.0325,53.0252,58.0504,61.6598,59.0232,65.0354,89.5956,82.237,33,41,43,56,50,59,59,78,87,64
0,0,0.000107673,2.50078,2.49864,2.5,2.50161,2.50012,2.50124,2.50236,2.5011,2.5,2.499,18.4805,19.3295,20.9319,22.016,22.7857,23.3555,22.9922,23.8349,27.1217,26.1601,14,22,25,22,21,28,17,25,20,17
0,0,7.97552e-05,2.50236,2.49914,2.5009,2.50081,2.49915,2.50075,2.50058,2.50042,2.49924,2.50174,16.6175,17.1516,18.2075,18.8771,19.353,19.7256,19.4782,20.0201,22.0224,21.511,29,16,23,20,24,27,25,12,28,21
0,0,5.31223e-05,2.50006,2.50144,2.49961,2.50044,2.49946,2.50086,2.5007,2.50126,2.49902,2.50005,14.9584,15.3308,15.9054,16.3071,16.5819,16.7994,16.6581,16.9767,18.0632,17.7715,13,11,18,19,18,22,17,17,14,26
0,0,6.78935e-05,2.50038,2.50019,2.50067,2.50034,2.50041,2.50242,2.50078,2.49898,2.49854,2.50063,15.8419,16.3158,17.1496,17.6806,18.0861,18.3939,18.1703,18.5687,20.1497,19.7498,12,16,10,9,23,17,22,13,24,21
0,0,0.00016565,2.49978,2.49865,2.49981,2.49956,2.50056,2.49998,2.50011,2.49923,2.50162,2.49979,23.0967,24.8024,28.0093,30.1894,31.9332,33.0939,32.2537,34.1264,41.7999,39.5301,20,19,24,31,26,39,33,40,39,43
0,0,0.000161357,2.49885,2.49874,2.50133,2.49992,2.50032,2.50034,2.50004,2.49922,2.50283,2.49963,22.6956,24.3511,27.4528,29.4979,31.1385,32.2593,31.4479,33.2262,40.5361,38.336,21,24,20,28,24,30,21,27,35,32
0,0,7.10228e-05,2.5015,2.5021,2.49971,2.50056,2.50109,2.50149,2.49806,2.50064,2.5012,2.50131,16.0524,16.5685,17.4047,17.9903,18.4307,18.727,18.4572,18.9653,20.6789,20.2077,12,18,16,18,15,19,26,23,17,17
0,0,9.13725e-05,2.50138,2.49879,2.50019,2.49903,2.50028,2.49995,2.50065,2.49912,2.49965,2.49828,17.3632,18.0238,19.2888,20.0823,20.7288,21.1407,20.8561,21.4931,24.0183,23.2816,25,19,16,13,22,17,23,25,21,29
0,0,4.13823e-05,2.50194,2.49992,2.50053,2.50132,2.50066,2.49909,2.49913,2.49804,2.49968,2.49955,14.322,14.554,15.0076,15.3043,15.5064,15.623,15.5232,15.7299,16.5647,16.3406,18,16,13,11,9,11,14,27,13,20
0,0,9.9228e-05,2.50294,2.50195,2.49891,2.4991,2.49974,2.4992,2.49993,2.50113,2.49966,2.50086,17.9261,18.702,20.0399,20.9674,21.6858,22.1501,21.8259,22.6153,25.463,24.6819,24,11,18,16,22,20,17,27,36,28
0,0,7.06803e-05,2.50022,2.4991,2.49906,2.49929,2.49885,2.49945,2.49963,2.50195,2.49883,2.49964,16.0107,16.4945,17.3635,17.9338,18.3529,18.6503,18.4491,18.9497,20.5776,20.1251,21,13,21,14,17,23,16,16,16,21
0,0,0.00018367,2.49867,2.4992,2.49986,2.50002,2.49946,2.49941,2.49994,2.50123,2.4997,2.50009,24.7343,26.8156,30.6665,33.3387,35.4217,36.8733,35.8511,38.2526,47.6995,44.9448,24,33,33,37,33,35,38,40,42,40
0,0,0.000157361,2.50073,2.50023,2.49882,2.49952,2.49919,2.50041,2.49998,2.49978,2.49922,2.50042,22.3901,23.9718,26.8395,28.8473,30.389,31.493,30.7162,32.4284,39.208,37.2923,19,20,22,33,29,25,36,28,29,43
0,0,6.16231e-05,2.50024,2.49871,2.50122,2.50026,2.50166,2.50016,2.50026,2.50029,2.50023,2.4999,15.4605,15.8582,16.6265,17.0818,17.4603,17.6712,17.5038,17.8816,19.2647,18.8753,12,12,18,21,22,15,17,16,17,17
0,0,7.05845e-05,2.49891,2.49978,2.50048,2.49921,2.50182,2.49969,2.4981,2.49942,2.50079,2.50103,15.9838,16.4989,17.3799,17.9229,18.3971,18.6441,18.4106,18.8906,20.6032,20.1393,16,12,19,24,12,20,18,20,25,20
0,0,7.31472e-05,2.49986,2.4999,2.50067,2.49973,2.49853,2.49975,2.49955,2.49943,2.50026,2.49998,16.1582,16.6837,17.6085,18.1859,18.6121,18.9357,18.717,19.1945,20.9882,20.488,15,21,25,16,21,14,20,12,22,20
0,0,8.91326e-05,2.50001,2.50105,2.49818,2.5016,2.4992,2.50077,2.50004,2.49932,2.4987,2.50113,17.1901,17.8914,19.0344,19.8883,20.4385,20.8741,20.5707,21.1998,23.5994,22.9793,16,19,17,20,21,18,23,24,14,26
0,0,9.42898e-05,2.4996,2.50008,2.49876,2.50018,2.50015,2.49977,2.49813,2.50022,2.50065,2.50057,17.5287,18.2748,19.5457,20.4295,21.0806,21.5121,21.1634,21.911,24.5696,23.8239,21,12,17,15,20,27,25,26,23,29
0,0,0.000132108,2.49986,2.50019,2.50053,2.50029,2.5014,2.501,2.49995,2.49886,2.49984,2.49963,20.2913,21.5043,23.6802,25.1378,26.2977,27.0588,26.479,27.6871,32.518,31.141,14,24,31,31,19,22,30,16,28,26
0,0,0.000203554,2.49922,2.49799,2.50102,2.49951,2.49906,2.49929,2.50053,2.50114,2.49938,2.49995,26.7235,29.1738,33.9294,37.1583,39.7464,41.5681,40.3188,43.2874,55.2792,51.7593,27,32,39,46,24,42,38,47,46,52
0,0,5.93567e-05,2.49926,2.50145,2.50037,2.49895,2.50026,2.5011,2.50001,2.49939,2.49986,2.50094,15.3108,15.7476,16.4242,16.8489,17.2078,17.4475,17.268,17.6153,18.9358,18.593,12,12,15,19,19,21,11,20,20,18
0,0,2.85096e-05,2.50185,2.50169,2.49988,2.49976,2.50047,2.49967,2.49887,2.49968,2.50092,2.4993,13.6261,13.7947,14.0581,14.2396,14.3856,14.464,14.3884,14.5428,15.0719,14.9082,17,13,18,14,16,20,12,9,16,17
0,0,0.000120546,2.50075,2.49955,2.50042,2.49968,2.50091,2.50035,2.49893,2.50137,2.50077,2.50032,19.4222,20.4483,22.3406,23.5798,24.5758,25.219,24.7141,25.8297,29.868,28.704,20,25,26,19,28,15,25,27,31,32
0,0,0.000101701,2.50122,2.5001,2.50058,2.49908,2.4997,2.50033,2.49989,2.49849,2.49989,2.49912,18.0672,18.8671,20.3245,21.2531,21.9989,22.5086,22.1445,22.9054,25.9413,25.0759,17,13,16,21,14,18,14,18,23,23
0,0,7.2153e-05,2.50019,2.49955,2.50054,2.49941,2.50053,2.50051,2.50079,2.50103,2.50117,2.50068,16.1016,16.6067,17.5184,18.0813,18.5418,18.8367,18.6311,19.1067,20.8527,20.358,16,13,19,9,14,16,22,14,21,24
0,0,0.0001576,2.4979,2.49888,2.49982,2.50047,2.49986,2.4992,2.49904,2.50009,2.49996,2.49984,22.3473,23.9642,26.8988,28.9127,30.452,31.5006,30.7307,32.4869,39.3068,37.3342,30,13,25,27,38,30,23,31,44,37
0,0,0.000211574,2.5015,2.49977,2.49889,2.49974,2.50086,2.49836,2.50159,2.50008,2.50056,2.50043,27.6276,30.2513,35.2502,38.8372,41.719,43.5882,42.3096,45.4544,58.7444,54.822,19,35,29,36,44,52,36,45,55,54
0,0,0.00011441,2.50086,2.5023,2.50105,2.49988,2.49866,2.49789,2.49922,2.49982,2.50134,2.49979,18.9694,19.9706,21.6757,22.8046,23.6612,24.243,23.8457,24.8237,28.5526,27.4648,24,21,13,32,27,22,19,26,38,18
0,0,8.83592e-05,2.49921,2.49959,2.49853,2.5002,2.50059,2.49984,2.49993,2.50113,2.49931,2.4986,17.125,17.8059,18.9673,19.7765,20.375,20.7575,20.4753,21.1362,23.4784,22.7957,16,18,16,16,13,21,24,13,15,22
0,0,9.99621e-05,2.50228,2.50036,2.50105,2.49896,2.50113,2.50086,2.49989,2.5009,2.4987,2.50033,17.9651,18.7313,20.1571,21.0489,21.8086,22.2854,21.9193,22.7135,25.5775,24.7979,20,17,24,10,37,26,30,23,24,20
0,0,0.000119451,2.50306,2.50011,2.49998,2.49814,2.49945,2.5005,2.49966,2.49869,2.50003,2.50217,19.3851,20.3636,22.2081,23.4027,24.3842,25.0569,24.5737,25.5856,29.604,28.5342,18,21,25,30,21,34,16,21,45,37
0,0,0.000150243,2.50009,2.5012,2.50004,2.50022,2.49938,2.50032,2.49964,2.50219,2.4982,2.50067,21.7687,23.2719,25.9277,27.7628,29.1626,30.1667,29.4479,31.0981,37.1495,35.4614,15,33,22,28,28,32,22,27,34,33
0,0,0.000145477,2.5002,2.5018,2.49949,2.49953,2.49777,2.4995,2.50133,2.4988,2.50054,2.49941,21.374,22.8135,25.3,27.0283,28.3202,29.2876,28.6827,30.0874,35.9407,34.2374,23,21,27,26,38,25,34,31,58,34
0,0,6.15268e-05,2.50084,2.50005,2.5013,2.49945,2.49752,2.50122,2.50203,2.49977,2.49916,2.50088,15.4641,15.8729,16.6198,17.059,17.3786,17.6795,17.5249,17.8616,19.2304,18.8809,15,15,17,21,23,23,19,15,14,18
0,0,2.30558e-05,2.49948,2.49914,2.49977,2.49903,2.50017,2.50012,2.49948,2.4997,2.50032,2.49933,13.3103,13.4406,13.6764,13.81,13.9323,14.0022,13.9431,14.0578,14.4644,14.3419,12,15,15,8,19,12,16,25,15,17
0,0,8.32511e-05,2.49968,2.50077,2.49963,2.49982,2.50024,2.49805,2.4988,2.50237,2.49824,2.4999,16.7983,17.4397,18.5066,19.2232,19.772,20.0917,19.8473,20.5003,22.5795,22.0115,21,4,20,16,17,23,21,25,19,16
0,0,3.83528e-05,2.50048,2.49961,2.4992,2.50083,2.49915,2.49909,2.50097,2.50049,2.49921,2.49978,14.1348,14.3611,14.7611,15.0449,15.2127,15.3402,15.2773,15.474,16.1882,15.9962,15,14,16,14,12,9,16,14,19,9
0,0,7.8422e-05,2.50108,2.49913,2.502,2.50174,2.50014,2.50046,2.49957,2.49973,2.50017,2.49922,16.511,17.0534,18.1057,18.7571,19.2225,19.5619,19.3067,19.841,21.8255,21.2543,16,20,20,20,25,11,16,18,28,21
0,0,0.000105029,2.50012,2.49875,2.5009,2.50109,2.501,2.49863,2.49853,2.50055,2.49917,2.49935,18.2807,19.1131,20.674,21.6879,22.4579,22.9259,22.5512,23.433,26.5717,25.6821,16,27,20,13,17,25,16,15,22,26
0,0,5.9461e-05,2.50138,2.50043,2.50141,2.50013,2.49981,2.4983,2.49876,2.49974,2.50114,2.50186,15.3494,15.7385,16.4499,16.8784,17.2105,17.4097,17.2569,17.6329,18.9748,18.6239,13,15,25,22,14,17,21,21,20,22
0,0,4.48956e-05,2.49812,2.49962,2.49958,2.50144,2.49887,2.50208,2.50135,2.50086,2.49888,2.49974,14.4624,14.7711,15.2605,15.6037,15.7982,16.0055,15.8822,16.123,16.9895,16.7569,13,13,14,16,22,16,11,20,17,16
0,0,0.000130218,2.50291,2.50111,2.50054,2.50094,2.49928,2.50012,2.50126,2.49886,2.50183,2.50061,20.2052,21.3499,23.4565,24.895,25.9551,26.7284,26.2206,27.3634,32.1285,30.7556,20,17,20,34,27,33,31,25,26,26
0,0,0.000179656,2.50098,2.49936,2.50116,2.50081,2.50014,2.50105,2.49785,2.49885,2.50054,2.50153,24.41,26.361,30.093,32.6388,34.6278,36.0505,34.9422,37.2201,46.3364,43.7434,27,29,31,33,33,42,27,35,46,62
0,0,0.000156829,2.4998,2.50137,2.50071,2.49988,2.49983,2.50071,2.49994,2.49981,2.49919,2.50101,22.3233,23.9445,26.8183,28.7735,30.3146,31.4014,30.6192,32.3222,39.0523,37.1733,23,22,23,33,27,40,18,26,41,39
0,0,0.000112032,2.49985,2.50071,2.4993,2.49986,2.50081,2.50198,2.49853,2.49926,2.49723,2.50041,18.777,19.736,21.3807,22.5089,23.3867,23.9955,23.4986,24.4452,27.9373,27.0213,16,18,16,23,19,26,20,24,31,24
0,0,3.53146e-05,2.49926,2.49989,2.49908,2.5024,2.49971,2.49971,2.50137,2.50019,2.49943,2.50165,13.9529,14.1788,14.5356,14.8197,14.9548,15.0709,15.013,15.1795,15.8302,15.6838,22,7,16,20,7,17,14,12,16,16
0,0,4.24094e-05,2.49933,2.49865,2.49914,2.50103,2.5005,2.49987,2.49863,2.49911,2.49925,2.50085,14.3415,14.5999,15.0644,15.3862,15.5969,15.7325,15.6094,15.8477,16.6844,16.4817,12,15,12,14,20,11,12,15,16,19
0,0,0.000122939,2.49974,2.50047,2.4998,2.49892,2.49989,2.49955,2.50045,2.49937,2.49961,2.50101,19.5829,20.6788,22.5969,23.8731,24.8948,25.5655,25.1025,26.1651,30.3689,29.2165,31,21,18,26,23,17,19,28,18,27
0,0,0.000105183,2.50118,2.49832,2.50011,2.50047,2.49941,2.4978,2.49965,2.50056,2.5002,2.49872,18.3111,19.1176,20.6737,21.6927,22.4421,22.9282,22.5969,23.4556,26.6296,25.694,22,25,24,20,22,20,22,20,28,28
0,0,3.28924e-05,2.50151,2.50101,2.50054,2.49948,2.50117,2.50057,2.50099,2.49995,2.50135,2.49898,13.854,14.0476,14.3807,14.5817,14.7672,14.865,14.7951,14.9489,15.5776,15.375,14,18,17,11,18,14,17,16,21,16
0,0,0.000178787,2.50009,2.50064,2.5004,2.49965,2.50141,2.50051,2.50008,2.49847,2.50091,2.49891,24.3064,26.2961,29.939,32.4462,34.4974,35.8424,34.8415,37.0054,46.0548,43.3604,31,17,28,35,27,42,20,44,46,41
0,0,0.000144246,2.50084,2.50046,2.49904,2.5006,2.49746,2.50013,2.49947,2.50052,2.50015,2.49796,21.2862,22.6626,25.1324,26.8753,28.1095,29.089,28.423,29.9091,35.5994,33.8896,20,28,24,25,18,28,30,33,32,37
0,0,0.000141809,2.49997,2.49796,2.49988,2.50132,2.49933,2.49849,2.49903,2.49943,2.499,2.49883,21.0684,22.3705,24.8473,26.5379,27.766,28.6177,28.0067,29.4267,34.9201,33.3369,23,19,33,24,32,30,33,34,27,30
0,0,0.000130389,2.49948,2.49913,2.49856,2.50012,2.49975,2.49902,2.49977,2.49957,2.50081,2.50044,20.1494,21.3234,23.4303,24.8978,25.9931,26.7265,26.208,27.4119,32.1365,30.7878,20,15,23,17,23,28,27,22,24,24
0,0,0.000196244,2.49915,2.49876,2.50159,2.50107,2.50107,2.50001,2.50018,2.50014,2.50059,2.50121,25.9777,28.293,32.724,35.7547,38.1694,39.8034,38.6099,41.3209,52.4193,49.2015,27,26,36,36,33,44,48,39,52,35
0,0,0.000138759,2.50089,2.50073,2.50147,2.50022,2.50153,2.49989,2.49856,2.49978,2.50174,2.49822,20.8408,22.1401,24.5083,26.0692,27.3381,28.1353,27.4961,28.8838,34.2313,32.6021,10,21,26,20,28,29,32,24,35,27
0,0,0.000138408,2.50094,2.50134,2.49969,2.50024,2.501,2.49937,2.49952,2.49762,2.49996,2.49941,20.8136,22.1203,24.4215,26.0199,27.2678,28.0613,27.466,28.7586,34.0815,32.5597,23,19,25,25,36,27,26,29,37,37
0,0,0.000155438,2.50003,2.49829,2.49948,2.50116,2.49893,2.50014,2.49953,2.50031,2.50207,2.49885,22.2088,23.7285,26.5987,28.5916,30.0436,31.1214,30.3573,32.0597,38.7621,36.7282,20,19,26,25,36,31,33,26,42,37
0,0,7.22324e-05,2.49804,2.50064,2.49942,2.49988,2.49842,2.49954,2.49925,2.49953,2.50051,2.50053,16.072,16.6304,17.5058,18.0978,18.5112,18.8275,18.6112,19.0876,20.8513,20.3664,20,15,14,20,21,16,14,13,23,21
0,0,9.54405e-05,2.50178,2.50054,2.50085,2.49901,2.50127,2.50112,2.50214,2.50282,2.49944,2.49863,17.6453,18.374,19.7003,20.5348,21.2458,21.6913,21.3927,22.1258,24.7506,23.9729,14,18,14,17,28,27,18,15,25,24
0,0,9.90239e-05,2.49913,2.49811,2.49938,2.49889,2.49858,2.49966,2.49993,2.4994,2.50194,2.49962,17.8438,18.614,20.0288,20.9396,21.6349,22.133,21.7995,22.5475,25.4823,24.6156,11,12,25,19,21,19,43,28,30,28
0,0,7.56952e-05,2.50001,2.49953,2.50126,2.49975,2.49965,2.50023,2.49949,2.50087,2.50244,2.49843,16.3204,16.8613,17.846,18.4421,18.911,19.2383,18.9984,19.5295,21.4362,20.83,17,16,16,20,12,22,22,30,18,25
0,0,7.51302e-05,2.50128,2.49871,2.49984,2.50026,2.50148,2.50087,2.50121,2.50049,2.50049,2.50099,16.3056,16.8066,17.7701,18.3944,18.8834,19.185,18.968,19.4534,21.3047,20.7997,15,17,13,17,9,21,20,20,25,18
0,0,7.88718e-05,2.49924,2.49938,2.5002,2.49947,2.49895,2.498,2.49982,2.50034,2.49982,2.49993,16.5093,17.0906,18.1141,18.7608,19.25,19.5668,19.3627,19.9088,21.891,21.3376,20,26,10,17,20,17,21,17,30,21
0,0,9.91878e-05,2.49938,2.50111,2.50044,2.50196,2.50101,2.49957,2.50032,2.49854,2.50035,2.50079,17.8595,18.6831,20.0665,21.0227,21.7081,22.1529,21.8292,22.5512,25.4727,24.6731,21,17,24,25,20,22,28,21,23,28
0,0,0.00011677,2.501,2.50157,2.49973,2.49973,2.50061,2.50042,2.49877,2.49937,2.50141,2.50042,19.1457,20.1597,21.9054,23.0981,24.0349,24.6527,24.1678,25.1795,29.0599,27.9469,21,19,19,18,26,22,26,34,30,32
0,0,0.000192614,2.49963,2.49875,2.49971,2.49882,2.4994,2.50092,2.49842,2.50048,2.49891,2.49975,25.6282,27.8543,32.0719,34.9716,37.3099,38.9766,37.7284,40.4115,50.9379,47.8779,35,34,31,45,36,47,40,32,48,34
0,0,4.32639e-05,2.50073,2.50033,2.49868,2.49859,2.49892,2.49932,2.49978,2.49994,2.50078,2.49818,14.409,14.6782,15.1223,15.4208,15.6498,15.8051,15.7059,15.9454,16.8166,16.5379,15,14,14,16,15,27,14,16,16,21
0,0,5.92201e-05,2.50188,2.49842,2.50125,2.50136,2.50135,2.4995,2.5013,2.50008,2.50035,2.50009,15.3428,15.6907,16.4274,16.8769,17.2129,17.4053,17.2762,17.6125,18.9259,18.5592,13,11,17,12,18,17,19,21,20,17
0,0,2.98145e-05,2.50016,2.49942,2.5002,2.49968,2.50078,2.49914,2.50023,2.50146,2.50092,2.49941,13.6718,13.8408,14.1551,14.3406,14.4995,14.5706,14.5189,14.6875,15.2188,15.0488,13,17,17,14,10,18,13,10,15,16
0,0,9.23799e-05,2.49936,2.49957,2.50123,2.49904,2.49871,2.50069,2.5001,2.5009,2.49965,2.5001,17.3958,18.1162,19.4068,20.1938,20.8177,21.2854,20.9684,21.6667,24.199,23.4916,18,12,14,24,24,26,26,26,33,15
0,0,5.86303e-05,2.49949,2.50054,2.49902,2.50065,2.50065,2.49908,2.49944,2.5007,2.5002,2.4998,15.2713,15.6841,16.3422,16.8105,17.1419,17.3362,17.1846,17.5589,18.8404,18.4762,9,19,18,23,13,22,20,23,28,12
0,0,0.000182817,2.5,2.50069,2.49858,2.49971,2.49874,2.5,2.49889,2.50023,2.4996,2.49938,24.6856,26.7572,30.4961,33.1729,35.2209,36.7059,35.6343,38.0122,47.3936,44.6413,26,23,31,34,45,40,39,27,45,46
