# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 10:46:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/cg9987f_.json
# init = 2 (Default)
# random
#   seed = 45806
# output
#   file = /home/lab5/output/code3-20230416104642_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,number_of_accidents.1,number_of_accidents.2,number_of_accidents.3,number_of_accidents.4,number_of_accidents.5,number_of_accidents.6,number_of_accidents.7,number_of_accidents.8,number_of_accidents.9,number_of_accidents.10
0,0,9.28771e-05,2.49939,2.50128,2.49949,2.50116,2.50092,2.49882,2.49923,2.50108,2.49897,2.50023,17.4297,18.1861,19.4215,20.2918,20.9242,21.3094,21.0116,21.7378,24.272,23.5778,15,19,23,17,17,25,17,24,25,22
0,0,-2.33145e-05,2.50086,2.50085,2.49977,2.50152,2.50034,2.49939,2.50123,2.50019,2.50042,2.50104,11.1428,11.0297,10.8327,10.7374,10.6418,10.5775,10.6356,10.5392,10.2484,10.3331,10,20,11,6,15,12,13,9,18,8
0,0,6.8256e-05,2.50108,2.49967,2.49845,2.49915,2.49887,2.50004,2.50023,2.49851,2.49838,2.50066,15.8752,16.3327,17.1427,17.6946,18.0963,18.3904,18.199,18.602,20.2009,19.8015,14,15,15,20,16,15,19,27,18,21
0,0,0.000122941,2.50023,2.49998,2.50208,2.49844,2.50083,2.50006,2.50008,2.49977,2.49893,2.49904,19.5926,20.6689,22.6488,23.8619,24.9186,25.5789,25.0934,26.1759,30.3486,29.1597,20,14,27,38,26,32,29,27,40,34
0,0,0.000110469,2.49988,2.49973,2.49863,2.50103,2.50182,2.49975,2.50196,2.50047,2.49792,2.4992,18.6644,19.5846,21.1991,22.3428,23.1984,23.7173,23.3638,24.238,27.6337,26.6904,14,21,13,20,19,23,20,23,26,24
0,0,0.000152753,2.49864,2.49863,2.50035,2.50086,2.49805,2.49978,2.499,2.50092,2.50117,2.49939,21.9491,23.4639,26.2651,28.1654,29.552,30.6103,29.8663,31.5476,37.9617,36.0535,25,19,22,29,24,37,25,31,34,44
0,0,3.5674e-05,2.50046,2.50042,2.50017,2.49946,2.49962,2.4983,2.49939,2.4997,2.49892,2.49941,13.989,14.2082,14.5778,14.8054,14.9847,15.0822,15.015,15.2061,15.8644,15.6888,11,13,12,14,18,12,14,19,14,14
0,0,0.000163709,2.49994,2.49807,2.49846,2.49803,2.5003,2.49902,2.49999,2.50104,2.50148,2.50078,22.9278,24.5822,27.6999,29.8242,31.5666,32.6772,31.884,33.7776,41.1952,39.0272,25,20,22,29,40,35,29,35,44,48
0,0,0.00012286,2.50122,2.49981,2.50073,2.50233,2.49848,2.50002,2.49923,2.49762,2.50011,2.49969,19.6058,20.6581,22.6091,23.9443,24.8484,25.5654,25.0602,26.1065,30.3662,29.1616,22,11,18,27,28,32,28,23,26,38
0,0,0.000121081,2.50055,2.49927,2.50005,2.50032,2.50106,2.49952,2.49926,2.49979,2.50118,2.50097,19.4585,20.4896,22.3924,23.6641,24.656,25.2797,24.8003,25.8751,29.9994,28.8322,24,21,12,24,23,33,32,23,20,47
0,0,9.8721e-05,2.49998,2.50069,2.5,2.49908,2.50116,2.5,2.49981,2.49901,2.49982,2.49859,17.8381,18.6377,20.0108,20.9088,21.6525,22.1002,21.7583,22.4963,25.3711,24.5374,14,23,17,17,21,22,32,18,24,21
0,0,0.000103121,2.50184,2.50072,2.50017,2.50004,2.49913,2.49984,2.49985,2.49919,2.49949,2.50027,18.1778,18.9944,20.4619,21.4397,22.1687,22.691,22.3292,23.125,26.2062,25.3595,20,20,15,18,27,23,20,20,24,20
0,0,3.73855e-05,2.49942,2.49954,2.50031,2.50017,2.49977,2.49932,2.49791,2.50015,2.4999,2.50005,14.0672,14.3006,14.7059,14.9556,15.1368,15.2543,15.1443,15.3759,16.0834,15.8909,10,17,13,13,14,13,14,12,15,21
0,0,0.000115831,2.5002,2.49742,2.49858,2.49944,2.50069,2.50023,2.49927,2.49971,2.50089,2.50092,19.0613,19.9953,21.7771,22.9728,23.9062,24.5089,24.047,25.0414,28.8429,27.7749,18,26,16,28,14,17,26,33,28,26
0,0,0.00013396,2.50065,2.49929,2.49967,2.49939,2.50167,2.50224,2.50117,2.49972,2.49959,2.49866,20.4531,21.6568,23.8811,25.3715,26.5893,27.3965,26.8013,28.0321,32.9606,31.5228,14,18,19,27,32,27,26,29,35,38
0,0,5.92801e-05,2.49923,2.5023,2.50078,2.5016,2.50145,2.49929,2.49925,2.50045,2.49864,2.50094,15.3057,15.7557,16.4246,16.8866,17.2206,17.408,17.2471,17.6255,18.902,18.583,14,11,17,24,18,20,15,12,22,22
0,0,2.76114e-05,2.50188,2.50049,2.49945,2.49991,2.50146,2.49951,2.49796,2.49895,2.4994,2.50125,13.5792,13.725,13.9888,14.1717,14.3248,14.3837,14.2997,14.4511,14.9489,14.8424,12,12,9,18,17,12,16,11,15,17
0,0,0.000126767,2.49935,2.49995,2.50048,2.50058,2.5,2.50038,2.49888,2.50011,2.49977,2.50115,19.8668,21.0111,23.0518,24.4197,25.4579,26.1844,25.6332,26.8155,31.2505,30.0265,19,22,32,15,41,21,27,21,25,31
0,0,4.67807e-05,2.4993,2.501,2.50091,2.49953,2.49953,2.49965,2.49987,2.50005,2.49931,2.50012,14.5853,14.9118,15.4264,15.7357,15.9828,16.1492,16.0354,16.3,17.2365,16.9894,16,19,17,13,20,21,19,15,15,24
0,0,1.42891e-05,2.50129,2.49991,2.49884,2.50122,2.50164,2.49928,2.50257,2.5012,2.49897,2.50196,12.8904,12.9533,13.0746,13.1911,13.2596,13.2697,13.2838,13.3314,13.5337,13.5111,16,13,16,13,17,14,18,18,11,18
0,0,0.000141442,2.49874,2.50125,2.49757,2.5012,2.49915,2.50025,2.5007,2.50041,2.50084,2.49934,21.0127,22.4087,24.7445,26.4815,27.7016,28.6045,27.9929,29.3885,34.8891,33.2672,20,24,24,29,34,25,29,35,24,33
0,0,9.04062e-05,2.49986,2.49926,2.50185,2.50139,2.50028,2.49855,2.49887,2.50069,2.49928,2.50034,17.2722,17.9575,19.2271,20.0235,20.6126,20.9885,20.7012,21.3977,23.8378,23.1699,23,16,20,21,24,23,27,22,25,21
0,0,0.000131768,2.50059,2.50088,2.49988,2.49942,2.49966,2.49913,2.50049,2.49892,2.49984,2.49799,20.2794,21.4876,23.6244,25.0692,26.1999,26.9527,26.4403,27.6304,32.436,31.0149,27,26,26,22,32,23,31,33,21,33
0,0,0.00013207,2.50047,2.50065,2.50031,2.50119,2.49891,2.49978,2.49976,2.49873,2.49919,2.49984,20.3008,21.5108,23.6703,25.1551,26.2264,27.0195,26.4679,27.6772,32.4879,31.1389,25,22,30,27,28,31,26,25,27,25
0,0,3.88586e-05,2.50045,2.49931,2.50006,2.50107,2.49977,2.50149,2.50089,2.49893,2.50043,2.49869,14.1619,14.3881,14.8114,15.0903,15.267,15.424,15.3215,15.4985,16.2691,16.0364,13,14,14,15,21,18,8,23,26,19
0,0,0.000101742,2.49829,2.5003,2.49877,2.50004,2.49956,2.49999,2.50079,2.49878,2.49969,2.49961,18.017,18.8741,20.292,21.2784,22.0011,22.5063,22.1697,22.9179,25.944,25.0957,12,18,23,28,15,24,21,24,21,26
0,0,0.000163047,2.50059,2.49922,2.50156,2.49994,2.49922,2.50031,2.49978,2.49896,2.4971,2.49916,22.8841,24.5405,27.6936,29.7729,31.4115,32.5891,31.7538,33.5689,40.8142,38.7814,24,24,32,41,25,23,14,34,41,43
0,0,8.70208e-05,2.49961,2.50063,2.50027,2.49965,2.49913,2.49928,2.50065,2.50045,2.50134,2.5013,17.0435,17.7223,18.8729,19.6211,20.1877,20.579,20.3295,20.9466,23.2934,22.6408,11,15,20,13,16,20,23,24,23,25
0,0,0.000112472,2.50125,2.50026,2.50121,2.50163,2.49986,2.50004,2.50085,2.5014,2.50129,2.49961,18.8353,19.7644,21.4689,22.6031,23.4243,24.0127,23.6142,24.5648,28.143,27.0841,18,14,18,23,30,22,24,20,28,27
0,0,4.69024e-05,2.50073,2.50201,2.50076,2.50119,2.49969,2.50056,2.50003,2.49931,2.49982,2.50046,14.613,14.9347,15.4335,15.7724,15.9966,16.1759,16.0495,16.3004,17.2609,17.0099,14,10,16,18,13,16,14,20,10,23
0,0,0.000103222,2.50064,2.49943,2.49934,2.49982,2.49941,2.49971,2.50036,2.50007,2.501,2.50098,18.1631,18.9781,20.4553,21.447,22.1878,22.7018,22.3538,23.16,26.2652,25.3956,16,21,20,16,30,18,27,17,20,24
0,0,3.91971e-05,2.49905,2.49946,2.50137,2.50075,2.49763,2.49859,2.49984,2.49927,2.50039,2.50023,14.1607,14.4112,14.8561,15.1136,15.2644,15.4107,15.336,15.5365,16.3094,16.0997,13,16,19,10,14,13,17,16,18,13
0,0,0.000149521,2.50172,2.49924,2.49949,2.50075,2.50071,2.50109,2.50009,2.49889,2.49968,2.49911,21.7436,23.1544,25.8197,27.6679,29.0792,30.0587,29.3365,30.8568,37.0056,35.2252,20,19,40,34,32,32,34,29,25,27
0,0,4.51566e-05,2.50375,2.49909,2.49885,2.50034,2.49884,2.49904,2.50031,2.50016,2.50007,2.50106,14.5588,14.7798,15.2695,15.609,15.8217,15.9821,15.8901,16.1379,17.0427,16.8102,13,12,14,10,24,16,12,14,16,18
0,0,0.000119067,2.49913,2.50154,2.49933,2.50143,2.5008,2.49865,2.49913,2.49991,2.49982,2.50046,19.2803,20.3591,22.151,23.4303,24.3627,24.9525,24.5053,25.5556,29.5133,28.4078,18,23,27,27,22,14,30,29,28,32
0,0,1.45541e-05,2.50019,2.50121,2.49958,2.5003,2.49897,2.49983,2.50017,2.49944,2.50034,2.4985,12.8895,12.985,13.1017,13.198,13.2445,13.2983,13.2727,13.3299,13.579,13.4898,17,18,17,10,7,14,16,16,17,11
0,0,0.000232943,2.49855,2.49781,2.49999,2.49949,2.50046,2.50125,2.49902,2.49978,2.50049,2.50116,29.9164,33.0978,39.2912,43.6522,47.2187,49.7295,47.8479,51.9034,68.8523,63.8595,26,31,45,45,52,44,34,56,59,72
0,0,9.92034e-05,2.49958,2.49937,2.50054,2.49971,2.50126,2.50198,2.50042,2.49958,2.49999,2.50025,17.8643,18.6518,20.0703,20.9774,21.7155,22.2084,21.8334,22.5769,25.4667,24.6627,15,21,22,17,17,21,22,19,31,27
0,0,0.000154136,2.49967,2.50076,2.50042,2.49997,2.49888,2.50049,2.49922,2.50189,2.49944,2.49993,22.0895,23.6543,26.45,28.3546,29.8153,30.8888,30.1167,31.8511,38.2879,36.4291,31,20,24,31,40,28,30,28,37,45
0,0,0.000160303,2.4996,2.50004,2.49964,2.50017,2.50186,2.50051,2.50099,2.49981,2.49965,2.50003,22.6204,24.2723,27.2615,29.3353,30.9959,32.0602,31.2834,33.0286,40.0922,38.0652,27,22,29,21,26,45,31,32,38,44
0,0,6.28075e-05,2.50279,2.50117,2.50087,2.49795,2.49936,2.50064,2.50003,2.50097,2.50084,2.49945,15.571,15.9784,16.72,17.1534,17.5406,17.8063,17.6221,18.0261,19.4469,19.0262,20,17,20,16,16,13,15,19,22,21
0,0,7.83905e-05,2.4989,2.50108,2.50213,2.50122,2.49987,2.50044,2.49949,2.49965,2.50077,2.49991,16.473,17.0844,18.1052,18.7441,19.2139,19.5577,19.3017,19.8355,21.8336,21.2643,15,10,28,16,15,24,14,26,17,18
0,0,0.00016344,2.49871,2.49936,2.4991,2.50127,2.50021,2.49967,2.50026,2.49931,2.50102,2.49886,22.8757,24.5854,27.68,29.877,31.5146,32.6453,31.8423,33.663,41.0944,38.8779,27,25,25,29,36,37,28,29,41,34
0,0,0.000103272,2.49944,2.49886,2.50055,2.50019,2.50082,2.50235,2.49988,2.50124,2.49888,2.50095,18.1448,18.9714,20.4851,21.4608,22.2256,22.7687,22.3497,23.1943,26.2196,25.404,18,18,15,30,17,23,33,28,29,30
0,0,9.11366e-05,2.50132,2.49876,2.50072,2.50013,2.49917,2.50102,2.49956,2.50078,2.4992,2.49965,17.3463,18.005,19.2761,20.0785,20.6774,21.1333,20.8045,21.4971,23.9655,23.2745,15,22,11,13,12,20,17,25,27,29
0,0,4.91539e-05,2.4996,2.50065,2.50011,2.50055,2.49948,2.50008,2.50124,2.49868,2.49892,2.50013,14.724,15.0595,15.599,15.958,16.204,16.3892,16.2829,16.5199,17.5365,17.2786,13,16,10,15,10,15,11,13,17,27
0,0,0.000133599,2.49852,2.50015,2.49975,2.50093,2.4993,2.49947,2.50027,2.49991,2.49845,2.50015,20.3811,21.6419,23.8396,25.3604,26.4709,27.2614,26.7205,27.9746,32.835,31.4891,19,19,17,29,23,26,29,32,37,36
0,0,0.000116982,2.50028,2.49886,2.50068,2.49976,2.50034,2.50076,2.50009,2.50049,2.49957,2.4999,19.1476,20.1233,21.9496,23.1256,24.058,24.6928,24.23,25.241,29.0522,27.9743,17,20,21,26,30,28,26,23,24,34
0,0,0.000178039,2.49988,2.49993,2.49843,2.4981,2.49996,2.49984,2.49942,2.49937,2.50105,2.5004,24.2312,26.1932,29.7681,32.2632,34.2976,35.657,34.6657,36.8668,45.8062,43.1949,27,24,38,31,26,42,41,42,42,43
0,0,-4.17115e-05,2.5006,2.4989,2.50073,2.49954,2.49935,2.50138,2.49871,2.50021,2.49958,2.49976,10.3757,10.171,9.88529,9.6883,9.55282,9.48522,9.52172,9.39934,8.93106,9.05496,10,11,9,10,9,7,8,18,10,10
0,0,0.000109853,2.50013,2.49905,2.50123,2.49932,2.5011,2.49915,2.49953,2.50063,2.50157,2.49837,18.6249,19.5197,21.1885,22.2297,23.0989,23.6152,23.2229,24.1492,27.6081,26.5519,20,30,22,15,24,27,18,18,24,34
0,0,7.25885e-05,2.49948,2.49981,2.49956,2.50169,2.50206,2.4985,2.50137,2.5003,2.50043,2.49982,16.1172,16.6421,17.5396,18.1659,18.6173,18.8485,18.6896,19.1446,20.9048,20.4034,16,15,20,24,16,27,14,17,17,27
0,0,0.000138513,2.50049,2.50202,2.50034,2.49929,2.49846,2.49877,2.49876,2.49868,2.50006,2.4978,20.8129,22.1454,24.4504,26.01,27.2152,28.062,27.4621,28.8079,34.1113,32.5317,21,15,20,35,21,28,33,26,36,30
0,0,0.000121229,2.49822,2.49989,2.50135,2.49912,2.50071,2.49813,2.49929,2.49969,2.49952,2.50259,19.4243,20.5153,22.4383,23.6551,24.6688,25.2672,24.8225,25.8963,29.9824,28.9092,24,25,24,33,27,18,24,21,29,25
0,0,9.10767e-05,2.49895,2.50091,2.50157,2.49827,2.50072,2.49955,2.50086,2.50026,2.49975,2.49924,17.3012,18.0391,19.2866,20.0345,20.7023,21.0947,20.8242,21.4781,23.968,23.255,19,23,18,22,25,24,13,21,32,30
0,0,0.000118671,2.5005,2.4998,2.50031,2.49992,2.50107,2.49913,2.50144,2.49899,2.50267,2.50137,19.2773,20.2892,22.1287,23.3445,24.3132,24.905,24.5049,25.4694,29.5108,28.3541,20,25,15,14,24,28,19,14,28,29
0,0,0.000117642,2.49928,2.49996,2.50088,2.49998,2.50092,2.50096,2.50082,2.4979,2.50144,2.50015,19.1774,20.2029,22.0271,23.2144,24.1646,24.7962,24.3419,25.2793,29.25,28.1131,23,22,24,23,26,30,28,37,30,24
0,0,0.000152558,2.5014,2.50223,2.49775,2.50048,2.50017,2.49971,2.49977,2.49848,2.49921,2.50045,21.9932,23.5288,26.1713,28.1247,29.5812,30.5723,29.8549,31.4327,37.8327,36.0419,22,18,35,23,27,36,33,25,39,35
0,0,3.02866e-05,2.50037,2.501,2.49918,2.49909,2.49928,2.50216,2.49807,2.50053,2.49935,2.4984,13.6997,13.8908,14.1743,14.3693,14.5177,14.6564,14.5278,14.717,15.2483,15.0842,16,16,12,14,9,16,16,16,14,13
0,0,9.23629e-05,2.50051,2.49795,2.50028,2.4988,2.49991,2.49998,2.50035,2.5,2.50037,2.49934,17.4146,18.0854,19.3868,20.187,20.8406,21.268,20.9716,21.645,24.2133,23.4709,25,20,27,30,18,22,24,18,28,18
0,0,8.77369e-05,2.50077,2.50099,2.50167,2.50032,2.5027,2.49874,2.50009,2.5,2.49882,2.49977,17.1106,17.7832,18.9674,19.7115,20.3443,20.657,20.4037,21.0308,23.3587,22.7215,11,19,16,21,19,19,17,21,24,19
