# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code3_model
# start_datetime = 2023-04-16 11:29:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/hiim9402.json
# init = 2 (Default)
# random
#   seed = 92123
# output
#   file = /home/lab5/output/code3-20230416112911_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,theta,alfa.1,alfa.2,alfa.3,alfa.4,alfa.5,alfa.6,alfa.7,alfa.8,alfa.9,alfa.10,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,0.000176336,2.50137,2.499,2.50091,2.50005,2.50031,2.49853,2.50091,2.49943,2.5006,2.49989,24.1083,25.9777,29.5875,32.0259,33.9717,35.2465,34.3716,36.4802,45.2092,42.6534,23,32,41,37,37,26,46,38,44,46
0,0,8.81114e-05,2.49953,2.50007,2.49871,2.50192,2.4976,2.49898,2.50017,2.49985,2.50114,2.49995,17.1141,17.7955,18.9471,19.7838,20.2849,20.7088,20.4504,21.0767,23.4782,22.7862,14,14,14,23,31,24,15,33,23,24
0,0,8.60075e-05,2.49813,2.49992,2.49979,2.5002,2.50129,2.49999,2.5018,2.49994,2.50074,2.49993,16.9518,17.6326,18.7678,19.5234,20.1125,20.4683,20.232,20.8044,23.1046,22.4477,20,18,25,30,20,21,19,31,23,26
0,0,2.21747e-05,2.50039,2.49941,2.50196,2.49933,2.49946,2.50116,2.49932,2.50216,2.49836,2.49919,13.2772,13.3934,13.6458,13.7477,13.8514,13.9425,13.8688,14.0154,14.3419,14.2505,19,12,21,11,13,18,10,17,10,16
0,0,1.83385e-05,2.49975,2.50061,2.49978,2.50057,2.50131,2.50071,2.4983,2.50201,2.50031,2.49902,13.0736,13.19,13.356,13.4784,13.5709,13.6173,13.5458,13.6827,13.9659,13.8648,6,15,10,13,16,18,10,14,13,20
0,0,0.000124352,2.50065,2.49998,2.49757,2.49996,2.49875,2.50011,2.50029,2.50061,2.50166,2.49935,19.7079,20.7947,22.7073,24.0838,25.0715,25.7988,25.3076,26.4287,30.7525,29.4624,21,20,28,25,20,32,27,33,36,31
0,0,0.000103202,2.49885,2.49916,2.49812,2.49894,2.49938,2.50012,2.49981,2.50093,2.50133,2.50015,18.129,18.9713,20.4282,21.4257,22.1846,22.7084,22.3389,23.1768,26.27,25.3711,18,19,18,18,24,24,19,17,34,21
0,0,5.73548e-05,2.49973,2.49971,2.5002,2.50066,2.49863,2.49872,2.49923,2.50063,2.49773,2.50017,15.1999,15.5854,16.2569,16.6936,16.981,17.197,17.0525,17.4188,18.6165,18.3162,8,19,16,14,16,24,18,25,14,20
0,0,3.01508e-05,2.50059,2.49949,2.50009,2.49928,2.49898,2.49905,2.49993,2.49847,2.49987,2.49932,13.6955,13.8618,14.1775,14.3613,14.5019,14.599,14.5433,14.6743,15.2409,15.0835,13,14,14,19,12,16,18,7,14,18
0,0,3.48248e-05,2.50033,2.50067,2.49978,2.50089,2.50056,2.49826,2.49932,2.5001,2.49922,2.50244,13.9413,14.1599,14.5101,14.7577,14.925,15.0046,14.9391,15.1321,15.7694,15.6418,12,13,13,13,14,16,18,18,10,15
0,0,9.97537e-05,2.50123,2.50044,2.50101,2.50215,2.50141,2.50066,2.50179,2.50075,2.50033,2.49821,17.9318,18.7161,20.1353,21.0921,21.7884,22.2529,21.934,22.6807,25.5796,24.7089,16,16,14,25,25,23,17,31,30,21
0,0,6.33085e-05,2.49992,2.4982,2.50128,2.4989,2.50163,2.50012,2.50014,2.49948,2.50039,2.49799,15.5565,15.9654,16.769,17.217,17.6318,17.8509,17.6759,18.0556,19.5107,19.0663,22,6,13,20,11,14,20,20,16,17
0,0,0.000147313,2.5007,2.50009,2.50169,2.502,2.50061,2.5025,2.49945,2.49983,2.50132,2.49795,21.537,22.955,25.5908,27.3695,28.7055,29.7027,28.9396,30.4645,36.4632,34.6365,21,23,12,35,26,31,26,46,37,27
0,0,0.00017032,2.49973,2.50114,2.49948,2.49908,2.49851,2.50048,2.50083,2.49756,2.49859,2.50193,23.5159,25.3688,28.6651,30.9572,32.745,34.0564,33.1752,35.074,43.1457,40.9518,21,29,35,28,37,31,44,33,49,38
0,0,3.49229e-05,2.50004,2.49958,2.49871,2.49987,2.50099,2.49968,2.50004,2.49998,2.49884,2.49836,13.9426,14.1505,14.5018,14.7505,14.9399,15.0348,14.9586,15.1394,15.7749,15.5889,12,16,14,20,15,12,12,15,14,14
0,0,0.000100883,2.49889,2.50071,2.49915,2.49933,2.4999,2.50084,2.49912,2.49987,2.50176,2.50065,17.9682,18.8123,20.2123,21.1634,21.8988,22.4092,22.0213,22.8207,25.8322,24.9687,24,17,19,21,24,20,22,27,17,20
0,0,9.17136e-05,2.49984,2.49993,2.50062,2.49877,2.49807,2.49926,2.50006,2.49971,2.49829,2.50138,17.3592,18.0708,19.3302,20.1146,20.724,21.1696,20.8856,21.5515,24.0466,23.4107,12,14,22,17,20,22,17,19,33,22
0,0,0.000140288,2.50167,2.49957,2.50029,2.50157,2.49818,2.50255,2.50021,2.49878,2.50019,2.50023,20.9808,22.2604,24.6683,26.3243,27.4898,28.4715,27.7903,29.1308,34.569,33.0249,21,21,26,32,34,18,24,30,36,17
0,0,9.46355e-05,2.5016,2.49897,2.50045,2.49967,2.50124,2.49973,2.49986,2.50097,2.50242,2.50031,17.5873,18.2818,19.6128,20.4578,21.146,21.5563,21.2432,21.9746,24.6764,23.8763,23,25,21,24,18,20,22,22,19,24
0,0,0.00010226,2.49983,2.50074,2.49756,2.49885,2.50036,2.49999,2.50213,2.50006,2.50058,2.50032,18.0809,18.9246,20.3204,21.3134,22.085,22.5769,22.2671,23.0213,26.0671,25.2059,16,17,18,29,25,33,21,22,17,29
0,0,9.04934e-05,2.5013,2.49819,2.50091,2.5001,2.49952,2.4995,2.50111,2.50097,2.50005,2.49824,17.3029,17.945,19.2175,20.0073,20.6073,21.0194,20.7582,21.4153,23.8715,23.1358,16,14,16,17,19,18,18,26,23,29
0,0,0.000199597,2.49937,2.5,2.49908,2.50001,2.50047,2.49927,2.50024,2.50062,2.49878,2.50098,26.3221,28.7393,33.1969,36.3796,38.8975,40.5866,39.3805,42.2126,53.6449,50.3765,23,25,34,38,42,49,42,43,49,56
0,0,0.000150179,2.49975,2.50094,2.50009,2.5,2.49946,2.49998,2.50122,2.50048,2.49955,2.4982,21.7561,23.2595,25.9207,27.747,29.1543,30.1448,29.4832,31.0326,37.1822,35.358,26,17,28,30,22,30,37,23,37,35
0,0,0.000100365,2.49918,2.4999,2.50033,2.50024,2.49977,2.50167,2.49965,2.50183,2.49956,2.50173,17.9375,18.7553,20.1836,21.1226,21.8301,22.3578,21.966,22.7919,25.6765,24.9039,22,18,30,25,23,24,30,20,31,17
0,0,4.31912e-05,2.49945,2.50019,2.5002,2.49905,2.5002,2.50218,2.50095,2.50119,2.49878,2.49956,14.3865,14.6715,15.1397,15.4218,15.6631,15.8434,15.7177,15.9581,16.7738,16.5523,11,13,9,13,11,26,17,14,13,17
0,0,0.000136846,2.49956,2.49988,2.49912,2.49894,2.49955,2.49881,2.50127,2.49926,2.49948,2.50114,20.6599,21.9402,24.2168,25.7646,26.9822,27.7826,27.2626,28.5271,33.6719,32.2561,29,22,17,29,38,25,28,25,30,49
0,0,0.00010306,2.49896,2.50061,2.49971,2.49876,2.50052,2.50139,2.50175,2.50061,2.4992,2.49767,18.1211,18.9873,20.4462,21.4051,22.1915,22.718,22.3635,23.149,26.1865,25.2828,20,20,15,25,18,32,29,31,29,31
0,0,0.000127928,2.5009,2.50103,2.49816,2.49943,2.50019,2.4992,2.50095,2.50122,2.49968,2.50161,19.9872,21.1391,23.1328,24.5474,25.6352,26.3374,25.8622,27.04,31.5184,30.2893,17,22,27,26,21,35,23,31,22,36
0,0,0.000157746,2.49981,2.50033,2.49915,2.49992,2.49955,2.49913,2.49926,2.50106,2.49971,2.50008,22.4027,24.014,26.9003,28.9197,30.4683,31.5258,30.7637,32.5478,39.3395,37.3816,23,18,26,31,29,37,34,25,31,35
0,0,9.2713e-05,2.4999,2.5004,2.50076,2.499,2.49853,2.50045,2.49902,2.49967,2.49955,2.50274,17.4274,18.1572,19.4301,20.2299,20.8545,21.3231,20.9868,21.6851,24.2564,23.6096,20,18,21,18,22,21,17,18,20,25
0,0,8.57861e-05,2.49909,2.50064,2.49961,2.50014,2.49985,2.49993,2.49962,2.50102,2.49992,2.49834,16.9536,17.6286,18.7437,19.4984,20.0576,20.4396,20.1618,20.7983,23.0477,22.3767,22,11,23,17,17,11,19,21,19,31
0,0,0.000165843,2.49909,2.49963,2.49917,2.49895,2.50088,2.49989,2.49956,2.49907,2.50118,2.50052,23.0978,24.8475,28.0185,30.2029,31.9794,33.1296,32.2727,34.1619,41.8417,39.6133,22,16,22,31,28,22,31,36,41,38
0,0,0.000113614,2.49828,2.49899,2.50064,2.50056,2.50149,2.50048,2.49807,2.50165,2.49992,2.49942,18.8624,19.8367,21.5802,22.7208,23.6189,24.1895,23.7071,24.7462,28.3439,27.2998,20,17,17,21,20,19,29,17,24,33
0,0,-6.86728e-05,2.50118,2.49965,2.50105,2.49855,2.50061,2.4998,2.49993,2.49999,2.50102,2.50227,9.35488,9.06445,8.63504,8.34911,8.1772,8.0486,8.13634,7.94573,7.31975,7.49485,8,8,11,9,19,14,9,6,7,3
0,0,0.000100445,2.49994,2.4991,2.49935,2.4997,2.49996,2.49834,2.49927,2.49894,2.49864,2.50124,17.9566,18.7465,20.1718,21.1203,21.8445,22.294,21.9678,22.7373,25.6679,24.9058,11,29,26,22,24,18,28,16,15,22
0,0,0.000130296,2.50166,2.49984,2.50044,2.499,2.50047,2.49984,2.49878,2.50018,2.49684,2.49866,20.1861,21.33,23.4633,24.8573,25.9977,26.7335,26.1677,27.4128,31.987,30.7126,24,15,22,20,19,28,30,27,35,29
0,0,5.51052e-05,2.50082,2.49894,2.50099,2.49864,2.49986,2.50011,2.50105,2.49981,2.50005,2.50222,15.0848,15.4235,16.0869,16.4557,16.781,16.9889,16.8594,17.1625,18.3503,18.0627,20,12,17,17,15,15,21,18,13,16
0,0,3.54405e-05,2.50122,2.50084,2.49911,2.50096,2.50002,2.49897,2.5021,2.49963,2.50062,2.50102,13.9869,14.1998,14.5453,14.8086,14.9704,15.0711,15.0351,15.183,15.8639,15.688,11,21,18,24,24,15,14,22,20,13
0,0,7.43163e-05,2.49954,2.49926,2.50124,2.50039,2.49953,2.49921,2.49997,2.50112,2.49799,2.50123,16.2262,16.7571,17.7224,18.3149,18.7576,19.0595,18.854,19.3674,21.1234,20.6847,22,20,9,16,17,15,21,19,22,21
0,0,8.838e-06,2.50055,2.50009,2.49889,2.49915,2.50114,2.4999,2.50076,2.50134,2.50003,2.50073,12.6125,12.6555,12.7219,12.7763,12.8395,12.8484,12.8418,12.8885,13.01,12.9817,13,13,19,14,17,10,11,14,14,15
0,0,6.55105e-05,2.49817,2.49943,2.50158,2.5022,2.49985,2.49743,2.50031,2.49885,2.5002,2.50114,15.662,16.1372,16.9608,17.4837,17.8273,18.0412,17.9092,18.2931,19.829,19.4282,12,8,13,13,18,19,26,22,25,15
0,0,0.000160581,2.49764,2.50012,2.50047,2.50093,2.50045,2.50159,2.49803,2.50102,2.49861,2.49923,22.6003,24.3033,27.3224,29.4023,31.0024,32.1488,31.2419,33.1257,40.1333,38.1101,23,24,33,27,23,37,34,27,51,45
0,0,5.29923e-05,2.49898,2.50028,2.50096,2.50092,2.49868,2.50161,2.50041,2.49982,2.5023,2.50184,14.9348,15.3044,15.9164,16.3034,16.5565,16.7989,16.6406,16.9385,18.105,17.7868,16,14,25,18,10,18,18,11,22,14
0,0,3.10484e-05,2.50081,2.49982,2.49964,2.50173,2.50017,2.49976,2.5006,2.50044,2.50066,2.50256,13.746,13.92,14.2352,14.4675,14.595,14.6887,14.63,14.7856,15.355,15.2292,16,15,9,15,16,16,11,15,17,29
0,0,0.000103943,2.49944,2.49868,2.50033,2.5003,2.49993,2.49961,2.50062,2.49999,2.49866,2.49989,18.1918,19.0228,20.5499,21.5422,22.2926,22.7986,22.4546,23.2621,26.3448,25.4984,17,24,23,18,23,13,10,23,27,25
0,0,0.000124109,2.50096,2.50029,2.5006,2.4987,2.49959,2.49982,2.49826,2.49995,2.49911,2.49959,19.6957,20.7793,22.7484,24.0214,25.0572,25.7536,25.2203,26.3715,30.6187,29.4188,21,23,16,19,35,30,27,28,36,30
0,0,9.5009e-05,2.49911,2.50041,2.49982,2.50116,2.50139,2.50098,2.49948,2.49972,2.50203,2.49929,17.569,18.3374,19.6372,20.5305,21.1952,21.6319,21.2817,21.9983,24.7353,23.9153,18,15,28,21,31,29,23,23,23,27
0,0,5.52695e-05,2.49992,2.50213,2.49979,2.4986,2.50054,2.50023,2.49885,2.50034,2.49951,2.4992,15.0809,15.4838,16.0809,16.4698,16.8083,17.0078,16.8386,17.1893,18.3629,18.0294,14,20,16,15,15,14,25,18,18,15
0,0,9.09256e-05,2.49962,2.49983,2.49948,2.50028,2.4995,2.49831,2.49773,2.49978,2.50149,2.49868,17.3028,18.0079,19.2317,20.0583,20.6588,21.0492,20.7407,21.4475,23.9829,23.2171,13,20,14,20,27,14,18,26,26,24
0,0,6.46202e-05,2.49808,2.49953,2.49854,2.50008,2.50102,2.50098,2.50044,2.5002,2.49885,2.50072,15.6068,16.0772,16.8337,17.3617,17.7559,18.0084,17.818,18.2166,19.6716,19.2976,18,13,20,19,21,16,18,18,21,17
0,0,0.000132731,2.5011,2.50016,2.49997,2.49946,2.50029,2.49916,2.49882,2.49844,2.50154,2.49909,20.3655,21.5614,23.7411,25.2028,26.3638,27.1106,26.5461,27.7831,32.7246,31.2622,22,24,28,28,21,29,28,23,37,36
0,0,1.66141e-05,2.4986,2.50092,2.50143,2.50068,2.50123,2.49976,2.50034,2.50082,2.49909,2.49997,12.9718,13.0966,13.2626,13.353,13.4345,13.4636,13.4366,13.5205,13.7712,13.709,8,13,11,12,10,15,18,8,13,14
0,0,8.56807e-05,2.4997,2.49995,2.50052,2.5008,2.50049,2.49934,2.49786,2.50085,2.50063,2.50011,16.9571,17.6084,18.7508,19.5001,20.0581,20.4147,20.1138,20.7811,23.0461,22.3996,12,16,15,15,20,14,13,21,19,22
0,0,5.39055e-05,2.50075,2.50065,2.50035,2.49871,2.50052,2.50024,2.50096,2.50015,2.49999,2.50019,15.014,15.3705,15.98,16.349,16.6752,16.8685,16.7394,17.0406,18.1863,17.8731,17,12,14,16,18,24,14,18,20,19
0,0,0.000118656,2.50046,2.49848,2.50024,2.49979,2.50053,2.49987,2.49835,2.49827,2.50072,2.49934,19.2754,20.2611,22.1252,23.3395,24.2979,24.9213,24.4271,25.4486,29.4499,28.2934,17,14,23,29,26,23,26,21,18,35
0,0,7.61353e-05,2.50019,2.4996,2.49965,2.49982,2.49994,2.49933,2.50006,2.49913,2.50184,2.50185,16.3512,16.8944,17.8568,18.4879,18.965,19.272,19.0584,19.5489,21.4936,20.9668,21,13,20,15,20,23,18,17,25,23
0,0,0.0001004,2.50116,2.49896,2.49936,2.4994,2.49892,2.49941,2.50101,2.49957,2.50157,2.50193,17.9753,18.7404,20.1674,21.1089,21.816,22.3119,22.0003,22.7452,25.7347,24.9151,7,22,13,16,26,25,20,21,29,28
0,0,0.000122708,2.50057,2.49957,2.50105,2.4999,2.49843,2.50103,2.49951,2.50003,2.50034,2.50061,19.5816,20.6397,22.5989,23.8662,24.8251,25.5675,25.0447,26.1446,30.3387,29.1569,13,19,27,18,25,33,20,26,31,25
0,0,7.90166e-05,2.49896,2.49898,2.49955,2.50229,2.50167,2.49961,2.50154,2.50149,2.49982,2.49931,16.5138,17.0944,18.1155,18.8286,19.3187,19.6154,19.4126,19.9497,21.9145,21.3464,18,20,17,19,13,19,19,17,16,16
0,0,8.91158e-05,2.49935,2.50054,2.49996,2.49857,2.50044,2.50033,2.50045,2.50078,2.49837,2.49995,17.1776,17.8809,19.0667,19.8264,20.4618,20.8628,20.5772,21.2285,23.5887,22.9496,22,13,13,19,16,9,25,25,18,22
0,0,0.000182169,2.50129,2.50028,2.50015,2.49976,2.49868,2.49986,2.49978,2.50032,2.49942,2.5015,24.6557,26.6718,30.4449,33.0569,35.0862,36.5574,35.5302,37.8626,47.1571,44.5306,21,30,26,26,44,35,39,42,45,48
0,0,0.000136179,2.49948,2.49831,2.49908,2.50058,2.49975,2.49998,2.50097,2.49839,2.50081,2.50032,20.6051,21.843,24.1346,25.7125,26.8831,27.703,27.1477,28.3842,33.5497,32.077,26,24,22,23,23,28,31,30,41,33
0,0,-7.15347e-06,2.49873,2.50002,2.49896,2.50001,2.50039,2.49954,2.49972,2.49977,2.50071,2.49905,11.8354,11.8138,11.7399,11.7142,11.6908,11.6625,11.6777,11.6494,11.5599,11.5677,10,10,14,17,16,9,18,8,9,10
0,0,0.000104795,2.50189,2.49802,2.50008,2.50137,2.49934,2.50047,2.5017,2.49883,2.5,2.5,18.2966,19.0799,20.6329,21.6661,22.39,22.9359,22.5916,23.3587,26.5477,25.6561,16,13,27,25,27,21,20,17,27,10
0,0,9.16989e-05,2.50135,2.4989,2.49943,2.4979,2.49818,2.50054,2.50036,2.49953,2.49789,2.50131,17.3845,18.0511,19.3057,20.0957,20.7245,21.195,20.89,21.5456,24.0345,23.4066,26,20,22,16,26,18,24,22,20,19
0,0,0.000101525,2.5014,2.50078,2.50038,2.49996,2.50169,2.5003,2.4989,2.50092,2.49992,2.49895,18.058,18.8655,20.3026,21.2512,22.02,22.4839,22.0996,22.9361,25.9082,25.0403,19,22,17,24,23,22,27,18,30,25
0,0,0.000116443,2.50206,2.49978,2.49985,2.49965,2.49886,2.49843,2.49935,2.50017,2.5001,2.49965,19.1418,20.0953,21.872,23.0549,23.9475,24.5553,24.1356,25.1486,28.9515,27.8605,22,16,26,26,22,27,29,22,38,25
0,0,0.000123934,2.49973,2.50025,2.49971,2.50063,2.50064,2.49885,2.49958,2.50077,2.49967,2.49974,19.6582,20.7629,22.7081,24.0447,25.058,25.7014,25.2277,26.3642,30.5963,29.3866,18,19,20,28,24,27,25,26,38,28
0,0,9.8609e-05,2.50074,2.499,2.50122,2.50035,2.50069,2.49824,2.49866,2.49921,2.49782,2.49948,17.8439,18.5973,20.0239,20.9225,21.6284,22.0465,21.7189,22.4852,25.2994,24.5399,17,20,24,19,21,22,21,21,26,22
0,0,6.20491e-05,2.49774,2.5013,2.50349,2.49931,2.50018,2.50154,2.50105,2.50037,2.4996,2.50061,15.4473,15.9286,16.7001,17.1055,17.4778,17.7411,17.5616,17.9305,19.3136,18.9461,15,9,17,19,17,21,24,21,19,17
0,0,0.000136699,2.49949,2.49917,2.49781,2.49977,2.49898,2.49705,2.50021,2.50116,2.49933,2.5007,20.6468,21.9107,24.1671,25.7648,26.9435,27.7088,27.2102,28.5552,33.6298,32.2081,26,26,18,20,32,18,33,23,30,29
0,0,4.3216e-05,2.50091,2.50061,2.50062,2.4996,2.49932,2.4985,2.50181,2.49903,2.49997,2.50221,14.409,14.6793,15.148,15.4324,15.6517,15.7876,15.7335,15.9261,16.7968,16.5991,17,12,18,15,20,8,23,17,15,14
0,0,0.000140251,2.49948,2.49746,2.50034,2.50015,2.50004,2.49991,2.50065,2.50062,2.50047,2.50126,20.9318,22.2098,24.6648,26.2814,27.535,28.3901,27.7962,29.1775,34.5688,33.0501,25,25,22,31,22,30,17,28,39,35
0,0,0.00013607,2.50069,2.49962,2.49973,2.49946,2.49937,2.49991,2.49891,2.49881,2.50048,2.50041,20.6214,21.8612,24.1372,25.6683,26.8558,27.683,27.0745,28.3769,33.5114,32.0551,13,29,19,23,28,20,33,26,37,27
0,0,0.000105109,2.49718,2.50045,2.49859,2.50059,2.50032,2.50084,2.50021,2.49867,2.49894,2.49987,18.2328,19.1522,20.6346,21.6866,22.4529,22.9878,22.5996,23.4006,26.5815,25.7099,20,13,26,23,26,23,27,28,36,24
0,0,0.000129423,2.49935,2.50093,2.50009,2.501,2.50023,2.50022,2.50163,2.50062,2.50096,2.50008,20.0716,21.2731,23.3525,24.7882,25.8599,26.6031,26.1083,27.2762,31.9114,30.566,21,20,12,23,26,27,33,19,29,31
0,0,0.000132975,2.49999,2.50047,2.5002,2.50047,2.50023,2.49963,2.50035,2.50188,2.50095,2.5003,20.3621,21.5906,23.7756,25.2621,26.3995,27.1634,26.6247,27.9212,32.7647,31.3542,18,29,32,15,28,28,29,22,37,26
0,0,0.000211887,2.50075,2.50048,2.50023,2.49985,2.49945,2.49941,2.50097,2.50014,2.50061,2.49994,27.6401,30.3134,35.3529,38.9081,41.7356,43.7162,42.3612,45.5456,58.8835,54.9166,27,32,31,48,46,50,39,37,52,54
0,0,7.96979e-05,2.49864,2.49857,2.50098,2.49973,2.49989,2.5006,2.49926,2.50104,2.50058,2.49955,16.5521,17.1376,18.2036,18.8507,19.3608,19.7158,19.4461,20.0253,22.0425,21.4551,19,11,20,27,17,20,21,19,22,27
0,0,8.21196e-05,2.49809,2.49952,2.50036,2.50018,2.49887,2.50108,2.49944,2.49917,2.50066,2.49899,16.6985,17.3335,18.4152,19.1113,19.6154,20.0156,19.7284,20.2915,22.4447,21.8154,13,19,15,19,18,13,14,17,26,15
0,0,7.69874e-05,2.4996,2.49919,2.49918,2.50014,2.50138,2.49816,2.5008,2.49888,2.50033,2.50056,16.3954,16.9495,17.925,18.5804,19.0866,19.3487,19.1682,19.6479,21.5975,21.0671,19,9,18,19,11,15,24,15,18,26
0,0,9.60834e-05,2.49953,2.49915,2.4999,2.50111,2.50138,2.50055,2.50176,2.49996,2.4988,2.49967,17.6494,18.3992,19.7451,20.6506,21.3277,21.7632,21.4655,22.151,24.8532,24.1078,14,11,16,19,18,26,17,22,14,26
0,0,7.63617e-05,2.50144,2.49992,2.50112,2.50034,2.49943,2.49936,2.50137,2.50002,2.50056,2.49983,16.3859,16.9163,17.9034,18.5206,18.9801,19.2989,19.1088,19.5939,21.5023,20.9583,17,11,10,19,24,23,21,16,24,14
0,0,0.000130377,2.5013,2.49791,2.50108,2.49967,2.50055,2.50162,2.50062,2.50094,2.50142,2.50143,20.185,21.2963,23.4879,24.8849,26.0122,26.7941,26.2285,27.4475,32.153,30.8156,26,25,19,21,25,33,31,26,27,34
