# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 11:10:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmphq3csp0a/2m6_nr5b.json
# init = 2 (Default)
# random
#   seed = 15636
# output
#   file = /home/lab5/output/code1-20230416111039_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,1.99998,0.000156835,13.5425,14.5032,16.2548,17.4544,18.3902,19.0329,18.5728,19.6085,23.7062,22.5246,6,15,15,18,17,21,21,15,18,27
0,0,1.9999,0.000331388,26.5771,30.7185,39.0868,45.4328,50.7335,54.5523,51.8038,58.0976,86.7564,77.8724,15,35,32,39,47,56,50,71,78,78
0,0,2.00005,0.000126177,12.0308,12.7128,13.9342,14.7557,15.3889,15.82,15.5117,16.2039,18.8766,18.1159,11,11,10,21,21,15,13,11,15,20
0,0,1.99997,0.000226625,17.7328,19.5789,23.0856,25.5873,27.593,28.997,27.9898,30.2728,39.8239,36.9878,24,19,20,27,24,26,30,33,28,42
0,0,2.00002,0.000238833,18.5902,20.6353,24.5481,27.3595,29.6243,31.2151,30.0734,32.6642,43.6091,40.3426,15,15,34,28,40,32,28,25,48,39
0,0,1.9999,8.54741e-05,10.2789,10.6701,11.3541,11.8034,12.1442,12.3736,12.2097,12.5762,13.9465,13.5633,9,12,10,8,16,11,15,10,17,10
0,0,2.00018,2.14743e-05,8.02964,8.10535,8.23288,8.31354,8.3732,8.41267,8.38453,8.44706,8.66943,8.60895,7,10,6,6,7,5,8,7,4,18
0,0,2.0001,0.000253941,19.709,22.0221,26.4872,29.7239,32.3467,34.1966,32.8684,35.887,48.7957,44.9189,15,24,25,27,39,40,38,41,42,51
0,0,1.99983,0.000175485,14.552,15.7118,17.8498,19.3301,20.4933,21.2962,20.7211,22.0182,27.227,25.7131,8,16,21,18,13,32,22,27,22,21
0,0,2.00002,0.00012475,11.9643,12.6347,13.8341,14.6403,15.2612,15.6839,15.3817,16.0601,18.6769,17.9326,13,17,10,21,14,10,20,14,16,16
0,0,2.00006,0.000293301,22.9447,26.0824,32.2814,36.8792,40.663,43.3606,41.4213,45.8456,65.3772,59.4156,21,26,28,35,46,50,43,48,74,60
0,0,2.0001,0.000269223,20.9076,23.5179,28.6023,32.3209,35.3524,37.4994,35.9571,39.4675,54.6658,50.0725,16,21,27,26,48,31,35,36,60,54
0,0,2.00016,0.000252814,19.6246,21.917,26.3392,29.5426,32.1374,33.9669,32.6534,35.6383,48.3916,44.5632,17,20,26,22,26,29,30,37,39,30
0,0,2.00008,0.000169393,14.2172,15.3095,17.3159,18.7001,19.7853,20.533,19.9975,21.2046,26.0283,24.6299,15,24,16,23,29,19,18,22,28,20
0,0,1.99999,0.000282991,22.0471,24.9494,30.6485,34.8503,38.2941,40.7425,38.983,42.9931,60.5493,55.2133,22,31,36,40,32,42,39,32,74,47
0,0,2.00008,0.000186516,15.1893,16.4792,18.8723,20.54,21.8562,22.7674,22.1145,23.5887,29.5609,27.817,10,24,14,22,27,23,22,23,22,19
0,0,2,0.000167654,14.1207,15.1941,17.1636,18.5211,19.5845,20.3169,19.7924,20.9745,25.6917,24.3252,15,14,22,10,20,17,13,15,27,32
0,0,1.99992,0.00019316,15.5816,16.954,19.5101,21.2983,22.7133,23.6947,22.9914,24.5805,31.0524,29.1573,9,15,19,21,27,26,24,28,32,33
0,0,1.99996,0.000258881,20.0859,22.4918,27.1494,30.5355,33.2846,35.2262,33.8319,37.0022,50.6138,46.5175,24,26,30,32,30,41,26,36,55,38
0,0,1.99993,6.19594e-05,9.38656,9.64418,10.0885,10.3763,10.5927,10.7374,10.6341,10.8645,11.7104,11.4762,5,5,9,11,8,6,11,12,13,11
0,0,2.00006,0.000182222,14.9391,16.1773,18.4689,20.0617,21.3168,22.1847,21.5629,22.9662,28.6316,26.9803,11,14,24,20,22,31,30,24,28,25
0,0,2.00003,0.000163157,13.8781,14.9037,16.7806,18.0708,19.0798,19.7739,19.2769,20.3965,24.8481,23.561,12,16,13,13,21,20,13,22,23,21
0,0,1.99997,6.94886e-05,9.66393,9.96189,10.4781,10.8139,11.0671,11.2368,11.1156,11.3861,12.3849,12.1075,11,12,6,10,12,16,12,18,14,10
0,0,2.00004,5.36698e-05,9.09176,9.30752,9.67785,9.91656,10.0954,10.2147,10.1296,10.3194,11.0118,10.8208,4,9,8,10,12,11,8,10,6,7
0,0,2.00014,0.000125954,12.0215,12.7017,13.9197,14.7389,15.3703,15.8001,15.4927,16.1828,18.847,18.0888,16,13,13,15,14,12,16,13,17,19
0,0,1.99992,0.000236135,18.3955,20.3952,24.2149,26.9551,29.1602,30.7079,29.5973,32.117,42.7388,39.5722,20,21,26,32,30,24,23,33,53,42
0,0,1.99997,0.000290214,22.6706,25.7361,31.7813,36.2571,39.936,42.5566,40.6728,44.9691,63.8882,58.1208,20,23,31,40,42,28,49,53,70,56
0,0,1.99986,0.000230287,17.9836,19.8875,23.512,26.1033,28.1838,29.6417,28.5957,30.9674,40.9185,37.9591,17,16,15,32,29,27,21,40,34,39
0,0,1.99985,0.000197611,15.8509,17.2806,19.9503,21.8229,23.3073,24.3381,23.5993,25.2693,32.095,30.0925,13,9,17,18,24,30,15,27,26,23
0,0,1.99998,0.000123096,11.8876,12.5446,13.719,14.5075,15.1145,15.5275,15.2322,15.8949,18.4478,17.7222,18,14,12,10,23,21,13,19,24,14
0,0,1.99992,0.000237132,18.4666,20.4829,24.3366,27.1029,29.3298,30.8932,29.7713,32.317,43.0569,39.8538,15,22,23,28,25,26,34,27,45,32
0,0,2.00009,0.000239606,18.647,20.7054,24.6454,27.4776,29.7598,31.3631,30.2124,32.8239,43.8634,40.5676,11,18,27,31,36,30,32,40,50,40
0,0,2.0001,0.000165005,13.9784,15.0235,16.9383,18.2559,19.2871,19.9968,19.4886,20.6336,25.1933,23.8739,17,10,17,11,20,15,23,19,30,25
0,0,1.99998,0.000378994,31.9455,37.6997,49.6591,58.9828,66.9168,72.7079,68.5338,78.1366,123.599,109.234,42,41,47,64,89,61,71,80,108,125
0,0,2.00006,0.0002987,23.4281,26.6948,33.1693,37.9866,41.9593,44.7959,42.7564,47.4117,68.0536,61.7392,29,26,44,38,56,46,35,49,51,64
0,0,1.9999,0.00021607,17.0233,18.709,21.8912,24.1475,25.949,27.2064,26.3046,28.3466,36.8166,34.3126,9,25,21,29,43,18,26,27,37,33
0,0,2.00016,0.000165408,14.001,15.0505,16.9737,18.2974,19.3335,20.0467,19.5361,20.6868,25.2705,23.9439,20,20,13,18,22,17,13,28,33,22
0,0,2.00017,0.0002085,16.5371,18.1146,21.0795,23.1723,24.8384,25.9988,25.1668,27.0495,34.8117,32.5241,18,19,16,22,23,25,23,26,28,35
0,0,2.00007,0.000343092,27.8112,32.3098,41.4628,48.4514,54.3156,58.5539,55.5024,62.4981,94.6586,84.6419,18,30,31,44,48,54,57,61,90,92
0,0,2.00009,0.000184315,15.0608,16.3241,18.6648,20.2938,21.5784,22.4673,21.8304,23.268,29.0814,27.3855,13,20,20,16,26,20,22,22,34,27
0,0,1.99998,0.000327925,26.2259,30.2668,38.4152,44.582,49.7261,53.4286,50.7641,56.8633,84.5582,75.985,19,29,45,35,52,52,52,54,90,80
0,0,1.99989,0.000191151,15.4608,16.8077,19.3135,21.0645,22.4489,23.4086,22.7209,24.2744,30.5913,28.7432,21,21,21,16,17,20,22,24,26,26
0,0,2.0001,0.000208997,16.5676,18.152,21.1306,23.2338,24.9084,26.075,25.2385,27.1312,34.9379,32.6367,20,17,19,21,18,24,21,30,30,26
0,0,1.99998,0.000183369,15.0043,16.2561,18.5743,20.1868,21.4579,22.3371,21.7072,23.129,28.8747,27.1992,13,19,24,21,30,23,28,28,28,31
0,0,2.00005,0.000245506,19.0761,21.2366,25.3862,28.3795,30.7971,32.4982,31.2771,34.05,45.8279,42.303,25,24,35,27,34,40,39,27,44,43
0,0,2.00012,0.000206791,16.4275,17.9812,20.8982,22.9552,24.5917,25.731,24.9141,26.7621,34.3707,32.13,6,16,17,20,33,22,24,33,32,31
0,0,2.00001,0.000308231,24.3056,27.8102,34.7955,40.0218,44.3479,47.4449,45.2175,50.3064,73.0461,66.0629,20,43,28,41,48,48,48,43,87,61
0,0,1.99991,0.00013622,12.505,13.272,14.6537,15.5885,16.3119,16.8058,16.4525,17.2465,20.3368,19.4535,17,16,17,17,15,23,19,11,13,15
0,0,1.99988,0.000267811,20.7893,23.3704,28.3938,32.0647,35.0557,37.1732,35.6522,39.1137,54.0832,49.5617,25,34,25,30,27,39,34,43,62,47
0,0,2.00016,0.000206496,16.4094,17.959,20.868,22.919,24.5504,25.6861,24.8719,26.714,34.2966,32.0638,19,19,23,20,27,27,32,23,36,31
0,0,1.99997,6.58357e-05,9.52851,9.80663,10.2874,10.5995,10.8345,10.9918,10.8795,11.1302,12.0531,11.7972,10,8,9,10,10,8,11,15,14,9
0,0,2.00005,0.000138374,12.6112,13.3974,14.8152,15.7758,16.5197,17.028,16.6644,17.4816,20.6679,19.7563,5,13,15,12,17,15,17,20,12,17
0,0,2.00006,0.000257168,19.9554,22.329,26.9194,30.2531,32.9581,34.8676,33.4964,36.6136,49.9785,45.9593,21,24,18,30,26,30,27,45,68,45
0,0,1.99989,0.000146314,13.0019,13.8604,15.416,16.4748,17.2974,17.8606,17.4576,18.3641,21.9208,20.8998,11,16,22,15,17,18,18,13,24,31
0,0,2.00013,0.000308786,24.3607,27.88,34.8969,40.1486,44.4967,47.6098,45.3707,50.4866,73.3571,66.3322,17,40,39,31,44,42,55,46,67,71
0,0,2.00002,0.000155256,13.4607,14.4057,16.127,17.3047,18.2229,18.8532,18.402,19.4176,23.4305,22.2741,16,17,21,13,22,27,22,12,20,25
0,0,1.99993,0.000179858,14.8015,16.0118,18.2485,19.8011,21.0232,21.8679,21.2628,22.6281,28.1295,26.5276,16,20,20,15,15,17,18,21,35,28
0,0,1.9999,0.000268839,20.8723,23.4743,28.5413,32.2464,35.2664,37.405,35.8687,39.3653,54.4988,49.9258,19,33,26,44,35,33,37,36,53,56
0,0,2.00004,0.000331979,26.6417,30.8012,39.2089,45.5869,50.9157,54.7553,51.9918,58.3203,87.1513,78.2118,22,34,53,39,62,44,46,71,75,94
0,0,2.00015,0.000269067,20.896,23.5033,28.5813,32.2949,35.3221,37.466,35.9259,39.4312,54.6051,50.0195,12,33,23,43,28,46,30,43,61,50
0,0,1.99981,0.000144699,12.9201,13.7634,15.2902,16.3284,17.1344,17.6861,17.2913,18.1791,21.6576,20.6597,15,12,16,13,22,12,19,20,21,25
0,0,1.99999,0.000216794,17.0725,18.7691,21.9731,24.2458,26.0609,27.3281,26.4193,28.4772,37.0188,34.4928,14,19,17,33,15,24,28,27,40,29
0,0,2.00011,0.000239053,18.6076,20.6567,24.5775,27.395,29.6649,31.2593,30.115,32.7118,43.6844,40.4093,20,17,21,29,29,30,33,32,57,30
0,0,1.99993,0.00021463,16.9293,18.594,21.7339,23.9583,25.7333,26.9718,26.0837,28.0944,36.4257,33.9641,24,19,24,19,24,30,27,31,48,25
0,0,1.99985,8.06889e-05,10.0901,10.4522,11.0837,11.4972,11.8103,12.0209,11.8705,12.2066,13.4585,13.1091,12,4,10,6,12,11,18,10,14,11
0,0,2.00009,0.000393655,33.8109,40.1575,53.4634,63.9253,72.8792,79.4409,74.7092,85.6105,137.845,121.243,39,42,61,65,87,83,83,88,164,125
0,0,2.00019,7.02046e-05,9.69291,9.99489,10.5183,10.8589,11.1158,11.288,11.165,11.4396,12.4538,12.172,11,14,6,11,7,11,9,9,17,15
0,0,1.99998,0.000251638,19.5322,21.8026,26.1793,29.3477,31.9129,33.7209,32.4228,35.3723,47.9621,44.1846,19,14,33,43,41,38,29,38,35,46
0,0,1.99992,0.000182872,14.9746,16.2204,18.5268,20.1307,21.3946,22.2689,21.6425,23.0562,28.7665,27.1016,13,15,15,20,24,20,22,28,24,35
0,0,2.00005,0.000327415,26.1764,30.2029,38.3199,44.4611,49.5828,53.2686,50.6162,56.6877,84.2449,75.7161,24,33,34,46,46,53,40,62,88,87
0,0,1.99983,0.00018395,15.0357,16.2942,18.6257,20.248,21.5271,22.412,21.778,23.2091,28.9951,27.3074,12,12,14,30,24,20,20,28,23,22
0,0,2.0001,0.000294073,23.0139,26.1698,32.4078,37.0366,40.847,43.5642,41.6108,46.0676,65.7551,59.744,15,26,40,29,33,51,48,50,72,71
0,0,2.00003,0.00023038,17.9931,19.8989,23.5271,26.1212,28.2039,29.6634,28.6163,30.9907,40.9539,37.9908,27,18,29,24,23,30,27,25,36,31
0,0,2.0001,0.000257693,19.9967,22.3803,26.9915,30.3414,33.0601,34.9795,33.6012,36.7347,50.1757,46.1327,18,19,25,21,49,29,34,37,73,35
0,0,1.99992,0.000178636,14.7315,15.9276,18.1364,19.6686,20.8741,21.7069,21.1103,22.4563,27.8747,26.2978,14,12,16,28,17,25,22,19,33,33
0,0,1.99997,0.00015293,13.3396,14.2615,15.9386,17.0846,17.9772,18.5894,18.1512,19.1375,23.0277,21.9078,19,13,13,17,13,15,24,29,31,20
0,0,1.99997,0.000231333,18.0584,19.9794,23.6386,26.2563,28.3589,29.8326,28.7752,31.1731,41.2425,38.2466,20,23,19,19,28,29,26,30,33,37
0,0,1.9999,0.000294956,23.088,26.2642,32.5455,37.209,41.0491,43.7882,41.8191,46.3123,66.175,60.1083,21,29,26,43,32,40,41,48,68,71
0,0,1.99983,0.000188788,15.3194,16.6369,19.0844,20.7923,22.1414,23.076,22.4063,23.9187,30.057,28.2629,13,15,21,17,27,21,24,21,27,27
0,0,2.00006,0.000106294,11.1415,11.6712,12.6089,13.2323,13.709,14.0319,13.8011,14.3182,16.2834,15.7288,7,14,16,13,15,12,10,26,17,17
0,0,2.00009,0.000239007,18.604,20.6522,24.5713,27.3876,29.6564,31.2501,30.1064,32.7019,43.6687,40.3954,16,15,26,24,27,26,22,24,35,48
0,0,2.00003,0.000206249,16.3917,17.9377,20.8394,22.885,24.512,25.6446,24.8326,26.6695,34.2292,32.0034,11,21,26,33,25,23,24,25,26,33
0,0,1.99995,0.00023022,17.9805,19.8836,23.5062,26.0961,28.1754,29.6324,28.587,30.9573,40.9018,37.9444,18,13,18,30,38,24,27,27,37,41
0,0,2.00003,4.93331e-05,8.94064,9.13548,9.46908,9.68355,9.84394,9.95087,9.87459,10.0446,10.6624,10.4923,10,11,5,8,8,15,18,10,7,7
0,0,2.00017,0.000276017,21.4651,24.2168,29.5982,33.5496,36.7794,39.0712,37.4245,41.1749,57.5014,52.5533,15,19,24,30,36,36,46,43,70,48
0,0,2.0002,0.000178624,14.7349,15.9312,18.1404,19.6728,20.8785,21.7114,21.1147,22.4609,27.88,26.3029,10,15,14,25,32,18,25,34,26,28
0,0,1.99986,0.000228003,17.8256,19.6931,23.2436,25.7785,27.812,29.2359,28.2143,30.5303,40.2296,37.3478,26,21,21,36,27,30,35,26,56,40
0,0,2.00014,3.08243e-05,8.32462,8.43751,8.62873,8.75033,8.84061,8.90049,8.85779,8.95277,9.29299,9.20007,12,6,8,7,8,7,11,8,5,4
0,0,1.99997,0.00032334,25.7655,29.676,37.54,43.4757,48.4182,51.971,49.4146,55.264,81.7252,73.5492,24,29,43,40,46,43,49,51,72,87
0,0,2.0001,0.000234779,18.3027,20.2802,24.0547,26.7604,28.9365,30.4632,29.3677,31.8529,42.3179,39.1998,12,19,31,30,29,30,25,25,46,32
0,0,1.99995,0.000170754,14.2902,15.3973,17.4324,18.8376,19.9397,20.6995,20.1554,21.3821,26.2894,24.8659,9,21,20,23,20,17,17,30,33,20
0,0,2.00009,0.00020248,16.1556,17.6503,20.4495,22.4184,23.9821,25.0695,24.29,26.0527,33.2856,31.1594,15,28,18,21,27,16,24,20,30,32
0,0,2.00008,0.000211684,16.7402,18.3627,21.4176,23.5781,25.3001,26.5006,25.6398,27.5882,35.642,33.2653,13,19,17,27,29,31,29,33,36,33
0,0,1.99995,0.000240477,18.7073,20.7802,24.7501,27.6053,29.9068,31.524,30.3633,32.9978,44.1422,40.8138,18,17,26,21,31,30,27,36,42,53
0,0,1.99995,0.000157028,13.5523,14.5149,16.2702,17.4725,18.4104,19.0545,18.5934,19.6316,23.7396,22.5549,19,15,14,17,18,18,13,16,22,29
0,0,2.00006,0.000154178,13.4053,14.3396,16.0404,17.2034,18.1097,18.7317,18.2865,19.2885,23.2444,22.105,18,11,18,18,19,13,18,17,25,12
0,0,2.0001,8.75438e-05,10.3634,10.7676,11.4751,11.9404,12.2936,12.5316,12.3616,12.7418,14.1655,13.767,10,13,11,12,20,16,10,18,14,15
0,0,2.00007,0.000224075,17.5609,19.3675,22.794,25.2349,27.1899,28.5575,27.5765,29.7995,39.0805,36.3275,15,17,28,22,33,27,35,33,49,36
0,0,1.99988,0.000103887,11.0364,11.549,12.4551,13.0566,13.5162,13.8272,13.6049,14.1028,15.9919,15.4593,11,10,14,13,20,10,15,10,9,19
0,0,1.99998,8.10862e-05,10.1069,10.4715,11.1073,11.5238,11.8392,12.0514,11.8999,12.2385,13.5001,13.1479,4,12,14,15,19,10,11,15,18,7
0,0,1.99994,0.000331264,26.5654,30.7033,39.0639,45.4036,50.6988,54.5136,51.768,58.0549,86.6796,77.8067,26,32,31,41,39,57,63,59,95,99
0,0,1.99999,0.00018916,15.3439,16.6661,19.1231,20.8379,22.1927,23.1314,22.4588,23.9779,30.1449,28.3421,9,11,17,17,28,17,13,22,29,25
0,0,2.00002,0.000293912,22.9979,26.1498,32.3792,37.0012,40.8058,43.5187,41.5684,46.018,65.6716,59.6713,23,19,35,41,53,39,44,54,65,61
0,0,2.00001,0.000243754,18.9468,21.0764,25.1627,28.1073,30.4839,32.1554,30.9556,33.6796,45.2334,41.7781,19,22,20,27,31,23,34,33,55,46
0,0,2.00004,0.000147906,13.0842,13.9578,15.5423,16.6218,17.461,18.0358,17.6244,18.5499,22.1853,21.1409,11,15,14,24,19,16,17,23,22,16
0,0,1.99998,9.84507e-05,10.8081,11.2833,12.1205,12.6745,13.0969,13.3823,13.1784,13.635,15.36,14.8749,20,19,11,14,7,14,14,13,18,10
0,0,2.00028,0.000165413,14.003,15.0527,16.9762,18.3001,19.3364,20.0497,19.539,20.6899,25.2745,23.9477,19,16,16,22,14,19,14,22,24,20
0,0,2.00022,0.000151039,13.2458,14.1496,15.7918,16.9126,17.785,18.3831,17.955,18.9183,22.7119,21.6206,11,20,13,17,15,20,20,17,24,15
0,0,1.99984,0.000345063,28.0171,32.577,41.8657,48.966,54.9285,59.2402,56.1356,63.2543,96.0327,85.8154,29,42,35,54,52,59,60,66,91,89
0,0,2.00006,-2.27334e-05,6.76824,6.70133,6.59149,6.52381,6.47461,6.44245,6.46534,6.41468,6.24064,6.28706,9,10,10,5,6,5,9,4,3,6
0,0,1.99996,0.000214458,16.9185,18.5808,21.7158,23.9364,25.7084,26.9446,26.0581,28.0652,36.3801,33.9236,12,17,27,29,33,29,38,19,28,27
0,0,2.00002,0.000228303,17.8492,19.7218,23.2825,25.8253,27.8652,29.2938,28.2689,30.5925,40.3262,37.4338,18,18,31,32,29,30,20,38,38,42
0,0,1.99992,0.00018407,15.044,16.3041,18.6387,20.2632,21.5441,22.4303,21.7954,23.2286,29.0236,27.3332,17,20,23,21,26,15,20,19,41,21
0,0,1.99994,0.000267302,20.7496,23.3206,28.3227,31.9771,34.9539,37.0612,35.5476,38.992,53.8818,49.3853,17,24,29,35,36,39,27,39,50,53
0,0,1.99997,0.000188078,15.2795,16.5883,19.0189,20.7142,22.053,22.9803,22.3159,23.8164,29.9027,28.1243,6,20,18,20,11,33,27,24,44,26
0,0,1.99994,0.000223082,17.4914,19.2825,22.6776,25.0947,27.0299,28.3832,27.4125,29.6121,38.7881,36.0674,12,14,28,36,27,36,15,33,38,33
0,0,1.99993,0.000133851,12.3913,13.1377,14.4804,15.3877,16.089,16.5676,16.2253,16.9944,19.9822,19.129,12,15,12,9,10,13,12,23,26,21
0,0,1.99992,0.000269022,20.8875,23.4932,28.5681,32.2793,35.3046,37.447,35.908,39.4109,54.574,49.9917,20,27,31,33,36,36,20,51,58,47
0,0,2.00003,0.000119164,11.709,12.3349,13.4512,14.199,14.7737,15.1643,14.885,15.5116,17.9175,17.2348,11,16,10,12,14,17,22,13,16,12
0,0,2,0.00030879,24.3579,27.8769,34.893,40.1442,44.4918,47.6046,45.3658,50.4811,73.3494,66.3251,27,38,35,44,48,46,41,56,68,75
0,0,2.00002,0.000197852,15.8684,17.3014,19.9779,21.8555,23.3439,24.3776,23.6367,25.3115,32.1579,30.1492,21,18,25,23,25,25,22,29,39,19
0,0,1.99997,0.00014352,12.8634,13.696,15.2023,16.2258,17.0201,17.5636,17.1747,18.0491,21.4721,20.4906,10,25,16,17,21,13,13,20,21,20
0,0,1.99992,0.000223021,17.4868,19.2769,22.6701,25.0857,27.0196,28.3721,27.4019,29.6001,38.7695,36.0508,19,13,22,15,31,32,27,24,38,42
0,0,2.00018,0.00020046,16.0316,17.4993,20.2448,22.1736,23.7043,24.7682,24.0056,25.7297,32.7926,30.7181,14,21,16,26,31,23,21,29,31,30
0,0,1.99981,0.000167076,14.0866,15.1536,17.1106,18.459,19.5151,20.2424,19.7216,20.8953,25.5768,24.2209,19,20,17,14,23,27,20,25,24,18
0,0,2.00004,0.000219963,17.2837,19.0275,22.3271,24.6719,26.5469,27.857,26.9173,29.0459,37.9031,35.2803,15,16,23,26,25,26,30,36,48,32
0,0,2.00015,0.000202462,16.1555,17.6501,20.4489,22.4176,23.9811,25.0684,24.289,26.0515,33.2832,31.1574,15,13,18,28,37,16,22,25,35,25
0,0,1.99983,0.000165963,14.0265,15.0816,17.0156,18.3472,19.3897,20.1074,19.5935,20.7515,25.3666,24.0307,15,18,21,16,17,20,18,22,24,20
0,0,1.99989,0.000183689,15.0214,16.2769,18.6024,20.2203,21.4957,22.3781,21.7459,23.1729,28.9407,27.2585,20,16,29,26,26,24,19,25,29,23
0,0,2.00001,0.000157724,13.5895,14.5592,16.3281,17.5401,18.486,19.1357,18.6706,19.7178,23.864,22.6679,9,9,15,20,19,18,22,16,28,14
0,0,2.00017,0.000167816,14.1321,15.2074,17.1807,18.5408,19.6064,20.3404,19.8148,20.9994,25.7272,24.3576,13,14,20,16,20,17,20,17,22,30
0,0,2.00001,0.00030648,24.1418,27.6017,34.4907,39.6397,43.8989,46.9464,44.7547,49.7614,72.1019,65.2462,18,29,38,34,37,46,38,50,83,67
0,0,2.00014,0.000115782,11.5584,12.1582,13.2259,13.9398,14.4877,14.8598,14.5938,15.1903,17.4747,16.8274,11,9,17,9,16,18,13,13,23,13
0,0,2.00015,0.000224188,17.5699,19.3784,22.8087,25.2525,27.2099,28.5791,27.5969,29.8228,39.1163,36.3594,13,19,20,16,27,20,23,37,44,29
0,0,1.99979,0.000284325,22.1566,25.0879,30.8486,35.099,38.5846,41.0636,39.282,43.3429,61.1406,55.7282,22,19,41,29,31,32,41,37,51,49
0,0,2.00012,0.000255984,19.8655,22.2168,26.7611,30.0591,32.7338,34.6213,33.266,36.3468,49.5433,45.5767,12,19,28,32,39,36,32,35,39,41
0,0,2.00019,0.000244533,19.0072,21.1508,25.2659,28.2324,30.6276,32.3125,31.1031,33.8492,45.504,42.0174,23,18,25,33,40,36,28,34,34,33
