# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code1_model
# start_datetime = 2023-04-16 11:11:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmphq3csp0a/eiq5ownd.json
# init = 2 (Default)
# random
#   seed = 71972
# output
#   file = /home/lab5/output/code1-20230416111117_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,alfa,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,accidents_number.1,accidents_number.2,accidents_number.3,accidents_number.4,accidents_number.5,accidents_number.6,accidents_number.7,accidents_number.8,accidents_number.9,accidents_number.10
0,0,2.00004,0.000266694,20.7031,23.2622,28.2394,31.8742,34.8344,36.9295,35.4246,38.849,53.6447,49.1777,17,22,17,30,23,30,32,44,49,41
0,0,1.99996,5.09883e-05,8.9973,9.20002,9.54746,9.77104,9.93837,10.05,9.97034,10.1478,10.7936,10.6157,10,8,12,9,16,7,10,8,3,8
0,0,1.99995,0.000190214,15.4059,16.7412,19.224,20.9579,22.3283,23.2781,22.5975,24.1348,30.3808,28.5542,17,18,28,20,26,20,27,22,36,23
0,0,1.99994,0.00016728,14.0996,15.1689,17.1305,18.4821,19.5409,20.27,19.7479,20.9246,25.619,24.2593,13,15,22,21,23,20,21,26,16,30
0,0,2.00009,0.000245109,19.0478,21.2013,25.3368,28.3191,30.7275,32.422,31.2057,33.9677,45.6951,42.1859,22,22,18,24,35,37,25,26,43,49
0,0,2.00001,0.000156722,13.537,14.4966,16.246,17.4441,18.3786,19.0204,18.561,19.5953,23.6869,22.5071,8,17,12,29,23,20,22,23,22,20
0,0,2.00001,0.000155617,13.4794,14.4279,16.1561,17.3389,18.2611,18.8941,18.441,19.4611,23.4933,22.3312,14,13,18,19,16,16,17,26,22,16
0,0,1.99991,8.75253e-05,10.3607,10.7647,11.4719,11.937,12.29,12.5278,12.358,12.7379,14.161,13.7626,11,12,7,11,15,8,14,12,13,9
0,0,1.99994,0.000233465,18.2073,20.1629,23.8927,26.5643,28.7119,30.2181,29.1373,31.5887,41.9003,38.8296,24,20,28,43,24,33,33,24,34,39
0,0,2.00002,0.000136977,12.543,13.3168,14.7112,15.655,16.3857,16.8846,16.5277,17.3298,20.4539,19.5606,14,15,10,16,13,16,7,15,24,16
0,0,1.9999,0.00028491,22.2091,25.1538,30.9427,35.2155,38.7202,41.2132,39.4215,43.5056,61.4136,55.9664,14,29,29,31,30,41,44,38,62,68
0,0,2.00006,0.000239913,18.6687,20.7322,24.6828,27.5231,29.8122,31.4204,30.2662,32.8858,43.9625,40.6551,8,24,25,29,25,30,31,29,44,48
0,0,2.00009,0.000204419,16.2772,17.7982,20.6499,22.658,24.2541,25.3646,24.5685,26.3691,33.7689,31.5919,15,20,23,27,32,28,32,21,51,42
0,0,2.00004,0.00015545,13.4711,14.418,16.143,17.3235,18.2439,18.8756,18.4234,19.4415,23.4648,22.3053,14,10,15,15,14,20,21,13,21,17
0,0,2.00013,0.000159464,13.6828,14.6703,16.4736,17.7104,18.6763,19.3401,18.8649,19.935,24.1777,22.9529,21,15,23,23,18,28,21,14,27,19
0,0,2.00005,9.37362e-05,10.6137,11.0575,11.8373,12.352,12.7436,13.0079,12.8191,13.2416,14.832,14.3856,11,10,13,19,15,13,13,22,10,20
0,0,1.9999,0.000239016,18.6011,20.6491,24.5678,27.3838,29.6524,31.2459,30.1023,32.6975,43.6633,40.3903,14,24,28,25,15,30,37,38,38,35
0,0,1.99991,0.000174039,14.4721,15.6157,17.7219,19.179,20.3234,21.1129,20.5474,21.8228,26.9381,25.4522,18,12,20,22,25,29,19,21,28,32
0,0,1.99997,0.000436308,39.8621,48.2354,66.2403,80.7512,93.3787,102.741,95.9811,111.621,189.246,164.155,35,49,69,86,105,103,104,123,196,192
0,0,1.99994,0.000205601,16.3491,17.8861,20.7697,22.8018,24.4176,25.5421,24.7359,26.5597,34.0616,31.8534,21,17,15,20,19,27,27,34,41,41
0,0,1.99985,0.000146303,13.0009,13.8592,15.4146,16.4732,17.2956,17.8587,17.4558,18.3621,21.9182,20.8974,10,10,15,19,9,17,14,22,21,17
0,0,2.00012,0.000187422,15.2431,16.5441,18.9592,20.643,21.9724,22.8931,22.2334,23.723,29.7618,27.9978,18,16,17,22,17,20,28,32,28,35
0,0,2.00007,0.000120424,11.7667,12.4025,13.5373,14.298,14.883,15.2807,14.9963,15.6344,18.0869,17.3906,15,12,19,11,11,19,10,13,14,16
0,0,2.00012,0.000114686,11.5092,12.1007,13.1529,13.8559,14.3953,14.7614,14.4996,15.0866,17.3323,16.6963,8,10,16,8,20,20,14,14,19,10
0,0,1.99992,0.000246814,19.1703,21.3536,25.5505,28.5801,31.0283,32.7516,31.5145,34.324,46.2698,42.6927,17,20,29,25,33,36,36,35,43,34
0,0,1.99989,0.00023222,18.1189,20.0541,23.7423,26.3821,28.5031,29.9902,28.9232,31.343,41.5118,38.4852,17,19,21,29,22,30,30,32,46,36
0,0,2.00011,0.000289469,22.6086,25.6573,31.6669,36.1143,39.7688,42.3715,40.5007,44.7672,63.544,57.8218,17,27,37,38,35,45,41,35,58,60
0,0,2.00013,0.000332988,26.7481,30.9379,39.4117,45.8438,51.2197,55.0944,52.3056,58.6928,87.815,78.7815,25,38,36,45,47,55,52,57,86,71
0,0,2.00015,7.32929e-05,9.80876,10.128,10.6823,11.0437,11.3166,11.4997,11.369,11.661,12.7424,12.4415,7,11,13,11,13,11,11,16,11,16
0,0,1.99992,0.000204891,16.304,17.8312,20.6953,22.7128,24.3165,25.4325,24.6324,26.4421,33.8817,31.6925,15,13,26,23,18,29,18,34,33,37
0,0,2.00005,0.00020845,16.532,18.1086,21.0717,23.1633,24.8283,25.988,25.1565,27.0379,34.7947,32.5087,18,16,28,17,32,22,31,19,39,31
0,0,2.00011,9.95398e-05,10.8551,11.3377,12.1886,12.7521,13.1818,13.4723,13.2648,13.7296,15.4869,14.9924,10,12,18,13,18,14,12,16,15,14
0,0,1.9999,0.000104422,11.0595,11.5758,12.4888,13.0952,13.5585,13.8722,13.648,14.1501,16.0559,15.5185,5,13,12,8,14,16,18,12,8,14
0,0,1.99999,0.000291398,22.775,25.8679,31.9717,36.4939,40.2126,42.8625,40.9576,45.3025,64.4541,58.6131,24,30,32,37,48,39,43,37,66,67
0,0,1.99999,0.000187708,15.258,16.5623,18.984,20.6727,22.0061,22.9296,22.2679,23.7622,29.8213,28.0511,17,19,19,27,25,27,24,24,29,26
0,0,2.00002,0.000154417,13.4172,14.3539,16.0592,17.2254,18.1343,18.7581,18.3116,19.3166,23.285,22.1418,13,20,21,21,17,22,22,23,25,21
0,0,2.00001,0.000205054,16.3158,17.8454,20.7142,22.7352,24.3419,25.4599,24.6584,26.4714,33.926,31.7322,8,29,20,22,26,32,20,21,38,28
0,0,2.00006,0.000193868,15.6266,17.0082,19.5825,21.3842,22.8102,23.7995,23.0905,24.6925,31.2207,29.3086,12,16,21,16,30,28,24,29,35,28
0,0,2.00015,0.000196126,15.7649,17.1757,19.8079,21.6525,23.1138,24.1282,23.4012,25.0443,31.7521,29.7855,19,20,16,22,28,23,27,27,30,31
0,0,2.00009,5.51028e-05,9.14263,9.36546,9.74825,9.9952,10.1803,10.3039,10.2157,10.4123,11.1302,10.9321,9,8,10,5,5,8,13,10,12,10
0,0,1.99988,0.000261651,20.3002,22.7593,27.5277,30.9999,33.8221,35.8167,34.3842,37.6423,51.6622,47.4382,23,25,36,26,36,38,41,23,55,40
0,0,2,0.000310206,24.4916,28.0472,35.1425,40.4572,44.8598,48.0133,45.7451,50.9282,74.1259,66.9964,18,30,27,44,44,48,53,51,74,71
0,0,2.00003,4.08938e-05,8.6538,8.80984,9.07568,9.24575,9.37252,9.45683,9.3967,9.5306,10.014,9.88143,6,8,12,6,11,12,7,9,10,14
0,0,2.00003,0.000186739,15.2016,16.4942,18.8926,20.5641,21.8835,22.797,22.1425,23.6203,29.6086,27.8598,23,19,16,30,30,20,28,28,33,27
0,0,2.00007,0.000144793,12.9281,13.7726,15.3014,16.3411,17.1483,17.7007,17.3054,18.1945,21.6784,20.6789,16,11,12,12,13,16,19,22,26,21
0,0,2.00006,0.000180783,14.8563,16.0776,18.3358,19.9042,21.1393,21.993,21.3814,22.7616,28.3272,26.7059,21,18,23,29,21,20,26,20,35,24
0,0,2.00012,0.000194138,15.6439,17.029,19.6103,21.4172,22.8475,23.8398,23.1286,24.7356,31.2854,29.3667,20,21,19,14,28,18,27,21,30,35
0,0,2.00004,0.000198414,15.903,17.3434,20.0346,21.9231,23.4205,24.4606,23.7151,25.4004,32.2928,30.2701,16,18,19,26,21,24,24,28,32,34
0,0,2.00005,3.07117e-05,8.3202,8.43261,8.62301,8.74408,8.83397,8.89358,8.85108,8.94563,9.28432,9.19182,12,5,12,8,4,6,10,5,7,7
0,0,2.00017,0.000169089,14.2016,15.2907,17.2908,18.6704,19.7519,20.497,19.9634,21.1662,25.9716,24.5787,10,20,12,20,23,17,24,12,17,25
0,0,1.99998,0.000288302,22.504,25.5256,31.4777,35.8796,39.4949,42.069,40.2188,44.4377,62.9873,57.337,22,29,35,39,42,49,36,50,56,56
0,0,1.99995,0.000213431,16.8514,18.4987,21.6037,23.8018,25.5551,26.7779,25.901,27.8861,36.1031,33.6765,6,27,12,20,25,18,24,25,43,40
0,0,1.99983,4.67052e-05,8.84857,9.03103,9.34294,9.54317,9.69275,9.7924,9.72131,9.87968,10.4541,10.2961,11,11,9,9,7,7,13,10,6,12
0,0,2.00008,0.000306317,24.1283,27.5843,34.4649,39.6071,43.8604,46.9037,44.715,49.7145,72.0197,65.1753,27,25,31,44,43,41,51,43,84,61
0,0,1.99994,0.000153575,13.3725,14.3008,15.99,17.1447,18.0443,18.6615,18.2197,19.214,23.1378,22.0079,16,18,14,12,17,20,17,16,23,21
0,0,2.0002,0.000139652,12.6756,13.4732,14.913,15.8891,16.6455,17.1624,16.7926,17.6239,20.8684,19.9396,7,10,16,12,16,18,13,19,18,23
0,0,2.00011,0.000195002,15.6959,17.0921,19.6953,21.5185,22.9622,23.964,23.246,24.8686,31.4864,29.5471,19,9,23,24,22,33,24,32,38,37
0,0,2.00004,8.72909e-05,10.3527,10.7552,11.4599,11.9231,12.2748,12.5117,12.3425,12.7209,14.1381,13.7414,8,18,10,12,9,20,13,10,15,11
0,0,1.99991,0.000234519,18.2809,20.2538,24.0189,26.7173,28.8874,30.4098,29.3174,31.7955,42.2284,39.1202,16,28,26,39,24,27,31,35,42,50
0,0,1.99986,0.000128523,12.138,12.8392,14.0967,14.9437,15.5972,16.0424,15.724,16.439,19.2049,18.4169,15,8,13,15,14,15,15,18,20,19
0,0,1.99992,0.000194424,15.658,17.0465,19.6346,21.4465,22.881,23.8763,23.163,24.7748,31.3457,29.4206,16,18,26,23,20,27,17,22,42,27
0,0,1.99999,0.000301711,23.7005,27.0407,33.6727,38.6159,42.6972,45.6137,43.5165,48.3049,69.5887,63.07,22,22,32,28,43,45,34,45,65,70
0,0,2.00014,0.000238735,18.5854,20.6291,24.5389,27.3481,29.611,31.2003,30.0597,32.6481,43.5826,40.3193,18,21,21,25,32,32,27,40,38,40
0,0,1.99997,0.000190044,15.3961,16.7293,19.208,20.9388,22.3068,23.2547,22.5754,24.1098,30.3431,28.5203,18,9,17,25,14,28,20,21,33,28
0,0,1.99991,0.000128065,12.1172,12.8146,14.065,14.907,15.5565,15.999,15.6825,16.393,19.1407,18.358,14,15,19,15,23,17,11,9,19,13
0,0,2.00007,0.000309246,24.4026,27.9336,34.9757,40.2476,44.6131,47.7392,45.4908,50.6283,73.6039,66.5453,30,22,38,36,44,50,53,37,68,55
0,0,1.99989,0.000269932,20.9604,23.5847,28.6983,32.4398,35.4908,37.6521,36.0995,39.6335,54.9428,50.3146,17,24,36,29,26,41,51,40,66,47
0,0,1.99984,0.000155202,13.4555,14.3997,16.1197,17.2965,18.2139,18.8436,18.3928,19.4075,23.4169,22.2615,15,17,15,17,22,17,13,17,32,20
0,0,1.99995,0.000128529,12.1395,12.8408,14.0985,14.9457,15.5992,16.0445,15.726,16.4412,19.2077,18.4195,15,15,11,22,17,17,19,11,20,15
0,0,2.00008,0.000243236,18.9101,21.0309,25.0989,28.0294,30.3942,32.0571,30.8635,33.5734,45.0624,41.6272,20,14,25,29,26,36,34,32,43,47
0,0,2.00013,0.000248338,19.2875,21.4984,25.7522,28.8257,31.3108,33.0608,31.8045,34.6582,46.8065,43.1665,26,16,14,18,32,33,31,36,33,29
0,0,2.00008,0.000278857,21.6998,24.512,30.0208,34.0726,37.3881,39.7425,38.0507,41.905,58.7224,53.6196,24,29,29,26,28,45,49,44,51,57
0,0,1.99993,0.000222331,17.4405,19.2201,22.5919,24.9913,26.9118,28.2546,27.2914,29.4737,38.5717,35.875,23,16,18,19,34,29,23,25,44,52
0,0,1.99985,0.000257474,19.9749,22.3537,26.9552,30.2976,33.0099,34.9248,33.5498,36.6758,50.0819,46.0498,18,21,22,17,24,29,41,48,63,45
0,0,2.00014,0.000262,20.333,22.7995,27.5834,31.0675,33.8998,35.9018,34.464,37.7342,51.8102,47.5687,25,25,35,33,26,37,30,45,49,47
0,0,2.00017,0.000190777,15.4428,16.7854,19.2827,21.0273,22.4065,23.3624,22.6774,24.2248,30.515,28.675,14,18,19,15,23,24,18,31,25,30
0,0,1.99996,0.00025869,20.071,22.4732,27.1232,30.5033,33.2475,35.1854,33.7938,36.9581,50.5417,46.4541,17,22,31,27,49,35,39,26,46,61
0,0,2.00007,0.000153534,13.3721,14.3001,15.9888,17.143,18.0423,18.6592,18.2176,19.2116,23.1336,22.0043,14,15,20,12,20,19,16,23,22,28
0,0,2.00009,9.56964e-05,10.6949,11.1516,11.9551,12.4859,12.8902,13.1632,12.9682,13.4048,15.0504,14.5881,12,9,10,16,15,17,15,14,14,14
0,0,2.00008,0.000110399,11.3198,11.8793,12.872,13.5336,14.0404,14.384,14.1384,14.6889,16.7882,16.1948,15,9,13,12,8,15,11,13,24,17
0,0,2.0001,0.000204378,16.2746,17.7951,20.6456,22.653,24.2484,25.3584,24.5626,26.3624,33.7587,31.5827,15,16,22,21,28,38,24,20,38,30
0,0,2.00021,0.000127511,12.095,12.788,14.0302,14.8664,15.5112,15.9505,15.6363,16.3416,19.0679,18.2915,10,11,17,17,21,15,26,18,13,16
0,0,1.99994,0.000121149,11.7981,12.4395,13.5848,14.353,14.9438,15.3456,15.0583,15.7029,18.1821,17.478,14,15,12,17,17,13,17,17,13,19
0,0,2.00002,0.000126194,12.0312,12.7133,13.9348,14.7565,15.3898,15.8211,15.5127,16.205,18.8783,18.1175,17,18,9,11,15,10,8,14,16,20
0,0,2.00014,0.000393608,33.8063,40.1513,53.4532,63.9118,72.8626,79.4221,74.692,85.5894,137.803,121.208,26,37,41,68,88,55,75,97,146,143
0,0,1.99999,0.000115887,11.5612,12.1618,13.2308,13.9456,14.4943,14.8668,14.6005,15.1978,17.4855,16.8373,12,17,14,13,16,19,12,16,18,11
0,0,1.99994,0.000246572,19.1527,21.3318,25.5198,28.5426,30.9851,32.7043,31.4702,34.2729,46.1874,42.62,19,22,26,35,31,37,43,45,54,39
0,0,2.00013,0.000289015,22.5694,25.6077,31.5953,36.0253,39.6647,42.2565,40.3936,44.6418,63.3312,57.6367,26,22,24,34,56,37,41,50,54,55
0,0,1.99988,0.000151805,13.2806,14.1915,15.8474,16.9781,17.8584,18.4621,18.03,19.0024,22.8339,21.7314,10,14,14,19,23,19,17,17,23,24
0,0,2,0.000188938,15.3309,16.6504,19.102,20.8129,22.1644,23.1007,22.4298,23.9451,30.0956,28.2978,13,15,22,16,29,21,12,27,26,36
0,0,2.00007,0.000194667,15.675,17.0669,19.6615,21.4782,22.9167,23.9148,23.1995,24.8159,31.407,29.4758,17,20,12,22,32,29,28,35,35,32
0,0,2.00011,0.000143421,12.8603,13.6921,15.1968,16.2192,17.0127,17.5555,17.1671,18.0405,21.4593,20.479,7,12,17,17,13,16,15,16,21,21
0,0,1.99993,0.000270494,21.0069,23.6428,28.7807,32.5413,35.6085,37.7816,36.2205,39.7741,55.1753,50.5182,18,15,31,35,34,40,45,30,66,51
0,0,1.99995,6.83461e-05,9.62126,9.91295,10.4179,10.7463,10.9937,11.1594,11.0411,11.3053,12.28,12.0094,8,13,7,14,9,8,15,11,19,11
0,0,2.00001,0.000232391,18.133,20.0713,23.7656,26.4101,28.535,30.0248,28.9558,31.3803,41.5698,38.5368,18,14,21,22,23,20,37,31,35,35
0,0,2.00011,9.30218e-05,10.5852,11.0243,11.7956,12.3045,12.6916,12.9528,12.7662,13.1837,14.7544,14.3137,7,17,8,16,10,18,11,14,18,16
0,0,2.00007,0.000313647,24.821,28.4673,35.7581,41.2302,45.7694,49.0238,46.6828,52.0341,76.0516,68.6597,26,29,35,35,54,55,50,52,58,53
0,0,2.00008,0.000184627,15.0789,16.3459,18.6939,20.3284,21.6175,22.5094,21.8704,23.3131,29.1488,27.4461,13,18,16,15,18,18,20,23,30,25
0,0,2.00026,0.00025363,19.6885,21.9962,26.4501,29.6781,32.2935,34.138,32.8137,35.8234,48.691,44.827,19,16,30,28,33,30,35,27,47,59
0,0,1.99991,0.000167902,14.1331,15.209,17.1836,18.5447,19.6111,20.3456,19.8196,21.0051,25.737,24.3661,18,21,15,20,9,25,24,19,23,27
0,0,2.00006,0.000249224,19.3523,21.5791,25.8655,28.9641,31.4705,33.2359,31.9685,34.8475,47.1127,43.4363,16,21,29,31,30,28,29,39,41,48
0,0,1.99992,0.000213849,16.8781,18.5314,21.6485,23.8557,25.6165,26.8447,25.9639,27.9579,36.2144,33.7757,14,17,22,20,27,35,22,27,35,30
0,0,2.00001,0.000205537,16.3463,17.8824,20.7645,22.7954,24.4102,25.5341,24.7284,26.551,34.0478,31.8412,17,21,24,23,11,18,25,30,31,31
0,0,2.00007,0.000461695,43.9739,53.8045,75.2646,92.8161,108.241,119.758,111.436,130.738,228.571,196.632,50,42,81,86,107,120,122,143,269,196
0,0,2.00008,0.000197962,15.8759,17.3105,19.99,21.8698,23.3601,24.3951,23.6532,25.3301,32.1859,30.1744,15,16,22,19,33,31,17,25,32,31
0,0,2.00009,0.000203224,16.2022,17.7069,20.5261,22.51,24.0861,25.1823,24.3964,26.1736,33.4701,31.3246,11,22,25,27,24,26,28,28,34,29
0,0,1.99981,0.000243864,18.951,21.0821,25.1715,28.1185,30.4972,32.1702,30.9693,33.6958,45.2612,41.8022,15,23,23,31,29,28,22,42,41,44
0,0,1.9998,0.000141918,12.7819,13.5997,15.0778,16.0812,16.8594,17.3917,17.0109,17.867,21.2143,20.2552,20,14,15,14,14,17,16,19,16,18
0,0,2.00003,0.000328313,26.2668,30.3191,38.4925,44.6796,49.8414,53.557,50.883,57.0042,84.8075,76.1995,23,17,33,35,44,44,57,69,94,66
0,0,2.00008,6.54188e-05,9.51427,9.79019,10.2671,10.5766,10.8095,10.9655,10.8541,11.1026,12.0172,11.7636,10,7,13,14,17,13,10,6,5,14
0,0,1.99997,0.000275736,21.4375,24.1827,29.5504,33.4911,36.7119,38.997,37.3552,41.0946,57.3697,52.4377,22,17,26,31,38,38,41,35,63,41
0,0,2,0.000139712,12.6759,13.4739,14.9144,15.8911,16.6479,17.1651,16.795,17.6269,20.8734,19.944,13,8,19,22,14,15,13,12,17,23
0,0,2.00013,0.000260399,20.2074,22.6429,27.362,30.7957,33.5853,35.5563,34.1409,37.3597,51.1968,47.03,21,25,22,33,32,35,30,46,48,36
0,0,2,0.00019015,15.4028,16.7374,19.2187,20.9516,22.3211,23.2703,22.5901,24.1264,30.3679,28.5426,13,14,20,11,34,33,28,23,27,24
0,0,2.00011,0.00025274,19.618,21.9089,26.328,29.5292,32.122,33.9501,32.6375,35.6201,48.3626,44.5376,18,28,27,26,27,40,33,35,35,52
0,0,1.9999,0.000184336,15.0593,16.3226,18.6633,20.2925,21.5771,22.466,21.8292,23.2668,29.0807,27.3846,12,14,27,23,24,23,23,31,30,18
